candidate_name,candidate_type,model_type,n_benchmarks,mean_current_predicted_return,mean_ic,mean_hit_rate,mean_oos_r2,mean_nw_ic,mean_policy_return_sign,mean_policy_return_neutral_3pct,mean_mae
ensemble_ridge_gbt_v18,ensemble,ensemble,8,0.06891051793731195,0.22318228164836598,0.6606449553001277,-0.1990905117360568,0.22318228164836598,0.07706597368784687,0.07613605130495932,0.15237633492143832
ensemble_ridge_gbt_v20_best,ensemble,ensemble,8,0.05992057948304063,0.25362845325788674,0.6550102627257799,-0.17137080756756262,0.25362845325788674,0.07531173648742567,0.07486205719336006,0.14997131572269906
ensemble_ridge_gbt_v16,ensemble,ensemble,8,0.08928207410365104,0.20183198784637915,0.6584857918263091,-0.1950062195305667,0.20183198784637915,0.07480009746123437,0.07326600289096781,0.15199785990449444
ensemble_ridge_gbt_v20_value,ensemble,ensemble,8,0.0859937896968355,0.22858739664856575,0.6525632868089765,-0.1922663806448996,0.22858739664856575,0.07428804921318409,0.07348773486583529,0.15159242629846365
baseline_historical_mean,baseline,baseline,8,0.10099784840060741,-0.14237015009642612,0.6373530149607736,-0.20470187241513502,-0.14237015009642612,0.07038680020763428,0.07015615622163651,0.1503402438180013
live_production_ensemble_reduced,ensemble,ensemble,8,0.11913915736573581,0.10348537088458805,0.5939051952198504,-0.7285316133753885,0.10348537088458805,0.06382084713331992,0.06291418113050079,0.17462835449531855
