slice_name,path_name,review_months,mean_predicted,mean_ic,mean_hit_rate,mean_aggregate_oos_r2,mean_sell_pct,signal_changes,mode_changes,signal_agreement_with_shadow_rate,mode_agreement_with_shadow_rate,sell_agreement_with_shadow_rate,signal_agreement_with_live_rate,mode_agreement_with_live_rate,sell_agreement_with_live_rate,outperform_rate,neutral_rate,underperform_rate
full_history,shadow_baseline,150,0.07354575680425858,0.029300862420556413,0.5943085956439534,-0.19891284504569665,0.5,3,0,1.0,1.0,1.0,0.5733333333333334,1.0,1.0,0.88,0.12,0.0
full_history,ensemble_ridge_gbt_v18,150,0.07755233206129317,0.1527575628952443,0.6179408936169264,-0.4330354773115648,0.5,27,0,0.7866666666666666,1.0,1.0,0.7,1.0,1.0,0.7333333333333333,0.22666666666666666,0.04
full_history,ensemble_ridge_gbt_v20_best,150,0.07240422581709574,0.14574674736219873,0.6185097150994329,-0.44138284977806697,0.5,33,0,0.78,1.0,1.0,0.66,1.0,1.0,0.74,0.20666666666666667,0.05333333333333334
full_history,live_production_ensemble_reduced,150,0.044783128811665886,0.16543358337749056,0.6013386651753503,-0.7855463823644139,0.5,24,0,0.5733333333333334,1.0,1.0,1.0,1.0,1.0,0.5733333333333334,0.35333333333333333,0.07333333333333333
pre_2020,shadow_baseline,81,0.053340372091514314,0.05268384646526744,0.553914548470348,-0.22206636106250605,0.5,3,0,1.0,1.0,1.0,0.43209876543209874,1.0,1.0,0.7777777777777778,0.2222222222222222,0.0
pre_2020,ensemble_ridge_gbt_v20_best,81,0.0717232609685026,0.09799638110446252,0.5879029146841768,-0.5309724181683128,0.5,19,0,0.8518518518518519,1.0,1.0,0.5555555555555556,1.0,1.0,0.7777777777777778,0.2222222222222222,0.0
pre_2020,ensemble_ridge_gbt_v18,81,0.06950029495515493,0.12775772334181,0.5893727257108597,-0.5098890387276376,0.5,17,0,0.8024691358024691,1.0,1.0,0.6172839506172839,1.0,1.0,0.7037037037037037,0.2962962962962963,0.0
pre_2020,live_production_ensemble_reduced,81,0.018621970926660583,0.21454466153763682,0.5849640248820952,-0.8403407253966795,0.5,18,0,0.43209876543209874,1.0,1.0,1.0,1.0,1.0,0.43209876543209874,0.5555555555555556,0.012345679012345678
post_2020,shadow_baseline,69,0.09726512146704534,0.0018512724550260745,0.6417276944999251,-0.17173263059118132,0.5,0,0,1.0,1.0,1.0,0.7391304347826086,1.0,1.0,1.0,0.0,0.0
post_2020,ensemble_ridge_gbt_v18,69,0.08700472344675977,0.18210520063188457,0.651477438550135,-0.3428160791274793,0.5,10,0,0.7681159420289855,1.0,1.0,0.7971014492753623,1.0,1.0,0.7681159420289855,0.14492753623188406,0.08695652173913043
post_2020,live_production_ensemble_reduced,69,0.07549405328536775,0.10778144814601455,0.6205610689978672,-0.7212225883700152,0.5,6,0,0.7391304347826086,1.0,1.0,1.0,1.0,1.0,0.7391304347826086,0.11594202898550725,0.14492753623188406
post_2020,ensemble_ridge_gbt_v20_best,69,0.07320361933500939,0.20180152514301947,0.6544394373260378,-0.3362124868851697,0.5,14,0,0.6956521739130435,1.0,1.0,0.782608695652174,1.0,1.0,0.6956521739130435,0.18840579710144928,0.11594202898550725
post_2022,shadow_baseline,45,0.08712290705033753,-0.006292960382594142,0.6461710670444103,-0.16733872365110944,0.5,0,0,1.0,1.0,1.0,0.6,1.0,1.0,1.0,0.0,0.0
post_2022,ensemble_ridge_gbt_v18,45,0.06642162827144968,0.18442748779851484,0.6533228792197788,-0.3210312723797196,0.5,8,0,0.6666666666666666,1.0,1.0,0.7111111111111111,1.0,1.0,0.6666666666666666,0.2,0.13333333333333333
post_2022,live_production_ensemble_reduced,45,0.045373945402184174,0.1051422175911585,0.6196622447649394,-0.7012375375571189,0.5,6,0,0.6,1.0,1.0,1.0,1.0,1.0,0.6,0.17777777777777778,0.2222222222222222
post_2022,ensemble_ridge_gbt_v20_best,45,0.05150490786062894,0.20741140733242922,0.6533325366360124,-0.32238762096300894,0.5,10,0,0.5777777777777777,1.0,1.0,0.7111111111111111,1.0,1.0,0.5777777777777777,0.24444444444444444,0.17777777777777778
