candidate_name,candidate_type,n_benchmarks,mean_current_predicted_return,mean_ic,mean_hit_rate,mean_oos_r2,mean_nw_ic,mean_policy_return_sign,mean_policy_return_neutral_3pct,mean_mae
ensemble_ridge_gbt_v18,ensemble,8,0.09310295474532945,0.19328913449997764,0.6655093363067501,-0.1827278090825359,0.19328913449997764,0.07059891456981549,0.0692609791187199,0.15465703672193193
ensemble_ridge_gbt_v20_best,ensemble,8,0.0841575309550035,0.19799109462650505,0.6494279686090031,-0.25605728884814266,0.19799109462650505,0.06894147592665308,0.06856709015800862,0.1576271759302273
baseline_historical_mean,baseline,8,0.10099784840060741,-0.07562807583864699,0.6328585204662791,-0.1619735765482654,-0.07562807583864699,0.06264826937847583,0.061681052729438586,0.14973939455678648
live_production_ensemble_reduced,ensemble,8,0.1251821658483864,0.11379076653992554,0.608698982233465,-0.8083268426006831,0.11379076653992554,0.061898608006046955,0.05972330544368089,0.1797997852874191
