fold,train_start,train_end,train_obs,test_date,y_true,path_b_prob,path_a_prob,path_a_available_benchmarks,path_a_weight_sum,path_b_raw_v126,path_b_platt_prob,path_b_temp_prob,path_b_temp_temperature
1,2011-02-28,2016-01-29,60,2016-10-31,0,0.3585930649828432,0.3479530109046311,6,1.0,0.3585930649828432,0.3585930649828432,0.3585930649828432,1.0
1,2011-02-28,2016-01-29,60,2016-11-30,0,0.3664069765359787,0.3557006380908877,6,1.0,0.3664069765359787,0.3664069765359787,0.3664069765359787,1.0
1,2011-02-28,2016-01-29,60,2016-12-30,0,0.3630315060653142,0.3414726949091231,6,1.0,0.3630315060653142,0.3630315060653142,0.3630315060653142,1.0
1,2011-02-28,2016-01-29,60,2017-01-31,0,0.4621871889368643,0.4530471185576887,6,1.0,0.4621871889368643,0.4621871889368643,0.4621871889368643,1.0
1,2011-02-28,2016-01-29,60,2017-02-28,0,0.4661164678617294,0.4664246928406105,6,1.0,0.4661164678617294,0.4661164678617294,0.4661164678617294,1.0
1,2011-02-28,2016-01-29,60,2017-03-31,0,0.4765806450739154,0.4799697461168614,6,1.0,0.4765806450739154,0.4765806450739154,0.4765806450739154,1.0
2,2011-08-31,2016-07-29,60,2017-04-28,0,0.2745286335677152,0.2845409749800939,6,1.0,0.2745286335677152,0.2745286335677152,0.2745286335677152,1.0
2,2011-08-31,2016-07-29,60,2017-05-31,0,0.3920955852069371,0.3979251380753652,6,1.0,0.3920955852069371,0.3920955852069371,0.3920955852069371,1.0
2,2011-08-31,2016-07-29,60,2017-06-30,0,0.3029929488854875,0.3237211497489393,6,1.0,0.3029929488854875,0.3029929488854875,0.3029929488854875,1.0
2,2011-08-31,2016-07-29,60,2017-07-31,0,0.2872958332313369,0.3111322654385626,6,1.0,0.2872958332313369,0.2872958332313369,0.2872958332313369,1.0
2,2011-08-31,2016-07-29,60,2017-08-31,0,0.1779876548907129,0.2036786863676558,6,1.0,0.1779876548907129,0.1779876548907129,0.1779876548907129,1.0
2,2011-08-31,2016-07-29,60,2017-09-29,0,0.1913290796361205,0.2284033099854983,6,1.0,0.1913290796361205,0.1913290796361205,0.1913290796361205,1.0
3,2012-02-29,2017-01-31,60,2017-10-31,0,0.1239604134936016,0.1466683869637982,6,1.0,0.1239604134936016,0.1239604134936016,0.1239604134936016,1.0
3,2012-02-29,2017-01-31,60,2017-11-30,0,0.091748324849128,0.1124365326725954,6,1.0,0.091748324849128,0.091748324849128,0.091748324849128,1.0
3,2012-02-29,2017-01-31,60,2017-12-29,0,0.0959406864918655,0.1187772468288216,6,1.0,0.0959406864918655,0.0959406864918655,0.0959406864918655,1.0
3,2012-02-29,2017-01-31,60,2018-01-31,0,0.0703601651348014,0.0883879378203225,6,1.0,0.0703601651348014,0.0703601651348014,0.0703601651348014,1.0
3,2012-02-29,2017-01-31,60,2018-02-28,0,0.0629905109043399,0.0790169078708666,6,1.0,0.0629905109043399,0.0629905109043399,0.0629905109043399,1.0
3,2012-02-29,2017-01-31,60,2018-03-30,0,0.0364091094573612,0.0516355368236047,6,1.0,0.0364091094573612,0.0364091094573612,0.0364091094573612,1.0
4,2012-08-31,2017-07-31,60,2018-04-30,0,0.0291503981810612,0.1098069476046689,6,1.0,0.0291503981810612,0.0291503981810612,0.0291503981810612,1.0
4,2012-08-31,2017-07-31,60,2018-05-31,0,0.0390557350039252,0.094504867717524,6,1.0,0.0390557350039252,0.0390557350039252,0.0390557350039252,1.0
4,2012-08-31,2017-07-31,60,2018-06-29,0,0.0304800855903024,0.0753673828734191,6,1.0,0.0304800855903024,0.0304800855903024,0.0304800855903024,1.0
4,2012-08-31,2017-07-31,60,2018-07-31,0,0.0415559277003262,0.0760397152018496,6,1.0,0.0415559277003262,0.0415559277003262,0.0415559277003262,1.0
4,2012-08-31,2017-07-31,60,2018-08-31,0,0.0332463034691782,0.0680641118661459,6,1.0,0.0332463034691782,0.0332463034691782,0.0332463034691782,1.0
4,2012-08-31,2017-07-31,60,2018-09-28,0,0.0340869912323369,0.0725662323721706,6,1.0,0.0340869912323369,0.0340869912323369,0.0340869912323369,1.0
5,2013-02-28,2018-01-31,60,2018-10-31,0,0.0048801189746732,0.0420211749509087,6,1.0,0.0048801189746732,0.0048801189746732,0.0048801189746732,1.0
5,2013-02-28,2018-01-31,60,2018-11-30,0,0.0024688994372013,0.0425428931860067,6,1.0,0.0024688994372013,0.0024688994372013,0.0024688994372013,1.0
5,2013-02-28,2018-01-31,60,2018-12-31,0,0.0051150403780949,0.0349328023888792,6,1.0,0.0051150403780949,0.0051150403780949,0.0051150403780949,1.0
5,2013-02-28,2018-01-31,60,2019-01-31,0,0.0086755621159312,0.0403046878277232,6,1.0,0.0086755621159312,0.0086755621159312,0.0086755621159312,1.0
5,2013-02-28,2018-01-31,60,2019-02-28,0,0.0247211242029316,0.0512761694884943,6,1.0,0.0247211242029316,0.0247211242029316,0.0247211242029316,1.0
5,2013-02-28,2018-01-31,60,2019-03-29,0,0.0094652184368719,0.053734681351552,6,1.0,0.0094652184368719,0.0094652184368719,0.0094652184368719,1.0
6,2013-08-30,2018-07-31,60,2019-04-30,1,0.0328467357599026,0.0521745465174432,6,1.0,0.0328467357599026,0.0328467357599026,0.0328467357599026,1.0
6,2013-08-30,2018-07-31,60,2019-05-31,1,0.0387408417941379,0.0756759384105028,6,1.0,0.0387408417941379,0.03560755531502812,0.022355834535120106,0.85
6,2013-08-30,2018-07-31,60,2019-06-28,1,0.0198616855383192,0.1299275950857948,6,1.0,0.0198616855383192,0.08448072310819614,0.04232538935337229,1.25
6,2013-08-30,2018-07-31,60,2019-07-31,1,0.0320860348210072,0.1483704446917181,6,1.0,0.0320860348210072,0.10660893774803835,0.11257741264026751,1.65
6,2013-08-30,2018-07-31,60,2019-08-30,1,0.0161966407677778,0.214612904970391,6,1.0,0.0161966407677778,0.17576519796055762,0.11371824145629475,2.0
