path_name,review_months,mean_predicted,mean_ic,mean_hit_rate,mean_aggregate_oos_r2,mean_sell_pct,signal_changes,mode_changes,signal_agreement_with_shadow_rate,mode_agreement_with_shadow_rate,sell_agreement_with_shadow_rate,signal_agreement_with_live_rate,mode_agreement_with_live_rate,sell_agreement_with_live_rate,outperform_rate,neutral_rate,underperform_rate
shadow_baseline,108,0.09104204919196712,0.006112551800283931,0.635665322214254,-0.28228114386161,0.5,0,0,1.0,1.0,1.0,0.6296296296296297,1.0,1.0,1.0,0.0,0.0
ensemble_ridge_gbt_v18,108,0.09079370645109125,0.1434297389326662,0.7257681945568015,-0.3610418543846784,0.5,15,0,0.8425925925925926,1.0,1.0,0.7314814814814815,1.0,1.0,0.8425925925925926,0.08333333333333333,0.07407407407407407
ensemble_ridge_gbt_v16,108,0.0847183395527721,0.14088449691118013,0.7217340658001674,-0.3451624045161409,0.5,13,0,0.8055555555555556,1.0,1.0,0.8240740740740741,1.0,1.0,0.8055555555555556,0.12037037037037036,0.07407407407407407
ensemble_ridge_gbt_v20_best,108,0.08148611932773078,0.09710127551066076,0.7030497049180455,-0.3776198530846126,0.5,17,0,0.7870370370370371,1.0,1.0,0.7222222222222222,1.0,1.0,0.7870370370370371,0.1388888888888889,0.07407407407407407
ensemble_ridge_gbt_v20_value,108,0.07856866696689845,0.12999350284927358,0.7135086168602347,-0.377407414767528,0.5,19,0,0.75,1.0,1.0,0.8148148148148148,1.0,1.0,0.75,0.17592592592592593,0.07407407407407407
live_production_ensemble_reduced,108,0.0681784715768973,0.14794970505767122,0.6206366651569775,-0.6639564913706502,0.5,16,0,0.6296296296296297,1.0,1.0,1.0,1.0,1.0,0.6296296296296297,0.25,0.12037037037037036
