date,period,bvps,ttm_eps,eps_6m,eps_3m,roe,price,pb,pe,bp,ep,bp_z60,ep_z60,pb_roe_adj,ep_6m,ep_3m,roe_avg60,ep_norm,roe_gap,abs_1m,rel_1m,abs_3m,rel_3m,abs_6m,rel_6m,abs_12m,rel_12m,abs_24m,rel_24m,abs_36m,rel_36m,sp500_pe,gs10,ep_rel_mkt
2024-10-31,2024-09-30,46.360000,13.820000,12.960000,15.960000,0.367309,243.780000,5.258412,17.639653,-1.659829,0.056690,-1.083018,0.024547,-0.462913,0.053163,0.065469,0.224683,0.042728,0.142626,0.097999,0.049065,0.030188,-0.017739,0.103196,0.150057,-0.147903,-0.321411,,,,,28.450000,0.037200,0.477999
2024-11-29,2024-10-31,45.350000,13.830000,12.920000,13.200000,0.371126,268.880000,5.928997,19.441793,-1.779855,0.051436,-1.511714,-0.117150,-0.565696,0.048051,0.049093,0.226265,0.038162,0.144861,-0.109385,-0.093091,0.066978,0.087053,0.050529,0.094483,-0.140974,-0.268198,,,,,28.660000,0.041000,0.388077
2024-12-31,2024-11-30,47.430000,14.390000,15.560000,13.680000,0.363751,241.020000,5.081594,16.749131,-1.625625,0.059705,-0.861574,0.142852,-0.409058,0.064559,0.056759,0.227734,0.044815,0.136017,0.041574,0.026287,0.165166,0.234410,0.110725,0.076260,-0.038870,-0.195154,,,,,28.600000,0.043600,0.535060
2025-01-31,2024-12-31,43.670000,14.470000,16.040000,16.120000,0.373564,246.440000,5.643233,17.031099,-1.730457,0.058716,-1.242390,0.126576,-0.492545,0.065087,0.065411,0.228353,0.040465,0.145211,0.134789,0.153857,0.073008,0.167795,0.015483,-0.040351,-0.106286,-0.249929,,,,,28.160000,0.043900,0.502862
2025-02-28,2025-01-31,45.750000,15.190000,17.080000,20.960000,0.375758,282.000000,6.163934,18.564845,-1.818715,0.053865,-1.536129,-0.003609,-0.564997,0.060567,0.074326,0.229615,0.037251,0.146142,-0.011197,0.054266,-0.016449,0.007430,-0.122871,-0.211986,-0.214227,-0.371639,,,,,28.150000,0.046300,0.416278
2025-03-31,2025-02-28,48.480000,15.530000,17.040000,20.400000,0.369674,278.860000,5.752063,17.956214,-1.749559,0.055691,-1.219985,0.064806,-0.491515,0.061106,0.073155,0.231220,0.040198,0.138454,-0.050584,-0.040328,-0.054440,-0.158150,-0.134934,-0.317406,-0.274915,-0.418959,,,,,26.230000,0.044500,0.378968
2025-04-30,2025-03-31,49.390000,14.890000,16.820000,17.520000,0.343761,265.010000,5.365661,17.797851,-1.680020,0.056187,-0.913331,0.089182,-0.443818,0.063469,0.066111,0.232283,0.043291,0.111478,0.072476,0.003798,-0.057525,-0.208147,-0.189492,-0.404750,-0.213562,-0.491177,,,,,24.560000,0.042800,0.322041
2025-05-30,2025-04-30,51.710000,15.850000,18.780000,16.600000,0.357667,284.930000,5.510153,17.976656,-1.706592,0.055628,-0.986660,0.089862,-0.445638,0.065911,0.058260,0.233313,0.042342,0.124354,-0.076332,-0.121621,-0.142230,-0.238450,-0.218646,-0.372988,-0.339669,-0.599145,,,,,26.340000,0.042800,0.382015
2025-06-30,2025-05-31,52.770000,17.270000,18.980000,17.560000,0.380774,263.990000,5.002653,15.286045,-1.609968,0.065419,-0.575261,0.414791,-0.313762,0.071897,0.066518,0.234500,0.046875,0.146274,-0.053668,-0.090324,-0.080494,-0.159256,-0.149596,-0.271414,-0.099301,-0.285396,,,,,27.100000,0.044200,0.572593
2025-07-31,2025-06-30,55.620000,17.820000,19.600000,21.680000,0.373311,250.100000,4.496584,14.034792,-1.503318,0.071251,-0.121277,0.607446,-0.211906,0.078369,0.086685,0.235696,0.052417,0.137615,-0.012230,-0.026504,-0.193574,-0.263321,-0.121769,-0.209577,-0.104948,-0.270789,,,,,27.810000,0.043800,0.683856
2025-08-29,2025-07-31,56.920000,18.290000,19.500000,22.400000,0.367897,247.060000,4.340478,13.507928,-1.467984,0.074031,0.045378,0.707191,-0.179870,0.078928,0.090666,0.236534,0.054495,0.131363,-0.014596,-0.042427,-0.076416,-0.134538,-0.082691,-0.150926,-0.059139,-0.240537,,,,,27.840000,0.043900,0.723197
2025-09-30,2025-08-31,59.970000,18.770000,20.500000,23.440000,0.358617,243.480000,4.060030,12.971763,-1.401190,0.077091,0.348413,0.822085,-0.122787,0.084196,0.096271,0.237001,0.058374,0.121616,-0.105142,-0.127672,-0.069102,-0.112159,-0.139981,-0.101554,,,,,,,28.130000,0.042600,0.774062
2025-10-31,2025-09-30,60.450000,18.290000,19.760000,17.840000,0.342477,206.000000,3.407775,11.262985,-1.226060,0.088786,1.110680,1.205665,0.031046,0.095922,0.086602,0.237311,0.069638,0.105167,0.104928,0.102279,0.071805,0.053744,0.037536,-0.019709,,,,,,,28.780000,0.041200,0.938159
2025-11-28,2025-10-31,62.000000,19.030000,19.280000,16.160000,0.354541,228.790000,3.690161,12.022596,-1.305670,0.083177,0.803240,1.040933,-0.032482,0.084269,0.070632,0.237967,0.064487,0.116574,-0.007282,-0.020047,-0.006275,-0.016387,-0.074285,-0.163865,,,,,,,28.800000,0.040600,0.873588
2025-12-31,2025-11-30,64.040000,18.940000,18.900000,14.360000,0.339822,227.130000,3.546690,11.992080,-1.266015,0.083388,0.998158,1.060751,-0.011671,0.083212,0.063224,0.238107,0.067135,0.101715,-0.025841,-0.028487,-0.070879,0.010605,0.050295,-0.013982,,,,,,,29.280000,0.040900,0.892658
2026-01-30,2025-12-31,51.740000,19.290000,18.980000,20.120000,0.404360,208.000000,4.020101,10.782789,-1.391307,0.092740,0.471908,1.401700,-0.052257,0.091250,0.096731,0.238496,0.059326,0.165864,0.026848,0.032147,-0.034269,-0.073453,0.028155,-0.040573,,,,,,,29.600000,0.041400,1.009823
2026-02-27,2026-01-31,53.240000,19.360000,19.220000,22.280000,0.391151,213.660000,4.013148,11.036157,-1.389576,0.090611,0.516791,1.384034,-0.066220,0.089956,0.104278,0.238584,0.059451,0.152567,-0.071885,0.006945,-0.068010,-0.147478,0.026476,-0.083732,,,,,,,29.450000,0.042100,0.981517
2026-03-31,2026-02-28,55.640000,19.390000,18.280000,22.200000,0.372455,198.840000,3.573688,10.254771,-1.273598,0.097516,1.073461,1.653891,0.024929,0.091933,0.111648,0.238120,0.066631,0.134335,0.010769,-0.112546,0.121174,-0.024587,,,,,,,,,29.150000,0.041300,1.044712
2026-04-30,2026-03-31,54.820000,19.720000,19.680000,19.240000,0.378467,200.890000,3.664538,10.187120,-1.298702,0.098163,0.967972,1.704607,0.007510,0.097964,0.095774,0.237532,0.064819,0.140934,-0.053630,-0.104170,0.062424,0.032880,,,,,,,,,28.210000,0.042500,1.018552
2026-05-29,2026-04-30,56.290000,19.900000,20.520000,18.760000,0.368519,190.400000,3.382484,9.567839,-1.218610,0.104517,1.355285,1.917602,0.073423,0.107773,0.098529,0.237766,0.070293,0.130753,0.164036,0.192128,0.138299,0.120158,,,,,,,,,,0.043200,
2026-06-30,2026-05-31,58.110000,20.560000,22.220000,22.240000,0.370851,224.340000,3.860609,10.911479,-1.350825,0.091647,0.759357,1.486987,-0.054843,0.099046,0.099135,0.238208,0.061702,0.132644,-0.047981,-0.055079,,,,,,,,,,,,0.044800,
2026-07-31,2026-06-30,59.050000,19.980000,20.980000,22.720000,0.348478,211.420000,3.580356,10.581582,-1.275462,0.094504,1.160481,1.595975,-0.008446,0.099234,0.107464,0.238723,0.066676,0.109755,0.033580,0.003748,,,,,,,,,,,,0.044700,
2026-08-31,2026-07-31,59.640000,19.770000,20.320000,21.880000,0.339224,218.640000,3.665996,11.059181,-1.299100,0.090423,1.081914,1.442358,-0.043591,0.092938,0.100073,0.239793,0.065410,0.099431,,,,,,,,,,,,,,0.046000,
2026-09-30,2026-08-31,60.920000,19.330000,20.380000,18.520000,0.319795,213.480000,3.504268,11.043973,-1.253982,0.090547,1.365582,1.432435,-0.023559,0.095466,0.086753,0.241029,0.068782,0.078765,,,,,,,,,,,,,,0.046800,
