date,period,bvps,ttm_eps,eps_6m,eps_3m,roe,price,pb,pe,bp,ep,bp_z60,ep_z60,pb_roe_adj,ep_6m,ep_3m,roe_avg60,ep_norm,roe_gap,abs_1m,rel_1m,abs_3m,rel_3m,abs_6m,rel_6m,abs_12m,rel_12m,abs_24m,rel_24m,abs_36m,rel_36m,sp500_pe,gs10,ep_rel_mkt
2018-08-31,2018-07-31,18.630000,4.220000,4.700000,5.800000,0.244567,67.530000,3.624799,16.002370,-1.287799,0.062491,-2.074793,-0.187545,-0.309636,0.069599,0.085888,0.173785,0.047943,0.070782,0.050671,0.048713,-0.018533,0.036569,0.105332,0.137637,0.155658,0.142900,0.402451,0.194233,0.490905,-0.001661,22.370000,0.028900,0.334984
2018-09-28,2018-08-31,19.170000,4.660000,5.200000,5.840000,0.265754,71.040000,3.705790,15.244635,-1.309897,0.065597,-2.086754,0.079637,-0.300225,0.073198,0.082207,0.175326,0.047311,0.090428,-0.042119,0.055218,-0.174749,-0.011959,0.061693,0.097418,0.121992,0.098223,0.340185,0.192126,0.377478,-0.102912,22.250000,0.028900,0.378114
2018-10-31,2018-09-30,19.490000,5.020000,5.580000,6.360000,0.283136,68.110000,3.494613,13.567729,-1.251223,0.073704,-1.666798,0.757896,-0.214351,0.081926,0.093378,0.177263,0.050725,0.105873,-0.027085,-0.067362,-0.042132,-0.053095,0.150987,0.039064,0.058752,-0.083095,0.375777,0.130201,0.456315,-0.152580,21.250000,0.030000,0.448663
2018-11-30,2018-10-31,19.360000,4.800000,4.820000,3.840000,0.269134,66.290000,3.424070,13.810417,-1.230830,0.072409,-1.489206,0.641246,-0.207371,0.072711,0.057927,0.178802,0.052219,0.090332,-0.105545,0.000185,0.123865,0.101068,0.229615,0.195837,0.138536,-0.004958,0.364372,0.039608,0.480339,-0.084388,20.670000,0.031500,0.403260
2018-12-31,2018-11-30,19.880000,4.940000,4.720000,3.600000,0.270833,59.650000,3.000503,12.074899,-1.098780,0.082816,-0.717343,1.476789,-0.071565,0.079128,0.060352,0.180367,0.060112,0.090466,0.090498,0.014082,0.226916,0.086510,0.331538,0.150929,0.231684,-0.047977,0.581612,0.113320,0.682403,-0.014448,19.390000,0.031200,0.473629
2019-01-31,2018-12-31,17.710000,4.580000,4.300000,2.240000,0.272052,65.300000,3.687182,14.257642,-1.304863,0.070138,-1.799099,0.453404,-0.270265,0.065850,0.034303,0.181737,0.049289,0.090315,0.138912,0.086802,0.193119,0.092160,0.264193,0.131624,0.284184,0.084358,0.410769,0.022237,0.650330,0.113433,19.600000,0.028300,0.318237
2019-02-28,2019-01-31,18.820000,4.760000,4.820000,5.800000,0.269612,72.270000,3.840064,15.182773,-1.345489,0.065864,-1.923354,0.115554,-0.307996,0.066694,0.080255,0.183061,0.047671,0.086551,0.007032,0.008494,0.105750,0.094769,0.041714,0.021996,0.047306,-0.017039,0.257533,-0.109799,0.497712,0.015991,20.600000,0.027100,0.305130
2019-03-29,2019-02-28,19.240000,5.100000,5.000000,6.400000,0.284678,72.090000,3.746881,14.135294,-1.320924,0.070745,-1.714343,0.549255,-0.255944,0.069358,0.088778,0.184837,0.049331,0.099840,0.056701,0.019731,0.104622,0.064419,0.069824,0.023672,0.054981,0.167132,0.362766,-0.027391,0.584485,0.081781,20.860000,0.026800,0.389159
2019-04-30,2019-03-31,19.890000,5.190000,4.800000,7.360000,0.282295,76.190000,3.830568,14.680154,-1.343013,0.068119,-1.753548,0.350016,-0.275108,0.063000,0.096601,0.186496,0.048686,0.095799,0.051543,0.089411,0.071074,0.039464,-0.092235,-0.122159,0.119039,0.158578,0.363149,-0.040241,0.445490,0.077357,21.560000,0.025700,0.384343
2019-05-31,2019-03-31,19.890000,5.190000,4.800000,7.360000,0.282295,79.280000,3.985923,15.275530,-1.382769,0.065464,-1.869564,0.138828,-0.307884,0.060545,0.092836,0.188183,0.047212,0.094112,0.008165,-0.060211,-0.043637,-0.104993,-0.079292,-0.216282,0.014608,-0.092846,0.306778,-0.166304,0.519868,0.080856,21.150000,0.025300,0.325388
2019-06-28,2019-03-31,19.890000,5.190000,4.800000,7.360000,0.282295,79.930000,4.018602,15.400771,-1.390934,0.064932,-1.826194,0.110810,-0.309195,0.060053,0.092081,0.189981,0.047275,0.092314,0.023153,-0.005223,-0.034798,-0.040747,-0.099854,-0.198906,0.009143,-0.023325,0.275848,-0.152213,0.474886,0.164081,21.370000,0.024000,0.327571
2019-07-31,2019-03-31,19.890000,5.190000,4.800000,7.360000,0.282295,81.700000,4.107592,15.741811,-1.412837,0.063525,-1.855367,0.007363,-0.324069,0.058752,0.090086,0.191823,0.046700,0.090473,-0.074956,-0.039559,-0.163310,-0.161624,0.019991,-0.047266,0.135534,0.046362,0.236101,-0.182015,0.444526,0.106983,22.280000,0.020700,0.347369
2019-08-30,2019-07-31,22.470000,5.630000,6.440000,5.960000,0.273966,75.800000,3.373387,13.463588,-1.215917,0.074274,-0.853459,1.011595,-0.138224,0.084960,0.078628,0.193522,0.057367,0.080444,0.017005,0.004036,-0.035655,-0.111289,-0.003020,-0.022302,0.246794,0.051333,0.335247,-0.144561,0.603621,0.242778,21.670000,0.020600,0.475940
2019-09-30,2019-08-31,23.050000,5.460000,5.920000,6.640000,0.258645,77.100000,3.344902,14.120879,-1.207438,0.070817,-0.783516,0.707951,-0.152945,0.076783,0.086122,0.194957,0.058285,0.063688,-0.105359,-0.126100,-0.065056,-0.158159,-0.014844,0.143459,0.218193,0.093903,0.255487,-0.201135,0.512422,0.287224,22.440000,0.016300,0.463191
2019-10-31,2019-09-30,23.310000,5.510000,6.220000,5.760000,0.257477,69.300000,2.972973,12.577132,-1.089562,0.079509,-0.168543,1.510856,-0.036512,0.089755,0.083117,0.196318,0.066034,0.061159,0.052699,0.010775,0.183300,0.114358,0.211275,0.280737,0.317025,0.213296,0.397563,-0.069485,0.728466,0.439532,22.040000,0.017000,0.560979
2019-11-29,2019-10-31,23.870000,5.970000,5.580000,5.200000,0.276197,73.050000,3.060327,12.236181,-1.118522,0.081725,-0.294315,1.677254,-0.033357,0.076386,0.071184,0.198093,0.064729,0.078104,-0.012397,-0.042834,0.032635,0.088988,0.093900,0.123437,0.225836,0.044566,0.341803,-0.079430,0.690082,0.411570,22.620000,0.017100,0.614437
2019-12-31,2019-11-30,24.240000,6.080000,6.360000,6.080000,0.275612,72.150000,2.976485,11.866776,-1.090743,0.084269,-0.127469,1.851823,-0.006449,0.088150,0.084269,0.199930,0.067170,0.075682,0.142998,0.146417,0.050213,0.301618,0.108997,0.175580,0.349928,0.161297,0.450719,0.033529,0.688241,0.488068,22.780000,0.018100,0.652140
2020-01-31,2019-12-31,22.540000,6.770000,6.520000,7.280000,0.336398,80.690000,3.579858,11.918759,-1.275323,0.083901,-1.063043,1.814580,-0.085163,0.080803,0.090222,0.202290,0.056508,0.134108,-0.097966,-0.014595,0.027974,0.166379,0.115543,0.093628,0.126585,-0.062121,0.366146,0.029075,0.586506,0.318356,24.880000,0.018600,0.735951
2020-02-28,2020-01-31,23.440000,6.340000,6.240000,7.280000,0.300047,73.160000,3.121160,11.539432,-1.138205,0.086659,-0.312961,1.999771,-0.009816,0.085293,0.099508,0.204240,0.065437,0.095807,0.005181,0.169797,0.022415,0.024977,0.249813,0.073635,0.210226,-0.092761,0.450405,0.033030,0.733166,0.403758,26.420000,0.017600,0.828351
2020-03-31,2020-02-29,23.850000,5.890000,5.860000,5.640000,0.273381,73.540000,3.083438,12.485569,-1.126045,0.080092,-0.222761,1.418125,-0.042496,0.079685,0.076693,0.205700,0.066711,0.067681,0.120760,0.011177,0.058784,-0.126038,0.233037,-0.049557,0.307785,-0.194522,0.529505,-0.085351,0.736762,0.215822,22.800000,0.015000,0.602187
2020-04-30,2020-03-31,23.680000,6.100000,5.980000,4.680000,0.280009,82.870000,3.499578,13.585246,-1.252642,0.073609,-0.889899,0.869202,-0.155027,0.072161,0.056474,0.207296,0.059235,0.072713,-0.064675,-0.146525,0.059733,-0.083341,0.105750,-0.067441,0.244109,-0.198819,0.326451,-0.081221,0.569029,0.146949,24.970000,0.008700,0.608691
2020-05-29,2020-04-30,25.740000,6.890000,8.200000,9.120000,0.295835,77.680000,3.017871,11.274311,-1.104552,0.088697,-0.033979,2.135534,0.020038,0.105561,0.117405,0.209137,0.069300,0.086698,0.002700,0.009310,0.188548,0.039186,0.131936,-0.078871,0.292169,-0.073459,0.505260,0.173702,0.573963,0.223798,27.820000,0.006600,0.903228
2020-06-30,2020-05-31,26.600000,7.380000,8.400000,11.160000,0.309564,77.890000,2.928195,10.554201,-1.074386,0.094749,0.167246,2.513102,0.072131,0.107844,0.143279,0.211207,0.072129,0.098357,0.121708,0.053874,0.174253,0.076481,0.235150,-0.010670,0.266705,-0.128887,0.465743,0.187407,0.601013,0.184768,31.290000,0.006700,1.086775
2020-07-31,2020-06-30,27.630000,7.480000,8.440000,12.200000,0.301552,90.340000,3.269634,12.077540,-1.184678,0.082798,-0.456269,1.491683,-0.050800,0.093425,0.135045,0.213144,0.065189,0.088408,0.036304,-0.034588,0.018182,0.005310,0.011042,-0.155749,0.100568,-0.228377,0.308992,0.060621,0.395177,0.031058,32.440000,0.007300,0.988045
2020-08-31,2020-07-31,29.170000,8.200000,10.160000,11.200000,0.317583,93.680000,3.211519,11.424390,-1.166744,0.087532,-0.325066,1.814158,-0.005083,0.108454,0.119556,0.215365,0.067060,0.102218,-0.011596,0.046605,-0.056613,-0.118057,-0.039587,-0.166396,0.088453,-0.195895,0.356827,0.191445,0.417505,0.164934,34.410000,0.006200,1.102597
2020-09-30,2020-08-31,29.760000,8.730000,11.600000,12.040000,0.330619,92.600000,3.111559,10.607102,-1.135124,0.094276,-0.110242,2.229388,0.047604,0.125270,0.130022,0.217782,0.069991,0.112837,-0.006527,-0.006707,0.060898,-0.087152,0.074748,-0.144966,0.037294,-0.295037,0.294229,0.193321,0.478544,0.192846,34.270000,0.006500,1.172747
2020-10-30,2020-09-30,30.040000,8.640000,11.300000,10.400000,0.323899,91.900000,3.059254,10.636574,-1.118171,0.094015,0.010935,2.092652,0.051628,0.122960,0.113166,0.220150,0.071962,0.103749,-0.038490,-0.157955,-0.007140,-0.161059,0.138359,-0.131378,0.080538,-0.282781,0.411441,0.226236,0.579989,0.339192,35.300000,0.006800,1.199585
2020-11-30,2020-10-31,30.200000,8.520000,8.840000,6.480000,0.315147,88.430000,2.928146,10.379108,-1.074369,0.096347,0.311569,2.145607,0.078617,0.099966,0.073278,0.222463,0.075974,0.092684,0.105914,0.077510,0.017026,-0.048339,0.160234,0.005412,0.115967,-0.123996,0.464246,0.367004,0.685807,0.460484,37.160000,0.007900,1.275438
2020-12-31,2020-11-30,31.640000,9.260000,10.120000,8.200000,0.331424,98.880000,3.125158,10.678186,-1.139485,0.093649,-0.074904,1.871715,0.040021,0.102346,0.082929,0.225057,0.072015,0.106367,-0.080346,-0.077001,0.008069,-0.054201,0.025774,-0.114604,0.100791,-0.127768,0.338312,0.326772,0.546617,0.303645,39.260000,0.008700,1.302003
2021-01-29,2020-12-31,28.270000,9.680000,10.920000,11.440000,0.381027,87.190000,3.084188,9.007231,-1.126288,0.111022,0.033823,2.798137,0.131188,0.125244,0.131208,0.228428,0.074064,0.152599,-0.014324,-0.045235,0.145698,0.029373,0.084997,-0.080548,0.239561,0.091196,0.459921,0.380477,0.751049,0.484286,35.960000,0.009300,1.384379
2021-02-26,2021-01-31,28.960000,10.110000,10.060000,13.640000,0.385878,85.950000,2.967887,8.501484,-1.087850,0.117627,0.307261,2.922336,0.170009,0.117045,0.158697,0.231870,0.078126,0.154007,0.102739,0.068035,0.143813,0.068765,0.128860,-0.008628,0.240179,0.125790,0.522940,0.496519,0.829486,0.553639,33.240000,0.010800,1.363513
2021-03-31,2021-02-28,29.110000,10.600000,9.600000,11.000000,0.400302,95.250000,3.272071,8.985849,-1.185423,0.111286,-0.326994,2.380578,0.091440,0.100787,0.115486,0.235557,0.071990,0.164745,0.057084,0.006881,0.017704,-0.060403,-0.037455,-0.150072,0.221720,0.109171,0.428977,0.410344,0.804753,0.529226,30.500000,0.012600,1.222076
2021-04-30,2021-03-31,29.640000,11.030000,10.760000,10.080000,0.413728,100.740000,3.398785,9.133273,-1.223418,0.109490,-0.556653,2.148931,0.071319,0.106810,0.100060,0.239678,0.070519,0.174050,-0.016615,-0.021165,-0.055973,-0.102309,-0.057821,-0.151403,0.082342,0.117598,0.324919,0.345768,0.753986,0.560403,29.920000,0.016100,1.186603
2021-05-31,2021-04-30,30.340000,9.940000,11.040000,8.440000,0.354494,99.080000,3.265656,9.967807,-1.183461,0.100323,-0.260175,1.591400,0.016354,0.111425,0.085184,0.243155,0.074458,0.111338,-0.022764,-0.046119,-0.015168,-0.083250,-0.044267,-0.129408,0.213090,0.247161,0.281794,0.297257,0.785630,0.562780,28.050000,0.016400,1.034628
2021-06-30,2021-05-31,30.900000,9.900000,9.680000,8.360000,0.344348,96.850000,3.134304,9.782828,-1.142407,0.102220,0.057814,1.619848,0.040237,0.099948,0.086319,0.246490,0.078643,0.097857,-0.016594,-0.035025,-0.055159,-0.089669,0.061285,-0.020139,0.199038,0.316294,0.334308,0.313655,0.791826,0.561994,26.700000,0.016200,1.004035
2021-07-30,2021-06-30,31.070000,9.320000,7.720000,5.360000,0.317547,95.160000,3.062762,10.210300,-1.119317,0.097940,0.260002,1.349269,0.020431,0.081127,0.056326,0.249478,0.081455,0.068069,0.024190,-0.002105,-0.001848,-0.049093,0.150035,0.163824,0.208425,0.288997,0.294610,0.259435,0.846554,0.627038,26.560000,0.015200,0.956009
2021-08-31,2021-07-31,31.700000,8.370000,6.680000,4.920000,0.275012,97.490000,3.075394,11.647551,-1.123433,0.085855,0.275110,0.709966,-0.050545,0.068520,0.050467,0.251864,0.081897,0.023148,-0.062755,-0.052538,-0.029099,-0.046158,0.112139,0.155289,0.268374,0.387339,0.329052,0.360828,0.978790,0.753856,26.230000,0.013200,0.811808
2021-09-30,2021-08-31,31.470000,7.520000,5.440000,2.520000,0.245631,91.560000,2.909438,12.175532,-1.067960,0.082132,0.778884,0.498452,-0.041427,0.059415,0.027523,0.253872,0.087258,-0.008240,0.036717,0.005550,0.116444,0.069530,0.259174,0.259243,0.256935,0.488359,0.441251,0.487884,1.037175,0.785843,25.350000,0.012800,0.733350
2021-10-29,2021-09-30,30.880000,6.900000,3.040000,0.720000,0.226527,94.880000,3.072539,13.750725,-1.122504,0.072723,0.403246,-0.000435,-0.125601,0.032040,0.007589,0.255562,0.083176,-0.029036,-0.003061,0.000830,0.151883,0.212917,0.140163,0.269000,0.330903,0.509017,0.499451,0.621973,0.971270,0.738808,24.390000,0.013700,0.573082
2021-11-30,2021-10-31,31.130000,7.140000,3.240000,1.560000,0.232839,94.590000,3.038548,13.247899,-1.111380,0.075484,0.568061,0.120767,-0.103781,0.034253,0.016492,0.257437,0.084724,-0.024598,0.082788,0.063150,0.141238,0.201447,0.257357,0.376568,0.348279,0.491000,0.569840,0.584480,1.072330,0.787044,24.520000,0.015800,0.615650
2021-12-31,2021-11-30,31.400000,6.210000,2.740000,2.960000,0.197018,102.650000,3.269108,16.529791,-1.184517,0.060497,-0.079392,-0.681400,-0.232888,0.026693,0.028836,0.258611,0.079107,-0.061593,0.058424,0.141963,0.128998,0.182739,0.124020,0.329458,0.237521,0.454540,0.445826,0.431413,0.866425,0.623828,23.630000,0.015600,0.357353
2022-01-31,2021-12-31,30.350000,5.680000,3.640000,6.560000,0.193791,108.720000,3.582208,19.140845,-1.275979,0.052244,-0.946659,-1.131029,-0.327820,0.033481,0.060338,0.259602,0.072470,-0.065812,-0.013706,-0.010640,-0.011720,0.056083,0.058389,0.125174,0.220360,0.289282,0.511487,0.393091,0.849575,0.508152,23.110000,0.014700,0.188441
2022-02-28,2022-01-31,29.660000,4.770000,2.860000,4.160000,0.162743,107.240000,3.615644,22.482180,-1.285270,0.044480,-1.008858,-1.532761,-0.384224,0.026669,0.038791,0.259936,0.071892,-0.097193,0.084280,0.051416,0.116120,0.175121,0.156235,0.232050,0.282761,0.370728,0.589307,0.427848,0.998070,0.672650,22.420000,0.017600,-0.002770
2022-03-31,2022-02-28,29.300000,4.270000,3.100000,3.240000,0.146208,116.670000,3.981911,27.323185,-1.381762,0.036599,-1.916350,-1.902425,-0.503140,0.026571,0.027771,0.259960,0.065285,-0.113752,-0.082294,0.015307,-0.004978,0.146720,-0.002239,0.229116,0.207257,0.301173,0.583033,0.420054,0.902593,0.675499,22.190000,0.019300,-0.208094
2022-04-29,2022-03-31,28.310000,3.680000,4.320000,2.080000,0.127006,107.360000,3.792300,29.173913,-1.332973,0.034277,-1.392439,-1.961787,-0.479766,0.040238,0.019374,0.259604,0.068456,-0.132598,0.114133,0.108398,0.070110,0.069090,0.190740,0.240016,0.242577,0.228170,0.671644,0.442805,0.934303,0.619864,22.400000,0.021300,-0.264214
2022-05-31,2022-04-30,27.020000,2.800000,2.360000,0.560000,0.097629,120.340000,4.453738,42.978571,-1.493744,0.023267,-2.824015,-2.387379,-0.676206,0.019611,0.004653,0.258518,0.058045,-0.160889,-0.036817,0.023015,0.040116,0.056929,0.090922,0.114431,0.068703,0.050096,0.572539,0.315619,0.892645,0.515265,20.810000,0.027500,-0.725268
2022-06-30,2022-05-31,27.180000,2.370000,2.000000,0.760000,0.081612,115.990000,4.267476,48.940928,-1.451023,0.020433,-2.277157,-2.392351,-0.646391,0.017243,0.006552,0.257187,0.060267,-0.175576,-0.007207,-0.062322,0.002739,0.082396,0.113501,0.125081,0.135270,-0.002639,0.592788,0.245700,0.853130,0.370630,20.280000,0.029000,-0.880979
2022-07-29,2022-06-30,25.920000,1.400000,-0.840000,-3.760000,0.049131,115.060000,4.439043,82.185714,-1.490439,0.012168,-2.470298,-2.605286,-0.714716,-0.007301,-0.032679,0.255289,0.057510,-0.206157,0.084139,0.096236,0.120631,0.170926,0.161970,0.164108,0.086185,-0.029563,0.638129,0.338040,0.806669,0.342627,20.530000,0.031400,-1.387094
2022-08-31,2022-07-31,27.840000,2.140000,1.420000,2.280000,0.071884,125.160000,4.495690,58.485981,-1.503119,0.017098,-2.414520,-2.266767,-0.685253,0.011345,0.018217,0.253597,0.056409,-0.181712,-0.074194,0.048482,0.050806,0.057502,0.126526,0.138679,0.060678,-0.026511,0.710417,0.366517,0.710300,0.219887,22.030000,0.029000,-0.976382
2022-09-30,2022-08-31,26.940000,2.360000,1.620000,2.480000,0.080808,116.210000,4.313660,49.241525,-1.461787,0.020308,-1.954703,-2.042110,-0.623011,0.013940,0.021341,0.252118,0.058446,-0.171310,0.110685,0.026208,0.110762,0.042685,0.190941,0.089264,0.184316,-0.000475,0.780239,0.297484,0.769897,0.128978,20.580000,0.029000,-0.872418
2022-10-31,2022-09-30,24.410000,1.420000,-1.480000,0.800000,0.051366,129.700000,5.313396,91.338028,-1.670231,0.010948,-3.301503,-2.300281,-0.848033,-0.011411,0.006168,0.250233,0.047095,-0.198867,0.014315,-0.017187,0.041340,-0.006818,0.051837,-0.011846,0.168548,0.112956,0.640367,0.229792,0.492464,-0.091620,20.440000,0.035200,-1.497073
2022-11-30,2022-10-31,24.680000,1.420000,0.480000,-1.320000,0.050887,131.570000,5.331037,92.654930,-1.673546,0.010793,-3.006528,-2.194157,-0.834095,0.003648,-0.010033,0.248193,0.046556,-0.197306,-0.014238,0.033665,0.075720,0.081176,-0.022219,-0.064335,0.221561,0.093480,0.724051,0.296044,0.583077,0.027846,22.070000,0.039800,-1.434663
2022-12-30,2022-11-30,26.390000,1.850000,1.700000,0.920000,0.064025,129.710000,4.915119,70.113514,-1.592316,0.014263,-2.280246,-1.983832,-0.726722,0.013106,0.007093,0.246399,0.050131,-0.182375,0.041263,-0.023296,0.080179,0.046578,0.021769,-0.127720,0.208305,-0.023127,0.628904,0.169288,0.590033,-0.025866,22.650000,0.038900,-1.129956
2023-01-31,2022-12-31,26.320000,1.190000,3.220000,5.640000,0.041998,135.070000,5.131839,113.504202,-1.635464,0.008810,-2.397958,-2.083254,-0.772679,0.023839,0.041756,0.243955,0.047538,-0.201957,0.048695,0.070807,0.010497,-0.005028,-0.075786,-0.193671,0.291128,0.103809,0.629215,0.218871,0.522929,-0.031058,22.820000,0.036200,-1.604203
2023-02-28,2023-01-31,28.050000,1.910000,2.400000,6.120000,0.066193,141.810000,5.055615,74.246073,-1.620500,0.013469,-2.169293,-1.838945,-0.725439,0.016924,0.043156,0.241506,0.047770,-0.175313,-0.009779,-0.000933,-0.097938,-0.145511,-0.065848,-0.165189,0.306546,0.057120,0.715309,0.301921,0.501082,-0.069718,23.400000,0.035300,-1.154649
2023-03-31,2023-02-28,27.320000,2.060000,2.500000,4.080000,0.072766,143.060000,5.236457,69.446602,-1.655645,0.014400,-2.245130,-1.740492,-0.744136,0.017475,0.028520,0.239233,0.045686,-0.166467,-0.046974,-0.057695,-0.076964,-0.157092,-0.025180,-0.072532,0.375776,0.118882,0.695336,0.374327,0.420421,-0.044632,22.660000,0.037500,-1.119957
2023-04-28,2023-03-31,27.970000,1.420000,4.320000,3.000000,0.050462,136.400000,4.876654,96.056338,-1.584459,0.010411,-1.750293,-1.800274,-0.675173,0.031672,0.021994,0.236587,0.048514,-0.186125,-0.059741,-0.069677,-0.086283,-0.188643,0.116711,0.124802,0.429067,0.214635,0.691726,0.391694,0.478163,-0.093451,23.270000,0.036600,-1.417770
2023-05-31,2023-04-30,28.600000,2.090000,3.700000,1.280000,0.075153,128.490000,4.492657,61.478469,-1.502444,0.016266,-1.244783,-1.556009,-0.569620,0.028796,0.009962,0.234333,0.052159,-0.159180,0.029750,-0.029720,0.032090,-0.019678,0.243779,0.157815,0.503836,0.265523,0.823942,0.465169,0.484274,-0.133976,23.150000,0.034600,-0.976692
2023-06-30,2023-05-31,28.170000,2.120000,2.540000,1.000000,0.076603,132.370000,4.698971,62.438679,-1.547343,0.016016,-1.441267,-1.508539,-0.605195,0.019189,0.007555,0.231864,0.049344,-0.155260,-0.056292,-0.089246,0.051784,0.084559,0.186535,0.104593,0.457518,0.248339,0.717860,0.373268,0.618559,0.087872,24.010000,0.035700,-0.955715
2023-07-31,2023-06-30,27.710000,2.930000,2.640000,2.280000,0.109267,125.030000,4.512089,42.672355,-1.506760,0.023434,-1.176276,-1.237096,-0.542561,0.021115,0.018236,0.229836,0.050938,-0.120569,0.058633,0.099288,0.202994,0.313445,0.366913,0.297480,0.551944,0.367603,0.720484,0.372190,0.615536,0.101401,24.760000,0.037500,-0.544322
2023-08-31,2023-07-31,28.820000,2.790000,3.180000,5.080000,0.098482,132.580000,4.600278,47.519713,-1.526117,0.021044,-1.243718,-1.271721,-0.561286,0.023986,0.038316,0.227402,0.049432,-0.128919,0.049444,0.074517,0.211689,0.177493,0.372394,0.222309,0.649738,0.393028,0.649622,0.246398,0.590483,0.005860,24.160000,0.039000,-0.676446
2023-09-29,2023-08-31,28.930000,2.840000,3.180000,5.360000,0.101665,139.300000,4.815071,49.049296,-1.571751,0.020388,-1.440562,-1.251590,-0.599475,0.022828,0.038478,0.224667,0.046659,-0.123002,0.094918,0.139639,0.134751,0.020034,0.400957,0.191414,0.595924,0.297959,0.585582,0.129453,,,23.930000,0.041700,-0.717693
2023-10-31,2023-09-30,28.890000,4.640000,4.960000,7.640000,0.174109,153.060000,5.298027,32.987069,-1.667334,0.030315,-1.855025,-0.924409,-0.661813,0.032406,0.049915,0.222850,0.042063,-0.048741,0.067328,-0.036663,0.163919,-0.015965,0.312356,0.089833,0.471819,0.116836,0.323916,-0.204576,,,22.780000,0.043800,-0.370233
2023-11-30,2023-10-31,29.180000,4.690000,5.680000,6.280000,0.174155,163.720000,5.610692,34.908316,-1.724674,0.028646,-2.034352,-0.946114,-0.715754,0.034693,0.038358,0.221267,0.039437,-0.047112,-0.027494,-0.082942,0.160705,0.044816,0.225024,0.067200,0.502490,0.202564,0.361517,-0.065634,,,23.510000,0.048000,-0.395299
2023-12-29,2023-11-30,31.690000,5.090000,7.640000,9.920000,0.175275,159.280000,5.026191,31.292731,-1.614662,0.031956,-1.432972,-0.820681,-0.602474,0.047966,0.062280,0.219674,0.043706,-0.044399,0.124086,0.103640,0.266205,0.171380,0.270983,0.143745,0.420599,0.192415,0.381729,-0.002739,,,24.350000,0.045000,-0.250854
2024-01-31,2023-12-31,33.800000,6.610000,10.580000,13.520000,0.219894,179.420000,5.308284,27.143722,-1.669269,0.036841,-1.633719,-0.657132,-0.636025,0.058968,0.075354,0.218805,0.041219,0.001089,0.064113,0.024118,0.148436,0.105798,0.185031,0.070123,0.338088,0.115062,0.231802,-0.134867,,,25.010000,0.040200,-0.081870
2024-02-29,2024-01-31,35.100000,7.040000,10.900000,15.520000,0.222961,191.300000,5.450142,27.173295,-1.695642,0.036801,-1.689641,-0.641903,-0.657587,0.056979,0.081129,0.218027,0.040004,0.004934,0.078006,0.043622,0.064319,0.022384,0.232956,0.129171,0.408763,0.244801,0.194536,-0.126837,,,26.140000,0.040600,-0.038768
2024-03-29,2024-02-29,35.540000,8.030000,12.880000,15.840000,0.255488,206.820000,5.819358,25.755915,-1.761190,0.038826,-1.901245,-0.565444,-0.703783,0.062276,0.076588,0.217541,0.037382,0.037948,0.006317,0.038058,0.004777,-0.027635,0.194967,0.106545,0.319560,0.255445,0.044645,-0.163514,,,27.020000,0.042100,0.047913
2024-04-30,2024-03-31,37.240000,9.820000,14.680000,15.840000,0.301181,208.030000,5.586198,21.184318,-1.720299,0.047205,-1.646576,-0.308073,-0.633262,0.070567,0.076143,0.217856,0.038999,0.083325,-0.020004,-0.059296,0.036595,-0.035675,0.159463,0.027003,0.262659,0.177059,0.049097,-0.314118,,,26.410000,0.042100,0.220482
2024-05-31,2024-04-30,36.920000,10.210000,14.740000,13.960000,0.311661,211.180000,5.719935,20.683643,-1.743957,0.048347,-1.682673,-0.265926,-0.641892,0.069798,0.066105,0.218345,0.038173,0.093316,-0.016568,-0.046904,0.177993,0.107826,0.242434,0.094856,0.320106,0.199646,-0.019562,-0.399499,,,26.930000,0.045400,0.263898
2024-06-28,2024-05-31,37.940000,10.430000,13.220000,10.600000,0.315535,207.710000,5.474697,19.914669,-1.700137,0.050214,-1.443947,-0.203669,-0.586778,0.063646,0.051033,0.218899,0.039984,0.096636,0.038134,0.030018,0.190190,0.134180,0.149617,0.048669,0.260342,0.124930,0.161041,-0.160466,,,27.640000,0.044800,0.327807
2024-07-31,2024-06-30,39.850000,11.740000,12.900000,9.960000,0.347543,215.680000,5.412296,18.371380,-1.688673,0.054432,-1.354209,-0.074846,-0.543818,0.059811,0.046180,0.219986,0.040646,0.127556,0.156427,0.124713,0.122869,0.062677,0.153057,0.044938,0.168539,0.004587,0.063591,-0.266202,,,28.080000,0.043100,0.424264
2024-08-30,2024-07-31,42.510000,12.100000,13.300000,12.640000,0.339268,252.200000,5.932722,20.842975,-1.780483,0.047978,-1.664237,-0.252714,-0.629072,0.052736,0.050119,0.221075,0.037264,0.118193,-0.004371,-0.020551,0.064441,-0.012970,0.131418,0.074083,-0.000117,-0.146630,-0.059256,-0.387167,,,27.670000,0.042500,0.283332
2024-09-30,2024-08-31,44.710000,13.450000,14.020000,17.440000,0.365291,251.100000,5.616193,18.669145,-1.725654,0.053564,-1.385953,-0.079296,-0.541665,0.055834,0.069454,0.222852,0.039680,0.142438,-0.029187,-0.041485,-0.040573,-0.085511,0.124592,0.148899,-0.010342,-0.168506,,,,,28.090000,0.038700,0.408541
