variant,n,r2,ic,hit_rate,mae,sigma_ratio,policy,mean_policy_return,uplift_vs_sell_50,capture_ratio,version,weight_mode,lambda_mix
equal_weight,162,-0.19329613320083538,0.21124645584501545,0.7283950617283951,0.12301101686786016,0.3750300897041074,neutral_band_3pct,0.07371047555281326,0.026577964501592454,0.6315174102956524,v72,equal,0.0
quality_weighted,162,-0.044533674886447994,0.3619829485393635,0.7222222222222222,0.09665424853511431,0.3313542747369904,neutral_band_3pct,0.06758803977853373,0.026550082993187247,0.6894938140545824,v72,nw_ic_shrink_to_equal,0.25
