experiment_mode,feature,feature_in_baseline,benchmark,horizon_months,model_type,n_features,feature_columns,gate_status,n_obs,ic,hit_rate,mae,oos_r2,nw_ic,nw_p_value
baseline,__baseline__,True,VTI,6,elasticnet,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,0.06402223369669105,0.4954954954954955,0.17368565086667087,-1.5210549987227395,0.06402223369669105,0.6094242093804475
single_feature,mom_3m,True,VTI,6,elasticnet,1,mom_3m,FAIL,222,-0.11835814466594345,0.46846846846846846,0.14469042446918287,-0.5541244222292141,-0.11835814466594345,0.3461281486267178
drop_from_baseline,mom_3m,True,VTI,6,elasticnet,13,"mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,0.027638934088993844,0.5315315315315315,0.16160308514721777,-1.2881464174271655,0.027638934088993844,0.8234174991728359
single_feature,mom_6m,True,VTI,6,elasticnet,1,mom_6m,FAIL,222,0.029174964427877526,0.5720720720720721,0.14050420914457923,-0.477165418481011,0.029174964427877526,0.8248288815395318
drop_from_baseline,mom_6m,True,VTI,6,elasticnet,13,"mom_3m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,0.06545497495284748,0.5135135135135135,0.165003703130953,-1.3924200219265948,0.06545497495284748,0.6116759479688363
single_feature,mom_12m,True,VTI,6,elasticnet,1,mom_12m,FAIL,222,-0.054534530236459766,0.5180180180180181,0.15396140636190395,-0.7408682130715143,-0.054534530236459766,0.6653574927028145
drop_from_baseline,mom_12m,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,0.06156348148647087,0.5315315315315315,0.16540586505976013,-1.3882445765855773,0.06156348148647087,0.6330843823178788
single_feature,vol_63d,True,VTI,6,elasticnet,1,vol_63d,FAIL,222,-0.10501617524472037,0.5540540540540541,0.13279251549663726,-0.3551618601093536,-0.10501617524472037,0.42379389652511035
drop_from_baseline,vol_63d,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,0.08398994823938924,0.5045045045045045,0.17391890639411406,-1.5303090054870672,0.08398994823938924,0.48374555094885646
single_feature,high_52w,False,VTI,6,elasticnet,1,high_52w,FAIL,222,-0.09656671270633996,0.5180180180180181,0.17956371985657585,-2.303098310357361,-0.09656671270633996,0.44626207338436086
add_to_baseline,high_52w,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,high_52w",FAIL,222,0.04187727338445043,0.5180180180180181,0.19737702436975613,-2.921546490017809,0.04187727338445043,0.7466810625644041
single_feature,pe_ratio,False,VTI,6,elasticnet,1,pe_ratio,FAIL,222,-0.01569903103772043,0.5540540540540541,0.1587105314251623,-1.770495209420822,-0.01569903103772043,0.9068810915699436
add_to_baseline,pe_ratio,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,pe_ratio",FAIL,222,0.087293935555286,0.527027027027027,0.17673966023734033,-1.4613094337404195,0.087293935555286,0.5014862532001897
single_feature,pb_ratio,False,VTI,6,elasticnet,1,pb_ratio,FAIL,222,-0.19272392319852039,0.481981981981982,0.1433513172541476,-0.4649838194562015,-0.19272392319852039,0.14603463395879493
add_to_baseline,pb_ratio,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,pb_ratio",FAIL,222,-0.05677635525165593,0.47297297297297297,0.1894473949363187,-1.6607199085724855,-0.05677635525165593,0.6263526979864658
single_feature,roe,False,VTI,6,elasticnet,1,roe,FAIL,222,0.02460439090043776,0.5315315315315315,0.12786391201833605,-0.26673743322966037,0.02460439090043776,0.8465518419792747
add_to_baseline,roe,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,roe",FAIL,222,0.1350675331721051,0.5225225225225225,0.16653027934677625,-1.3997631185593997,0.1350675331721051,0.2570929785177493
single_feature,combined_ratio_ttm,False,VTI,6,elasticnet,1,combined_ratio_ttm,FAIL,222,0.02144126003871132,0.536036036036036,0.19311557942360613,-5.817948707378613,0.02144126003871132,0.8752796041419423
add_to_baseline,combined_ratio_ttm,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,combined_ratio_ttm",FAIL,222,-0.02751416796940727,0.481981981981982,0.18986160967543847,-2.2190568817754768,-0.02751416796940727,0.8290223385377258
single_feature,pif_growth_yoy,False,VTI,6,elasticnet,1,pif_growth_yoy,FAIL,222,-0.09259017729762087,0.5315315315315315,0.15372222816912853,-0.672019943285886,-0.09259017729762087,0.45964401998995813
add_to_baseline,pif_growth_yoy,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,pif_growth_yoy",FAIL,222,0.008797689437963505,0.5045045045045045,0.19053506886549954,-2.5608631759997342,0.008797689437963505,0.9448134213256967
single_feature,gainshare_est,False,VTI,6,elasticnet,1,gainshare_est,FAIL,222,-0.030424078020310587,0.5675675675675675,0.14980412294312861,-0.7203735798991242,-0.030424078020310587,0.8065287819876937
add_to_baseline,gainshare_est,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,gainshare_est",FAIL,222,0.03253794816327961,0.5045045045045045,0.17045985790604792,-1.4694805529653463,0.03253794816327961,0.7909118262283784
single_feature,cr_acceleration,False,VTI,6,elasticnet,1,cr_acceleration,FAIL,222,0.0016126502345790703,0.5405405405405406,0.12801533247724284,-0.25958167897481865,0.0016126502345790703,0.9903278898308162
add_to_baseline,cr_acceleration,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,cr_acceleration",FAIL,222,0.09946177696627083,0.5225225225225225,0.18635843188998955,-2.0430406119970552,0.09946177696627083,0.4260736852977581
single_feature,channel_mix_agency_pct,False,VTI,6,elasticnet,1,channel_mix_agency_pct,FAIL,222,-0.11331948741891584,0.5,0.17277300660503786,-2.5988284928611187,-0.11331948741891584,0.38815201446040754
add_to_baseline,channel_mix_agency_pct,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,channel_mix_agency_pct",FAIL,222,0.04588904093395713,0.49099099099099097,0.17185630179763323,-1.4003525448006289,0.04588904093395713,0.7183778339916864
single_feature,npw_growth_yoy,False,VTI,6,elasticnet,1,npw_growth_yoy,FAIL,222,0.025185300210773576,0.581081081081081,0.13742637951271908,-0.42129321053433433,0.025185300210773576,0.8398127277037472
add_to_baseline,npw_growth_yoy,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,npw_growth_yoy",FAIL,222,0.08534657072846213,0.509009009009009,0.16480873495664103,-1.2073609105807361,0.08534657072846213,0.48956142732047847
single_feature,underwriting_income,True,VTI,6,elasticnet,1,underwriting_income,FAIL,222,-0.03366804901441963,0.5540540540540541,0.1433913558250764,-0.6373404704742052,-0.03366804901441963,0.7851278226300046
drop_from_baseline,underwriting_income,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm",FAIL,222,0.0327787123151914,0.4954954954954955,0.18076968863115248,-1.7260982575610693,0.0327787123151914,0.8019019010547188
single_feature,underwriting_income_3m,False,VTI,6,elasticnet,1,underwriting_income_3m,FAIL,222,0.011416137702072018,0.5540540540540541,0.1561854716045658,-1.860740453343225,0.011416137702072018,0.929748206819136
add_to_baseline,underwriting_income_3m,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,underwriting_income_3m",FAIL,222,0.04207296734193212,0.49099099099099097,0.18162325004917143,-1.6933827341308958,0.04207296734193212,0.7398884051431766
single_feature,underwriting_income_growth_yoy,False,VTI,6,elasticnet,1,underwriting_income_growth_yoy,FAIL,222,-0.07031150632685301,0.545045045045045,0.1532921885039026,-1.334149285819402,-0.07031150632685301,0.5898786066564052
add_to_baseline,underwriting_income_growth_yoy,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,underwriting_income_growth_yoy",FAIL,222,0.07809359216505025,0.5045045045045045,0.17656597492405746,-1.6097343259738213,0.07809359216505025,0.5203639446340512
single_feature,unearned_premium_growth_yoy,False,VTI,6,elasticnet,1,unearned_premium_growth_yoy,FAIL,222,0.053042034427115706,0.5765765765765766,0.15571261137399978,-0.7295927757495513,0.053042034427115706,0.688470903329043
add_to_baseline,unearned_premium_growth_yoy,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,unearned_premium_growth_yoy",FAIL,222,0.07477497738337892,0.4864864864864865,0.17179127083782259,-1.0237469032500814,0.07477497738337892,0.563083900527155
single_feature,unearned_premium_to_npw_ratio,False,VTI,6,elasticnet,1,unearned_premium_to_npw_ratio,FAIL,222,-0.11974168213631348,0.536036036036036,0.1317308197133922,-0.30411512937045004,-0.11974168213631348,0.37390111262401793
add_to_baseline,unearned_premium_to_npw_ratio,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,unearned_premium_to_npw_ratio",FAIL,222,0.06689977536553497,0.509009009009009,0.17449799025814708,-1.6117766334556385,0.06689977536553497,0.5998724910306418
single_feature,roe_net_income_ttm,True,VTI,6,elasticnet,1,roe_net_income_ttm,FAIL,222,-0.04150654135259653,0.5540540540540541,0.15286069009785405,-1.0570186807522366,-0.04150654135259653,0.7559208756568124
drop_from_baseline,roe_net_income_ttm,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,underwriting_income",FAIL,222,0.0035101960460146094,0.4864864864864865,0.17929787356308768,-1.7670934599832422,0.0035101960460146094,0.9773483652996454
single_feature,roe_trend,False,VTI,6,elasticnet,1,roe_trend,FAIL,222,-0.09808352533796486,0.46846846846846846,0.1385357160170766,-0.43793627640082855,-0.09808352533796486,0.47622624997603896
add_to_baseline,roe_trend,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,roe_trend",FAIL,222,0.019773552068418195,0.481981981981982,0.1817388356755502,-1.727893859359936,0.019773552068418195,0.8752708460432714
single_feature,investment_income_growth_yoy,True,VTI,6,elasticnet,1,investment_income_growth_yoy,FAIL,222,-0.10557706543211857,0.5585585585585585,0.1423281789400566,-0.538096232083006,-0.10557706543211857,0.40180898550593036
drop_from_baseline,investment_income_growth_yoy,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,-0.012843841087132792,0.46846846846846846,0.177859276999361,-1.8600931468859523,-0.012843841087132792,0.9197196946278181
single_feature,investment_book_yield,False,VTI,6,elasticnet,1,investment_book_yield,FAIL,222,0.024432866443140914,0.5945945945945946,0.12873435484547274,-0.28098457952988376,0.024432866443140914,0.8636005894655009
add_to_baseline,investment_book_yield,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,investment_book_yield",FAIL,222,-0.02174958166535566,0.481981981981982,0.4529245314992247,-764.7642808702793,-0.02174958166535566,0.8712177446776848
single_feature,buyback_yield,False,VTI,6,elasticnet,1,buyback_yield,FAIL,222,-0.06603401207780685,0.5585585585585585,0.13164730344430708,-0.3161784370866889,-0.06603401207780685,0.6182117610054904
add_to_baseline,buyback_yield,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,buyback_yield",FAIL,222,0.10145795278886008,0.5225225225225225,0.17098965943966418,-1.5259238908878334,0.10145795278886008,0.41085782640538077
single_feature,buyback_acceleration,False,VTI,6,elasticnet,1,buyback_acceleration,FAIL,222,-0.09372733275221579,0.5315315315315315,0.14947822694969595,-1.1517614154112485,-0.09372733275221579,0.43905916680025175
add_to_baseline,buyback_acceleration,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,buyback_acceleration",FAIL,222,0.06361416579577406,0.4954954954954955,0.174266174434774,-1.5669936723877678,0.06361416579577406,0.6099676168604031
single_feature,yield_slope,True,VTI,6,elasticnet,1,yield_slope,FAIL,222,-0.06708597015356772,0.536036036036036,0.1331311686863832,-0.31108670402365335,-0.06708597015356772,0.5684149659049375
drop_from_baseline,yield_slope,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,-0.0468922815650841,0.46396396396396394,0.1883112604048988,-2.1045246861710285,-0.0468922815650841,0.7077193543054253
single_feature,yield_curvature,True,VTI,6,elasticnet,1,yield_curvature,FAIL,222,-0.051337722439648806,0.509009009009009,0.13703590320096964,-0.4788570173566322,-0.051337722439648806,0.7225856079007806
drop_from_baseline,yield_curvature,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,0.03344895287288034,0.5045045045045045,0.17556838935642483,-1.5463564358557487,0.03344895287288034,0.7771026579048186
single_feature,real_rate_10y,True,VTI,6,elasticnet,1,real_rate_10y,FAIL,222,-0.1276076877811911,0.545045045045045,0.13380292972773472,-0.33565678047411507,-0.1276076877811911,0.33358383688056736
drop_from_baseline,real_rate_10y,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,0.0747969420786472,0.4954954954954955,0.17376729373092553,-1.5236801205516741,0.0747969420786472,0.5424644010800029
single_feature,credit_spread_hy,True,VTI,6,elasticnet,1,credit_spread_hy,FAIL,222,-0.05657038803985829,0.5855855855855856,0.1613959243808431,-2.370235724452462,-0.05657038803985829,0.6512104495316465
drop_from_baseline,credit_spread_hy,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,-0.006959104902350436,0.481981981981982,0.18079780385195707,-1.6445175940216425,-0.006959104902350436,0.9536795957632963
single_feature,nfci,True,VTI,6,elasticnet,1,nfci,FAIL,222,-0.11014705818532447,0.5225225225225225,0.13535955505941763,-0.3562386957670427,-0.11014705818532447,0.4309984366812203
drop_from_baseline,nfci,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,-0.006773650170775204,0.4954954954954955,0.1764682322906128,-1.543924536856573,-0.006773650170775204,0.9552970902425104
single_feature,vix,True,VTI,6,elasticnet,1,vix,FAIL,222,0.0007443194343037124,0.545045045045045,0.1587668451013565,-2.155913987849999,0.0007443194343037124,0.9949096801712906
drop_from_baseline,vix,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,0.05915064889031369,0.49099099099099097,0.1670647455194463,-1.0859329253393453,0.05915064889031369,0.6342970817121548
single_feature,vmt_yoy,True,VTI,6,elasticnet,1,vmt_yoy,FAIL,222,-0.03410489405934019,0.545045045045045,0.12849023046417188,-0.2699276130659014,-0.03410489405934019,0.7964939210442729
drop_from_baseline,vmt_yoy,True,VTI,6,elasticnet,13,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income",FAIL,222,0.07840628292465814,0.5180180180180181,0.17273778609173487,-1.5257549605666703,0.07840628292465814,0.5274716150942993
single_feature,used_car_cpi_yoy,False,VTI,6,elasticnet,1,used_car_cpi_yoy,FAIL,222,-0.22922651184381607,0.44144144144144143,0.14761321462529994,-0.7126289972127813,-0.22922651184381607,0.0660849201596612
add_to_baseline,used_car_cpi_yoy,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,used_car_cpi_yoy",FAIL,222,0.07129025635146512,0.5180180180180181,0.17206729311441746,-1.4757362317446,0.07129025635146512,0.5601150360496379
single_feature,medical_cpi_yoy,False,VTI,6,elasticnet,1,medical_cpi_yoy,FAIL,222,0.08925209027586845,0.6036036036036037,0.15150332059648958,-0.7763666042502999,0.08925209027586845,0.46650406536376055
add_to_baseline,medical_cpi_yoy,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,medical_cpi_yoy",FAIL,222,0.12524537162517158,0.5225225225225225,0.16713648861212274,-1.0399578358824644,0.12524537162517158,0.30831704771750185
single_feature,ppi_auto_ins_yoy,False,VTI,6,elasticnet,1,ppi_auto_ins_yoy,FAIL,222,-0.1611150382219806,0.5315315315315315,0.1403428370603302,-0.5928779496814609,-0.1611150382219806,0.2219186466582657
add_to_baseline,ppi_auto_ins_yoy,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,ppi_auto_ins_yoy",FAIL,222,-0.01564454867118682,0.4774774774774775,0.1808920510081411,-1.639622486226425,-0.01564454867118682,0.8967397252424049
single_feature,pgr_vs_kie_6m,False,VTI,6,elasticnet,1,pgr_vs_kie_6m,FAIL,222,-0.17782694977628133,0.545045045045045,0.13346707893896007,-0.3269916517265352,-0.17782694977628133,0.16514360529651465
add_to_baseline,pgr_vs_kie_6m,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,pgr_vs_kie_6m",FAIL,222,0.008508082685050614,0.4864864864864865,0.1762594395885275,-1.559998034955886,0.008508082685050614,0.9439422887141791
single_feature,pgr_vs_peers_6m,False,VTI,6,elasticnet,1,pgr_vs_peers_6m,FAIL,222,-0.1365797492190208,0.5540540540540541,0.1320269010392906,-0.30929029228845173,-0.1365797492190208,0.30922301511426403
add_to_baseline,pgr_vs_peers_6m,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,pgr_vs_peers_6m",FAIL,222,0.004296781840589517,0.46396396396396394,0.17502572421575638,-1.52735049897009,0.004296781840589517,0.9718330121554833
single_feature,pgr_vs_vfh_6m,False,VTI,6,elasticnet,1,pgr_vs_vfh_6m,FAIL,222,-0.1253380167821518,0.5495495495495496,0.13458149201099107,-0.3679279440306422,-0.1253380167821518,0.3437339632387358
add_to_baseline,pgr_vs_vfh_6m,False,VTI,6,elasticnet,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,investment_income_growth_yoy,roe_net_income_ttm,underwriting_income,pgr_vs_vfh_6m",FAIL,222,0.061202562275370485,0.509009009009009,0.17187951718920638,-1.5003257136352026,0.061202562275370485,0.6207194853633783
baseline,__baseline__,True,VTI,6,ridge,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",FAIL,222,-0.1045396389632739,0.43243243243243246,0.20656248423814572,-3.7430723664809316,-0.1045396389632739,0.4318536172145282
single_feature,mom_3m,True,VTI,6,ridge,1,mom_3m,FAIL,222,-0.12553695671606513,0.44594594594594594,0.14327216720070324,-0.45461253456038175,-0.12553695671606513,0.3264057491520696
drop_from_baseline,mom_3m,True,VTI,6,ridge,13,"mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",FAIL,222,-0.11654750747338458,0.45045045045045046,0.19624050297497947,-3.242367426331696,-0.11654750747338458,0.37332065102138284
single_feature,mom_6m,True,VTI,6,ridge,1,mom_6m,FAIL,222,-0.0076233732261165674,0.5540540540540541,0.14241416049120906,-0.5058351401445016,-0.0076233732261165674,0.9532067568366887
drop_from_baseline,mom_6m,True,VTI,6,ridge,13,"mom_3m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",FAIL,222,-0.09893055606587658,0.42342342342342343,0.2098320496880441,-3.86803212591884,-0.09893055606587658,0.4590030363060698
single_feature,mom_12m,True,VTI,6,ridge,1,mom_12m,FAIL,222,-0.05013570273396177,0.5225225225225225,0.1526559631568755,-0.6745945515013434,-0.05013570273396177,0.6932496921115274
drop_from_baseline,mom_12m,True,VTI,6,ridge,13,"mom_3m,mom_6m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",FAIL,222,-0.1147926125504601,0.4369369369369369,0.21522017126593654,-4.8003118571295476,-0.1147926125504601,0.3907918971261038
single_feature,vol_63d,True,VTI,6,ridge,1,vol_63d,FAIL,222,-0.020916702267269403,0.5855855855855856,0.1302719262071383,-0.32855256614046446,-0.020916702267269403,0.8777336586778385
drop_from_baseline,vol_63d,True,VTI,6,ridge,13,"mom_3m,mom_6m,mom_12m,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm",FAIL,222,-0.10149160584401948,0.42792792792792794,0.20291345693257998,-3.541641836021884,-0.10149160584401948,0.42594300010681657
single_feature,high_52w,False,VTI,6,ridge,1,high_52w,FAIL,222,-0.08118693131951094,0.5180180180180181,0.17019787989983562,-1.5932352717112828,-0.08118693131951094,0.5309818697382979
add_to_baseline,high_52w,False,VTI,6,ridge,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,high_52w",FAIL,222,-0.0865552564312786,0.42342342342342343,0.22282793602294734,-5.594851994636165,-0.0865552564312786,0.5052779911368904
single_feature,pe_ratio,False,VTI,6,ridge,1,pe_ratio,FAIL,222,-0.04150037060363386,0.5540540540540541,0.16198394079270362,-1.8390755956253737,-0.04150037060363386,0.7585346664372729
add_to_baseline,pe_ratio,False,VTI,6,ridge,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,pe_ratio",FAIL,222,-0.04301521658419575,0.45045045045045046,0.21953893463372862,-5.505818639584876,-0.04301521658419575,0.7442930357980657
single_feature,pb_ratio,False,VTI,6,ridge,1,pb_ratio,FAIL,222,-0.21347437765449867,0.47297297297297297,0.14891359199144516,-0.5766636359266744,-0.21347437765449867,0.09493245951140351
add_to_baseline,pb_ratio,False,VTI,6,ridge,15,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,pb_ratio",FAIL,222,-0.09759902954310765,0.4369369369369369,0.22489386669698697,-5.004681267390443,-0.09759902954310765,0.44656815973840025
