date,benchmark,model_type,predicted,realized,slice_pre_2020,slice_2020_2021,slice_post_2022,slice_trailing_36m,vix,slice_low_vix,slice_high_vix
2021-08-31,VTI,elasticnet,0.11776447176442059,0.16090091337475787,False,True,False,False,15.83,True,False
2021-09-30,VTI,elasticnet,0.16360893919949743,0.2959284525193401,False,True,False,False,18.24,True,False
2021-10-29,VTI,elasticnet,0.18675535937034055,0.27134441644757334,False,True,False,False,18.24,True,False
2021-11-30,VTI,elasticnet,0.3187212576191294,0.4058869318725168,False,True,False,False,23.14,False,True
2021-12-31,VTI,elasticnet,0.3152986871543626,0.31774836821776087,False,True,False,False,16.26,True,False
2022-01-31,VTI,elasticnet,0.2641813087128172,0.12473071555986415,False,False,True,False,27.19,False,True
2022-02-28,VTI,elasticnet,0.34621797040682395,0.24211311426190807,False,False,True,False,17.22,True,False
2022-03-31,VTI,elasticnet,0.08010747787244027,0.20430558565510826,False,False,True,False,24.83,False,True
2022-04-29,VTI,elasticnet,0.11904569900388498,0.2582266601202674,False,False,True,False,24.83,False,True
2022-05-31,VTI,elasticnet,0.15226869385497468,0.11841851296997874,False,False,True,False,20.56,False,True
2022-06-30,VTI,elasticnet,0.12180877630948025,0.1317066259638595,False,False,True,False,33.4,False,True
2022-07-29,VTI,elasticnet,0.13922208601806316,0.17796078614641964,False,False,True,False,33.4,False,True
2022-08-31,VTI,elasticnet,0.08983194166033062,0.14695799596186876,False,False,True,True,28.71,False,True
2022-09-30,VTI,elasticnet,0.04143367242075453,0.1033617636304971,False,False,True,True,21.33,False,True
2022-10-31,VTI,elasticnet,0.013870820332700137,-0.01255031114224292,False,False,True,True,25.87,False,True
2022-11-30,VTI,elasticnet,0.2819181019984448,-0.06498964553959441,False,False,True,True,31.62,False,True
2022-12-30,VTI,elasticnet,0.31285072519146967,-0.13923325996282498,False,False,True,True,31.62,False,True
2023-01-31,VTI,elasticnet,-0.028720743725850012,-0.1980998374969617,False,False,True,True,20.58,False,True
2023-02-28,VTI,elasticnet,-0.08558532845499446,-0.16817021351456762,False,False,True,True,21.67,False,True
2023-03-31,VTI,elasticnet,-0.04865903553238469,-0.0733567875684421,False,False,True,True,19.4,True,False
2023-04-28,VTI,elasticnet,-0.04872673049229418,0.1318529414640046,False,False,True,True,19.4,True,False
2023-05-31,VTI,elasticnet,0.09286418230844087,0.18629557927491103,False,False,True,True,18.7,True,False
2023-06-30,VTI,elasticnet,-0.007166983965853961,0.11967435034015561,False,False,True,True,15.78,True,False
2023-07-31,VTI,elasticnet,-0.016837783435860613,0.3713716972454031,False,False,True,True,17.94,True,False
2023-08-31,VTI,elasticnet,0.036377561568435614,0.28927212551098846,False,False,True,True,13.59,True,False
2023-09-29,VTI,elasticnet,0.015581981725970383,0.26013853569603973,False,False,True,True,13.59,True,False
2023-10-31,VTI,elasticnet,-0.03367970642237448,0.11741644419460262,False,False,True,True,13.57,True,False
2023-11-30,VTI,elasticnet,-0.033395906631205334,0.08139285577166144,False,False,True,True,17.52,True,False
2023-12-29,VTI,elasticnet,-0.01973539660903404,0.17556596131955327,False,False,True,True,17.52,True,False
2024-01-31,VTI,elasticnet,-0.04885392443953485,0.08148589130282158,False,False,True,True,12.92,True,False
2024-02-29,VTI,elasticnet,-0.092233255359561,0.1529643501042932,False,False,True,True,12.45,True,False
2024-03-29,VTI,elasticnet,-0.04084813370295435,0.12282227120691025,False,False,True,True,12.45,True,False
2024-04-30,VTI,elasticnet,-0.02311598709474922,0.03124706582712844,False,False,True,True,13.4,True,False
2024-05-31,VTI,elasticnet,-0.037185455223841125,0.11532377454042231,False,False,True,True,13.01,True,False
2024-06-28,VTI,elasticnet,-0.022143929443480197,0.055170514436462925,False,False,True,True,13.01,True,False
2024-07-31,VTI,elasticnet,-0.0372832378771348,0.051211546790939755,False,False,True,True,12.92,True,False
2024-08-30,VTI,elasticnet,-0.15949343678407066,0.08143401062274869,False,False,True,True,12.92,True,False
2024-09-30,VTI,elasticnet,-0.4952949175549208,0.1567007118660565,False,False,True,True,16.36,True,False
2024-10-31,VTI,elasticnet,-0.3846278570340454,0.15448813867111155,False,False,True,True,15.0,True,False
2024-11-29,VTI,elasticnet,-0.40141077587191304,0.0948298414615133,False,False,True,True,15.0,True,False
2024-12-31,VTI,elasticnet,-0.20272488666197763,0.08202228695241787,False,False,True,True,23.16,False,True
2025-01-31,VTI,elasticnet,-0.17586631170621805,-0.04181892336901272,False,False,True,True,13.51,True,False
2025-02-28,VTI,elasticnet,-0.43632896601997945,-0.20882820761693321,False,False,True,True,17.35,True,False
2025-03-31,VTI,elasticnet,0.09654925012569966,-0.3264062386598604,False,False,True,True,16.43,True,False
2025-04-30,VTI,elasticnet,0.09521564850459499,-0.41280271723335393,False,False,True,True,19.63,True,False
2025-05-30,VTI,elasticnet,0.10249712321208124,-0.3632833898385994,False,False,True,True,19.63,True,False
2025-06-30,VTI,elasticnet,0.0726927767206786,-0.2684930300002003,False,False,True,True,24.7,False,True
2025-07-31,VTI,elasticnet,0.08840108519794065,-0.20642595461501811,False,False,True,True,18.57,True,False
2025-08-29,VTI,elasticnet,0.09164645865254768,-0.14998084708831305,False,False,True,True,18.57,True,False
2007-03-30,VTI,ridge,-0.07081505042036675,-0.11011534062721151,True,False,False,False,11.56,True,False
2007-04-30,VTI,ridge,-0.25902171137958985,-0.1662301162640163,True,False,False,False,15.42,True,False
2007-05-31,VTI,ridge,-0.32644639963896194,-0.10443441532070541,True,False,False,False,14.64,True,False
2007-06-29,VTI,ridge,-0.32192397999887656,-0.12527566887840702,True,False,False,False,14.64,True,False
2007-07-31,VTI,ridge,-0.5505175472382563,0.038668256825218905,True,False,False,False,13.05,True,False
2007-08-31,VTI,ridge,-0.9070335538795995,-0.008783285302287336,True,False,False,False,16.23,True,False
2007-09-28,VTI,ridge,-0.09798956257336622,-0.04212661460988243,True,False,False,False,16.23,True,False
2007-10-31,VTI,ridge,-0.09628828468833216,0.10125851686378218,True,False,False,False,23.38,False,True
2007-11-30,VTI,ridge,-0.09904426879304282,0.13514843568883694,True,False,False,False,18.0,True,False
2007-12-31,VTI,ridge,-0.10172666931851376,0.5845878024661809,True,False,False,False,18.53,True,False
2008-01-31,VTI,ridge,-0.10076908051814198,0.5561694669541388,True,False,False,False,22.87,False,True
2008-02-29,VTI,ridge,-0.10146570886013404,0.5164323517616949,True,False,False,False,22.5,False,True
2008-03-31,VTI,ridge,-0.9732332478852811,0.6157760953388456,True,False,False,False,26.2,False,True
2008-04-30,VTI,ridge,-0.9934199122627976,0.3427965577730845,True,False,False,False,26.54,False,True
2008-05-30,VTI,ridge,-1.0844764326564078,0.4297416128890905,True,False,False,False,26.54,False,True
2008-06-30,VTI,ridge,-1.2211114686672029,0.045690385827865776,True,False,False,False,20.79,False,True
2008-07-31,VTI,ridge,-1.2471293283294167,-0.0235397703424155,True,False,False,False,17.83,True,False
2008-08-29,VTI,ridge,-1.2262119135688232,0.04977827933459,True,False,False,False,17.83,True,False
2008-09-30,VTI,ridge,-0.07324000675492089,0.09603042563126596,True,False,False,False,22.94,False,True
2008-10-31,VTI,ridge,-0.07316332391878903,0.16776451770384793,True,False,False,False,20.65,False,True
2008-11-28,VTI,ridge,-0.0730639957981544,0.04014153151880073,True,False,False,False,20.65,False,True
2008-12-31,VTI,ridge,-0.06542643825643972,-0.00982338350671097,True,False,False,False,59.89,False,True
2009-01-30,VTI,ridge,-0.06497553975215986,0.07385901041396603,True,False,False,False,59.89,False,True
2009-02-27,VTI,ridge,-0.06353074214147132,0.027697055897099032,True,False,False,False,55.84,False,True
