variant,n_benchmarks,consensus,mean_predicted_return,mean_ic,mean_hit_rate,mean_prob_outperform,confidence_tier,weight_mode,score_col,lambda_mix,top_benchmark,top_benchmark_weight,recommendation_mode,recommended_sell_pct,is_live_path
equal_weight,8,NEUTRAL,-0.0355571238328104,0.08840719525731262,0.6346673857842152,0.5,LOW,equal,,0.0,VOO,0.125,DEFER-TO-TAX-DEFAULT,0.5,False
quality_weighted,8,NEUTRAL,-0.039484569942058956,0.09844854714702331,0.6371416105865475,0.5,LOW,shrink_to_equal,nw_ic,0.25,BND,0.1496966124647101,DEFER-TO-TAX-DEFAULT,0.5,True
