subset_label,bucket,benchmark,n_obs,n_features,ic,hit_rate,mae,oos_r2
B_plus_C__pif_growth_yoy,group_c_single,VHT,259,12,0.13476721522751742,0.6021505376344086,0.1402540905239843,-0.428165243284397
B_plus_C__pif_growth_yoy,group_c_single,GLD,250,12,0.15703054618748133,0.6277777777777778,0.17068156345199273,-0.5697249618230402
B_plus_C__pif_growth_yoy,group_c_single,VNQ,251,12,0.14473735957214956,0.6,0.17380469262903955,-0.8642209304703896
B_plus_C__pif_growth_yoy,group_c_single,VXUS,175,12,-0.16843036417067858,0.6764705882352942,0.16718833658780816,-0.38959055697571277
B_plus_C__gainshare_est,group_c_single,VTI,291,12,-0.13824052586499003,0.4369369369369369,0.17957384313826638,-1.9283752151998734
B_plus_C__gainshare_est,group_c_single,VOO,180,12,-0.14456604395341127,0.3425925925925926,0.21091517154854347,-1.653502023543762
B_plus_C__gainshare_est,group_c_single,VFH,259,12,-0.021500583242000996,0.4731182795698925,0.16089577084270204,-0.943841667310156
B_plus_C__gainshare_est,group_c_single,BND,221,12,-0.0040241843263205445,0.6466666666666666,0.14095878860905894,-0.7051672017508781
B_plus_C__gainshare_est,group_c_single,VHT,259,12,0.16550946927249907,0.5913978494623656,0.13892416810885705,-0.5070335144394376
B_plus_C__gainshare_est,group_c_single,GLD,250,12,0.07977134840119081,0.6,0.1819795362307795,-0.7418457192123824
B_plus_C__gainshare_est,group_c_single,VNQ,251,12,0.1634920636286958,0.6277777777777778,0.16976955120594497,-0.8936953838430681
B_plus_C__gainshare_est,group_c_single,VXUS,175,12,-0.10450211211378638,0.6666666666666666,0.1679322897200528,-0.3879152612752441
B_plus_C__pe_ratio,group_c_single,VTI,291,12,-0.052754899238373294,0.46846846846846846,0.17951986605514805,-1.8987694891367215
B_plus_C__pe_ratio,group_c_single,VOO,180,12,-0.04021053942260794,0.37037037037037035,0.2191402931235612,-1.8693118578191958
B_plus_C__pe_ratio,group_c_single,VFH,259,12,-0.0010706798128203028,0.489247311827957,0.14780357239238492,-0.6929517974616333
B_plus_C__pe_ratio,group_c_single,BND,221,12,-0.03962246662854906,0.6733333333333333,0.13641248941319561,-0.6018108949367575
B_plus_C__pe_ratio,group_c_single,VHT,259,12,0.165275393564727,0.5913978494623656,0.13727803606341077,-0.41760111875906625
B_plus_C__pe_ratio,group_c_single,GLD,250,12,0.03850889216689171,0.5666666666666667,0.19102786064573998,-0.8725790693106876
B_plus_C__pe_ratio,group_c_single,VNQ,251,12,0.1820263204682094,0.6,0.16669992768739664,-0.712165372655398
B_plus_C__pe_ratio,group_c_single,VXUS,175,12,-0.09931582245705514,0.6274509803921569,0.17430528805974319,-0.4658351876237079
B_plus_C__pb_ratio,group_c_single,VTI,291,12,-0.1279784570288995,0.40540540540540543,0.18443275773812084,-1.423084550070326
B_plus_C__pb_ratio,group_c_single,VOO,180,12,-0.1462559313752028,0.3055555555555556,0.24832415608601638,-3.1312008003724623
B_plus_C__pb_ratio,group_c_single,VFH,259,12,-0.10417368205782122,0.41397849462365593,0.17322235173226458,-1.127058037721227
B_plus_C__pb_ratio,group_c_single,BND,221,12,-0.07437095959177918,0.5933333333333334,0.1716325762200683,-1.5191787174637823
B_plus_C__pb_ratio,group_c_single,VHT,259,12,0.02690745260800879,0.521505376344086,0.1550501412072824,-0.7063696204228802
B_plus_C__pb_ratio,group_c_single,GLD,250,12,0.05013549283865599,0.6,0.1954048250501548,-0.9775234891035851
B_plus_C__pb_ratio,group_c_single,VNQ,251,12,0.06447354224723728,0.5277777777777778,0.18425769350394386,-1.1936895159698642
B_plus_C__pb_ratio,group_c_single,VXUS,175,12,-0.08413628497601015,0.4803921568627451,0.21009709555583894,-0.9987325508367932
B_plus_E__investment_income_growth_yoy,group_e_subset,VTI,291,12,0.011047345106015734,0.481981981981982,0.17815592638203923,-1.7236992787294767
B_plus_E__investment_income_growth_yoy,group_e_subset,VOO,180,12,-0.033720049413886434,0.37962962962962965,0.19134500776957286,-1.2140832630195035
B_plus_E__investment_income_growth_yoy,group_e_subset,VFH,259,12,0.018811833209249337,0.532258064516129,0.15358779112303106,-0.8385396772885414
B_plus_E__investment_income_growth_yoy,group_e_subset,BND,221,12,-0.015855360355145502,0.6866666666666666,0.1372146639268542,-0.6369047001756556
B_plus_E__investment_income_growth_yoy,group_e_subset,VHT,259,12,0.15038049374212217,0.5806451612903226,0.13818564727801347,-0.4544895043290733
B_plus_E__investment_income_growth_yoy,group_e_subset,GLD,250,12,0.12588785788108167,0.6055555555555555,0.18413791423593578,-0.7667007712487839
B_plus_E__investment_income_growth_yoy,group_e_subset,VNQ,251,12,0.1657244774035658,0.6388888888888888,0.16435026555412457,-0.71974132458305
B_plus_E__investment_income_growth_yoy,group_e_subset,VXUS,175,12,-0.07520848194243591,0.696078431372549,0.16561553990317704,-0.3901677195179465
B_plus_E__roe_net_income_ttm,group_e_subset,VTI,291,12,-0.1204941803670449,0.44144144144144143,0.184556678783981,-2.0296243145046104
B_plus_E__roe_net_income_ttm,group_e_subset,VOO,180,12,-0.1510475439130816,0.35185185185185186,0.20768917861270997,-1.70305887239769
B_plus_E__roe_net_income_ttm,group_e_subset,VFH,259,12,-0.03484655676297606,0.489247311827957,0.15234540050713594,-0.8333025967113952
B_plus_E__roe_net_income_ttm,group_e_subset,BND,221,12,0.07955606629230556,0.6933333333333334,0.128948234599947,-0.4778504443527627
B_plus_E__roe_net_income_ttm,group_e_subset,VHT,259,12,0.1710083714179393,0.5913978494623656,0.1355880537211877,-0.40264023348499545
B_plus_E__roe_net_income_ttm,group_e_subset,GLD,250,12,0.15097991953531065,0.5611111111111111,0.1748713000083324,-0.6306544361831905
B_plus_E__roe_net_income_ttm,group_e_subset,VNQ,251,12,0.2722295481814599,0.6611111111111111,0.15758042932296076,-0.6189063249145577
B_plus_E__roe_net_income_ttm,group_e_subset,VXUS,175,12,-0.07239113396535353,0.696078431372549,0.1664243937456226,-0.4047291280886578
B_plus_E__underwriting_income_3m,group_e_subset,VTI,291,12,0.0023293658789350874,0.4774774774774775,0.1735721670060716,-1.6201196187006626
B_plus_E__underwriting_income_3m,group_e_subset,VOO,180,12,-0.11735327574038369,0.3425925925925926,0.20222669661132017,-1.4822488600050665
B_plus_E__underwriting_income_3m,group_e_subset,VFH,259,12,0.04148074309766292,0.478494623655914,0.15083345124017067,-0.7961810438831962
B_plus_E__underwriting_income_3m,group_e_subset,BND,221,12,0.033175040223503365,0.66,0.13343997155732537,-0.5887137120766639
B_plus_E__underwriting_income_3m,group_e_subset,VHT,259,12,0.13662662950319743,0.5913978494623656,0.14030965417234054,-0.5692240760437406
B_plus_E__underwriting_income_3m,group_e_subset,GLD,250,12,0.11915493815728107,0.5833333333333334,0.17926144014562675,-0.8255565392484483
B_plus_E__underwriting_income_3m,group_e_subset,VNQ,251,12,0.1828061415216358,0.6055555555555555,0.16607762514593213,-0.7394772874062123
B_plus_E__underwriting_income_3m,group_e_subset,VXUS,175,12,-0.10579817574642465,0.6176470588235294,0.1873299703456878,-0.7325261916760923
B_plus_E__investment_book_yield,group_e_subset,VTI,291,12,-0.07883680932095936,0.45045045045045046,0.1761745979624448,-1.7318005562981336
B_plus_E__investment_book_yield,group_e_subset,VOO,180,12,-0.006399962452235715,0.4537037037037037,0.17626321822417118,-0.8912157877829836
B_plus_E__investment_book_yield,group_e_subset,VFH,259,12,-0.02685891405601984,0.489247311827957,0.15149799740029926,-0.8518116944962253
B_plus_E__investment_book_yield,group_e_subset,BND,221,12,0.01730061392433609,0.6666666666666666,0.13782258107996684,-0.6719514781981428
B_plus_E__investment_book_yield,group_e_subset,VHT,259,12,0.14277907016085375,0.6021505376344086,0.13536148247831858,-0.4061533256247234
B_plus_E__investment_book_yield,group_e_subset,GLD,250,12,0.1847351084289483,0.6166666666666667,0.17173237125047522,-0.5819676926492279
B_plus_E__investment_book_yield,group_e_subset,VNQ,251,12,0.14699184777942784,0.6,0.17102576736980138,-0.8874790033939557
B_plus_E__investment_book_yield,group_e_subset,VXUS,175,12,-0.09699484150015523,0.6372549019607843,0.17175240641057968,-0.4730613271326165
B_plus_E__underwriting_income,group_e_subset,VTI,291,12,-0.06795366001669856,0.4594594594594595,0.1820647739282015,-2.042209759451747
B_plus_E__underwriting_income,group_e_subset,VOO,180,12,-0.10435214935069206,0.35185185185185186,0.20850978264431652,-1.6401134401583186
B_plus_E__underwriting_income,group_e_subset,VFH,259,12,0.007141061970438129,0.478494623655914,0.16266692095688517,-1.059215423489027
B_plus_E__underwriting_income,group_e_subset,BND,221,12,0.053022140547017094,0.6866666666666666,0.13438703610412625,-0.6263600642365255
B_plus_E__underwriting_income,group_e_subset,VHT,259,12,0.1913366878719515,0.5913978494623656,0.1428055347317289,-0.6373568524457904
B_plus_E__underwriting_income,group_e_subset,GLD,250,12,0.09388569069570492,0.6055555555555555,0.17803172021738445,-0.706472642259411
B_plus_E__underwriting_income,group_e_subset,VNQ,251,12,0.1967467367666855,0.6,0.1738998165162704,-0.8955775372504233
B_plus_E__underwriting_income,group_e_subset,VXUS,175,12,-0.11113846122992325,0.6274509803921569,0.17830930856724905,-0.5758584116579839
B_plus_E__unearned_premium_growth_yoy,group_e_subset,VTI,291,12,0.02427281260008725,0.4954954954954955,0.17769632507106883,-1.3020450420551044
B_plus_E__unearned_premium_growth_yoy,group_e_subset,VOO,180,12,-0.11475164795916991,0.37037037037037035,0.20341426824403716,-1.5372160594327409
B_plus_E__unearned_premium_growth_yoy,group_e_subset,VFH,259,12,0.006813715957822486,0.478494623655914,0.15416657433917372,-0.8469468199546446
B_plus_E__unearned_premium_growth_yoy,group_e_subset,BND,221,12,-0.011936652145208084,0.6733333333333333,0.13233185987648435,-0.5111839122324082
B_plus_E__unearned_premium_growth_yoy,group_e_subset,VHT,259,12,0.10112498146522357,0.5752688172043011,0.14317402792481002,-0.504516142873457
B_plus_E__unearned_premium_growth_yoy,group_e_subset,GLD,250,12,0.13316134847805355,0.6055555555555555,0.17699882762412525,-0.6659259488510456
B_plus_E__unearned_premium_growth_yoy,group_e_subset,VNQ,251,12,0.1645385461929896,0.5944444444444444,0.1731580784297026,-0.8275737988579865
B_plus_E__unearned_premium_growth_yoy,group_e_subset,VXUS,175,12,-0.08843220666806077,0.6666666666666666,0.1746285155052137,-0.5276357900360771
B_plus_E__investment_income_growth_yoy__roe_net_income_ttm,group_e_subset,VTI,291,13,0.0327787123151914,0.4954954954954955,0.18083869297944977,-1.7281539271056765
B_plus_E__investment_income_growth_yoy__roe_net_income_ttm,group_e_subset,VOO,180,13,0.05429709483067017,0.3888888888888889,0.1933099501265558,-1.1928083061554764
B_plus_E__investment_income_growth_yoy__roe_net_income_ttm,group_e_subset,VFH,259,13,0.01635519619025267,0.532258064516129,0.1518654585563607,-0.8306335293061322
B_plus_E__investment_income_growth_yoy__roe_net_income_ttm,group_e_subset,BND,221,13,0.0795702927386551,0.6933333333333334,0.12739934890858098,-0.42969478203583567
B_plus_E__investment_income_growth_yoy__roe_net_income_ttm,group_e_subset,VHT,259,13,0.15271021021581607,0.5806451612903226,0.13818806078706752,-0.4620260061717165
B_plus_E__investment_income_growth_yoy__roe_net_income_ttm,group_e_subset,GLD,250,13,0.18702375622246734,0.5833333333333334,0.17515630317081352,-0.6456700157976982
B_plus_E__investment_income_growth_yoy__roe_net_income_ttm,group_e_subset,VNQ,251,13,0.2598419131349712,0.6388888888888888,0.1531937093419862,-0.5245021527936511
B_plus_E__investment_income_growth_yoy__roe_net_income_ttm,group_e_subset,VXUS,175,13,-0.07559318005978852,0.696078431372549,0.16609800785778603,-0.4026049356497259
B_plus_E__investment_income_growth_yoy__underwriting_income_3m,group_e_subset,VTI,291,13,0.05768729803229147,0.509009009009009,0.17647745190001274,-1.716875385429967
B_plus_E__investment_income_growth_yoy__underwriting_income_3m,group_e_subset,VOO,180,13,0.0465294746293368,0.39814814814814814,0.1830403955377561,-1.0578458627095513
B_plus_E__investment_income_growth_yoy__underwriting_income_3m,group_e_subset,VFH,259,13,0.06284560610540853,0.521505376344086,0.1546987778963526,-0.8201131201859482
B_plus_E__investment_income_growth_yoy__underwriting_income_3m,group_e_subset,BND,221,13,0.029973290837552714,0.6733333333333333,0.1330004802108754,-0.5701485338987036
B_plus_E__investment_income_growth_yoy__underwriting_income_3m,group_e_subset,VHT,259,13,0.18744509490607594,0.5913978494623656,0.14146916421983916,-0.5374143298569489
B_plus_E__investment_income_growth_yoy__underwriting_income_3m,group_e_subset,GLD,250,13,0.10922352957721024,0.5722222222222222,0.18374611510601868,-0.8936142560199263
B_plus_E__investment_income_growth_yoy__underwriting_income_3m,group_e_subset,VNQ,251,13,0.19817780636479085,0.5888888888888889,0.16152100060933805,-0.6811038170497858
B_plus_E__investment_income_growth_yoy__underwriting_income_3m,group_e_subset,VXUS,175,13,-0.11030094791635216,0.6176470588235294,0.18880347652393123,-0.755077514578032
B_plus_E__investment_income_growth_yoy__investment_book_yield,group_e_subset,VTI,291,13,-0.0031838880706151537,0.4774774774774775,0.17160358716669014,-1.268385943177325
B_plus_E__investment_income_growth_yoy__investment_book_yield,group_e_subset,VOO,180,13,0.01993848032047779,0.4351851851851852,0.17620591484433495,-0.8843685825241707
B_plus_E__investment_income_growth_yoy__investment_book_yield,group_e_subset,VFH,259,13,-0.010014619227526687,0.5376344086021505,0.1642272148328595,-1.0144349322845247
B_plus_E__investment_income_growth_yoy__investment_book_yield,group_e_subset,BND,221,13,0.014973321465940458,0.68,0.13480181819815296,-0.5929282573441732
B_plus_E__investment_income_growth_yoy__investment_book_yield,group_e_subset,VHT,259,13,0.14169450375595424,0.5806451612903226,0.1402204211005505,-0.4774973383149481
B_plus_E__investment_income_growth_yoy__investment_book_yield,group_e_subset,GLD,250,13,0.2084810303433882,0.6166666666666667,0.17575402329927658,-0.636866711794136
B_plus_E__investment_income_growth_yoy__investment_book_yield,group_e_subset,VNQ,251,13,0.1659158831858183,0.6388888888888888,0.16512787443139298,-0.7340403067914236
B_plus_E__investment_income_growth_yoy__investment_book_yield,group_e_subset,VXUS,175,13,-0.07566856353631926,0.696078431372549,0.1656212584390732,-0.3898939739705287
B_plus_E__investment_income_growth_yoy__underwriting_income,group_e_subset,VTI,291,13,0.0035101960460146094,0.4864864864864865,0.17929787356308768,-1.7670934599832422
B_plus_E__investment_income_growth_yoy__underwriting_income,group_e_subset,VOO,180,13,0.022845381132019726,0.39814814814814814,0.1938237805077324,-1.3075022490221206
B_plus_E__investment_income_growth_yoy__underwriting_income,group_e_subset,VFH,259,13,0.005467189760495482,0.521505376344086,0.16254715468180037,-1.0138455018383685
B_plus_E__investment_income_growth_yoy__underwriting_income,group_e_subset,BND,221,13,0.0517664356144331,0.7,0.13223214954606677,-0.56928430242844
B_plus_E__investment_income_growth_yoy__underwriting_income,group_e_subset,VHT,259,13,0.17643079019657265,0.5752688172043011,0.14323276287019684,-0.626474314989532
B_plus_E__investment_income_growth_yoy__underwriting_income,group_e_subset,GLD,250,13,0.1162655152241867,0.6,0.1827512973766236,-0.7929049155779591
B_plus_E__investment_income_growth_yoy__underwriting_income,group_e_subset,VNQ,251,13,0.22432475638501534,0.6055555555555555,0.1641589451468539,-0.7582349159487671
B_plus_E__investment_income_growth_yoy__underwriting_income,group_e_subset,VXUS,175,13,-0.09766806320552229,0.6764705882352942,0.17412966977922237,-0.5156738194885484
B_plus_E__investment_income_growth_yoy__unearned_premium_growth_yoy,group_e_subset,VTI,291,13,0.03536288047715495,0.49099099099099097,0.17329809544069508,-1.1490486091475627
B_plus_E__investment_income_growth_yoy__unearned_premium_growth_yoy,group_e_subset,VOO,180,13,0.021023340383960542,0.4074074074074074,0.1856667351549606,-1.0997943824629028
B_plus_E__investment_income_growth_yoy__unearned_premium_growth_yoy,group_e_subset,VFH,259,13,0.005272182464387954,0.489247311827957,0.157264929923622,-0.9203843336207749
B_plus_E__investment_income_growth_yoy__unearned_premium_growth_yoy,group_e_subset,BND,221,13,-0.013436018226865704,0.6866666666666666,0.13141802640330444,-0.47998956153000094
B_plus_E__investment_income_growth_yoy__unearned_premium_growth_yoy,group_e_subset,VHT,259,13,0.142998839347943,0.5752688172043011,0.14144668240730898,-0.47028108182579653
B_plus_E__investment_income_growth_yoy__unearned_premium_growth_yoy,group_e_subset,GLD,250,13,0.11466640415602608,0.6055555555555555,0.18101740556335544,-0.7377082933122578
B_plus_E__investment_income_growth_yoy__unearned_premium_growth_yoy,group_e_subset,VNQ,251,13,0.18685565012465874,0.6333333333333333,0.1655130407949237,-0.7208030323175778
B_plus_E__investment_income_growth_yoy__unearned_premium_growth_yoy,group_e_subset,VXUS,175,13,-0.06464059836574941,0.7254901960784313,0.16821575486854623,-0.4405518221352711
B_plus_E__roe_net_income_ttm__underwriting_income_3m,group_e_subset,VTI,291,13,0.002663960132211392,0.45045045045045046,0.18006122367099503,-1.8096011644786594
B_plus_E__roe_net_income_ttm__underwriting_income_3m,group_e_subset,VOO,180,13,-0.09663007100349716,0.3425925925925926,0.18741518964945922,-1.122200278424811
B_plus_E__roe_net_income_ttm__underwriting_income_3m,group_e_subset,VFH,259,13,0.01010151905092722,0.478494623655914,0.15396893614917645,-0.8264875865846548
B_plus_E__roe_net_income_ttm__underwriting_income_3m,group_e_subset,BND,221,13,0.1005328720230418,0.6333333333333333,0.14204601235513056,-0.8398908430088385
B_plus_E__roe_net_income_ttm__underwriting_income_3m,group_e_subset,VHT,259,13,0.17490868529221001,0.5913978494623656,0.14049006786462745,-0.5746400608014284
B_plus_E__roe_net_income_ttm__underwriting_income_3m,group_e_subset,GLD,250,13,0.16785978384536063,0.5555555555555556,0.17346695972707252,-0.7489192015050399
B_plus_E__roe_net_income_ttm__underwriting_income_3m,group_e_subset,VNQ,251,13,0.25913846889945624,0.6111111111111112,0.15753773937085613,-0.6427884213967521
B_plus_E__roe_net_income_ttm__underwriting_income_3m,group_e_subset,VXUS,175,13,-0.10803824833347402,0.6078431372549019,0.18680907860173346,-0.7192222209979406
B_plus_E__roe_net_income_ttm__investment_book_yield,group_e_subset,VTI,291,13,-0.0809181540089166,0.4594594594594595,0.17772971212208252,-1.7495263042275169
B_plus_E__roe_net_income_ttm__investment_book_yield,group_e_subset,VOO,180,13,-0.048436479075376855,0.4351851851851852,0.2150886149120355,-2.0853173655396184
B_plus_E__roe_net_income_ttm__investment_book_yield,group_e_subset,VFH,259,13,-0.018681582952746047,0.489247311827957,0.15175095348008077,-0.8510578342743222
B_plus_E__roe_net_income_ttm__investment_book_yield,group_e_subset,BND,221,13,0.15132137490245562,0.6866666666666666,0.1250688996473506,-0.4141530958404904
B_plus_E__roe_net_income_ttm__investment_book_yield,group_e_subset,VHT,259,13,0.16687682713267518,0.6021505376344086,0.13476754101910018,-0.39858975455323864
B_plus_E__roe_net_income_ttm__investment_book_yield,group_e_subset,GLD,250,13,0.22700646234329697,0.6,0.16774605285664343,-0.5369526410931096
B_plus_E__roe_net_income_ttm__investment_book_yield,group_e_subset,VNQ,251,13,0.2662068805555278,0.6555555555555556,0.1617628799094632,-0.6747448879437203
B_plus_E__roe_net_income_ttm__investment_book_yield,group_e_subset,VXUS,175,13,-0.10681595814315724,0.6372549019607843,0.17358348381420577,-0.4995446821532483
B_plus_E__roe_net_income_ttm__underwriting_income,group_e_subset,VTI,291,13,-0.012836162316358573,0.46846846846846846,0.17794516415181402,-1.8631515763106647
B_plus_E__roe_net_income_ttm__underwriting_income,group_e_subset,VOO,180,13,-0.08058982670443017,0.3611111111111111,0.20945176683173247,-1.7613460600623587
B_plus_E__roe_net_income_ttm__underwriting_income,group_e_subset,VFH,259,13,0.009002569048013487,0.478494623655914,0.1628466524899367,-1.040375925537575
B_plus_E__roe_net_income_ttm__underwriting_income,group_e_subset,BND,221,13,0.11765950729158631,0.66,0.13950079632825077,-0.752198866676961
B_plus_E__roe_net_income_ttm__underwriting_income,group_e_subset,VHT,259,13,0.19538444403869826,0.5913978494623656,0.14182614038691954,-0.6239494684805091
B_plus_E__roe_net_income_ttm__underwriting_income,group_e_subset,GLD,250,13,0.14911120589598073,0.5611111111111111,0.17615865256840513,-0.6729053782184804
B_plus_E__roe_net_income_ttm__underwriting_income,group_e_subset,VNQ,251,13,0.2703138815222462,0.6166666666666667,0.1615289916899689,-0.6868188275747182
B_plus_E__roe_net_income_ttm__underwriting_income,group_e_subset,VXUS,175,13,-0.10116429021322694,0.6666666666666666,0.17304487618061568,-0.5141413732446241
B_plus_E__roe_net_income_ttm__unearned_premium_growth_yoy,group_e_subset,VTI,291,13,0.05582811457799783,0.509009009009009,0.17408223548914012,-1.0753411307492553
B_plus_E__roe_net_income_ttm__unearned_premium_growth_yoy,group_e_subset,VOO,180,13,-0.13225032118616625,0.3611111111111111,0.20767443977452202,-1.6529635017567932
B_plus_E__roe_net_income_ttm__unearned_premium_growth_yoy,group_e_subset,VFH,259,13,-0.04482425533682729,0.4838709677419355,0.16217550820643745,-1.0372433360587388
B_plus_E__roe_net_income_ttm__unearned_premium_growth_yoy,group_e_subset,BND,221,13,0.08822878439191316,0.6933333333333334,0.12692587939012995,-0.38021610563836816
B_plus_E__roe_net_income_ttm__unearned_premium_growth_yoy,group_e_subset,VHT,259,13,0.1282319157919096,0.5752688172043011,0.14303404742301729,-0.5018070814509887
B_plus_E__roe_net_income_ttm__unearned_premium_growth_yoy,group_e_subset,GLD,250,13,0.11774548642724236,0.5833333333333334,0.1766500186293271,-0.647657870564138
B_plus_E__roe_net_income_ttm__unearned_premium_growth_yoy,group_e_subset,VNQ,251,13,0.2118460488477995,0.6277777777777778,0.16461723716250354,-0.709604685745095
B_plus_E__roe_net_income_ttm__unearned_premium_growth_yoy,group_e_subset,VXUS,175,13,-0.06263790522541375,0.7254901960784313,0.16945431419905332,-0.46252984091308047
B_plus_E__underwriting_income_3m__investment_book_yield,group_e_subset,VTI,291,13,-0.02472133465063367,0.4774774774774775,0.17610544061132022,-1.5446711175106103
B_plus_E__underwriting_income_3m__investment_book_yield,group_e_subset,VOO,180,13,-0.07039958697459286,0.4074074074074074,0.18575812478251355,-1.1181406299151204
B_plus_E__underwriting_income_3m__investment_book_yield,group_e_subset,VFH,259,13,0.002044299404288461,0.489247311827957,0.15252598330842093,-0.8217915376387175
B_plus_E__underwriting_income_3m__investment_book_yield,group_e_subset,BND,221,13,0.07828925390651581,0.6466666666666666,0.1349639185763327,-0.6314426011157301
B_plus_E__underwriting_income_3m__investment_book_yield,group_e_subset,VHT,259,13,0.13283325077929592,0.5913978494623656,0.14034439194007237,-0.570960566056196
B_plus_E__underwriting_income_3m__investment_book_yield,group_e_subset,GLD,250,13,0.061449330487294944,0.5611111111111111,0.18411400868889288,-0.9014789529401148
B_plus_E__underwriting_income_3m__investment_book_yield,group_e_subset,VNQ,251,13,0.18272391361972662,0.6055555555555555,0.1599083574630931,-0.6762310005626668
B_plus_E__underwriting_income_3m__investment_book_yield,group_e_subset,VXUS,175,13,-0.13281099182457537,0.6372549019607843,0.17728592477913338,-0.6031537089678021
B_plus_E__underwriting_income_3m__underwriting_income,group_e_subset,VTI,291,13,-0.0362782343329774,0.4774774774774775,0.17582978501701677,-1.663382566683659
B_plus_E__underwriting_income_3m__underwriting_income,group_e_subset,VOO,180,13,-0.1183540955870975,0.39814814814814814,0.19834310912518138,-1.4660843720363106
B_plus_E__underwriting_income_3m__underwriting_income,group_e_subset,VFH,259,13,0.015664513367995736,0.4731182795698925,0.16210489019914842,-0.9985697413284922
B_plus_E__underwriting_income_3m__underwriting_income,group_e_subset,BND,221,13,0.039313560745133584,0.6533333333333333,0.1336430182638336,-0.5900783285510347
B_plus_E__underwriting_income_3m__underwriting_income,group_e_subset,VHT,259,13,0.16605212431738997,0.5913978494623656,0.14229275489412507,-0.6428616805835516
B_plus_E__underwriting_income_3m__underwriting_income,group_e_subset,GLD,250,13,0.11259982151454956,0.5833333333333334,0.1799501461425192,-0.8335252551133803
B_plus_E__underwriting_income_3m__underwriting_income,group_e_subset,VNQ,251,13,0.20455407519252297,0.6111111111111112,0.16308280344599368,-0.7045338753334027
B_plus_E__underwriting_income_3m__underwriting_income,group_e_subset,VXUS,175,13,-0.10384094060723506,0.6176470588235294,0.1876569524760735,-0.7315186778736953
B_plus_E__underwriting_income_3m__unearned_premium_growth_yoy,group_e_subset,VTI,291,13,0.11507583969823293,0.5405405405405406,0.18029232108631807,-1.4066321487105369
B_plus_E__underwriting_income_3m__unearned_premium_growth_yoy,group_e_subset,VOO,180,13,-0.06786898583275447,0.3611111111111111,0.19666952283353042,-1.362016289300672
B_plus_E__underwriting_income_3m__unearned_premium_growth_yoy,group_e_subset,VFH,259,13,0.036951617970089994,0.478494623655914,0.17293586660174531,-1.2947099592871734
B_plus_E__underwriting_income_3m__unearned_premium_growth_yoy,group_e_subset,BND,221,13,-0.026562678300310255,0.6466666666666666,0.13840964186804763,-0.633431318487234
B_plus_E__underwriting_income_3m__unearned_premium_growth_yoy,group_e_subset,VHT,259,13,0.14003708527436276,0.5645161290322581,0.1493508755236197,-0.6490287844759057
B_plus_E__underwriting_income_3m__unearned_premium_growth_yoy,group_e_subset,GLD,250,13,0.08948304805882752,0.5722222222222222,0.1833863577464501,-0.8600915861974472
