bucket,subset_label,mean_ic,mean_hit_rate,mean_mae,mean_oos_r2,avg_n_obs,n_features,obs_per_feature,delta_ic_vs_B
group_e_subset,B_plus_E__underwriting_income_3m__unearned_premium_growth_yoy,0.04560404661525568,0.551489663287576,0.1729649030428724,-0.9726979873484559,235.75,13.0,18.134615384615383,0.03945517814400988
group_e_subset,B_plus_E__roe_net_income_ttm__underwriting_income__unearned_premium_growth_yoy,0.04538307568558191,0.557914024081007,0.1686754178085245,-0.8765442754478874,235.75,14.0,16.839285714285715,0.03923420721433611
group_e_subset,B_plus_E__roe_net_income_ttm__unearned_premium_growth_yoy,0.045270983536056894,0.569899318198654,0.16557671003426636,-0.8084204441095573,235.75,13.0,18.134615384615383,0.0391221150648111
group_e_subset,B_plus_E__investment_income_growth_yoy,0.04338351445382086,0.5752130474877154,0.16407409452159352,-0.8430407798615038,235.75,12.0,19.645833333333332,0.03723464598257506
group_e_subset,B_plus_E__investment_income_growth_yoy__underwriting_income_3m__investment_book_yield__underwriting_income__unearned_premium_growth_yoy,0.03968263229769858,0.560831799541477,0.16968052829509825,-0.8947499641080356,235.75,16.0,14.734375,0.03353376382645279
group_e_subset,B_plus_E__underwriting_income_3m__investment_book_yield__underwriting_income__unearned_premium_growth_yoy,0.03939953866509405,0.5683127885950466,0.17093568541912063,-0.951441485477645,235.75,15.0,15.716666666666667,0.03325067019384825
group_e_subset,B_plus_E__underwriting_income_3m__underwriting_income__unearned_premium_growth_yoy,0.03798935474360826,0.556780962651456,0.17537329863528694,-1.0224559483544122,235.75,14.0,16.839285714285715,0.03184048627236247
group_e_subset,B_plus_E__underwriting_income_3m__investment_book_yield__unearned_premium_growth_yoy,0.03711800950791702,0.5568960991351883,0.1705208171280378,-0.9382401274043877,235.75,14.0,16.839285714285715,0.030969141036671224
group_e_subset,B_plus_E__roe_net_income_ttm,0.03687431130231991,0.5606965551889651,0.16350045866273466,-0.8875957938297325,235.75,12.0,19.645833333333332,0.030725442831074114
group_e_subset,B_plus_E__underwriting_income_3m,0.03655267586192591,0.544562311362596,0.1666313720280594,-0.9192559161300103,235.75,12.0,19.645833333333332,0.030403807390680115
group_e_subset,B_plus_E__investment_book_yield,0.03533951412052448,0.5645175298638296,0.1614538027720071,-0.8119301081970011,235.75,12.0,19.645833333333332,0.029190645649278684
group_e_subset,B_plus_E__underwriting_income_3m__underwriting_income,0.03496385307628523,0.5506958239073989,0.16786293244548645,-0.9538193121879408,235.75,13.0,18.134615384615383,0.028814984605039434
group_e_subset,B_plus_E__underwriting_income__unearned_premium_growth_yoy,0.03367998468012971,0.5535567992090762,0.1711407157734399,-0.9159149388058725,235.75,13.0,18.134615384615383,0.027531116208883915
group_e_subset,B_plus_E__underwriting_income,0.032336005906810406,0.5501096233804963,0.1700843617082703,-1.0228955163686533,235.75,12.0,19.645833333333332,0.026187137435564608
group_e_subset,B_plus_E__underwriting_income_3m__investment_book_yield__underwriting_income,0.031829273792615326,0.564134798935558,0.16454182376763063,-0.8841190685457332,235.75,14.0,16.839285714285715,0.025680405321369528
group_e_subset,B_plus_E__underwriting_income_3m__investment_book_yield,0.028676016843414982,0.5520147851836656,0.1638757687687224,-0.8584837643383698,235.75,13.0,18.134615384615383,0.022527148372169185
group_e_subset,B_plus_E__unearned_premium_growth_yoy,0.026848862240217215,0.5574536633407601,0.16694605962682696,-0.840380439286683,235.75,12.0,19.645833333333332,0.020699993768971418
