candidate_name,candidate_type,model_type,n_benchmarks,mean_n_features,mean_ic,mean_hit_rate,mean_oos_r2,mean_mae,mean_policy_return_sign,mean_policy_return_neutral_2pct,mean_policy_return_neutral_3pct,mean_policy_return_tiered,weighted_policy_return_sign,contextual_penalty,diversification_aware_utility,mean_benchmark_diversification_score
ensemble_ridge_gbt,ensemble,ridge+gbt,9,25.0,0.218203084778867,0.6410078250116564,-0.2426539371692295,0.15094622604831376,0.06933826549744285,0.06875128179240918,0.06857605838765785,0.03512754059357046,0.07049297241588431,0.04083648055962267,0.06028385227597865,0.444174166714971
ridge_lean_v1,model,ridge,9,12.0,0.2595544197470378,0.638512474913337,-0.6391836319811459,0.16246788047600846,0.06801360258233746,0.06636838090683322,0.06663566988740925,0.034829781365413974,0.06887346719696677,0.03639079357075442,0.059775768804278165,0.444174166714971
ensemble_ridge_gbt_elasticnet,ensemble,ridge+gbt+elasticnet,9,38.0,0.22388590781414047,0.6322463079527255,-0.23546011060052635,0.15109217989155677,0.06784653114302526,0.06766103316132262,0.06666117461265243,0.0348833404402,0.06888059097552864,0.037152142711705215,0.05959255529760233,0.444174166714971
baseline_historical_mean,baseline,baseline,9,0.0,-0.13837087105499132,0.6244063836688357,-0.19954031439430445,0.1478919510447115,0.06596329489735757,0.06497283984479729,0.06498308575559492,0.028574622788134805,0.06705034307499735,0.03057525241514385,0.05940652997121139,0.444174166714971
elasticnet_lean_v1,model,elasticnet,9,13.0,0.1421914586270809,0.6120884266861278,-0.539936844160534,0.16406101331746753,0.06446611137571581,0.06424367303965471,0.06301498548333473,0.03223981735755849,0.06522114144290125,0.032928026427516084,0.056989134836022234,0.444174166714971
gbt_lean_plus_two,model,gbt,9,13.0,0.1172661699670185,0.6199683882705913,-0.3448142466035298,0.1577905035073472,0.06631151066407834,0.06591815172354172,0.06571749373461522,0.03389278394367147,0.06717069244323653,0.042130796777980206,0.05663799324874148,0.444174166714971
