candidate_name,operation,feature,mean_ic,mean_oos_r2,mean_policy_return_sign,diversification_aware_utility,mean_n_features,feature_columns
ridge_lean_v1,add,investment_book_yield,0.2211716655420743,-48352.8627107791,0.06808154758779168,0.06127885010322114,13.0,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy,investment_book_yield"
ridge_lean_v1,add,buyback_yield,0.27354133912790934,-19.692979193925417,0.06835383484201948,0.06032820896016911,13.0,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy,buyback_yield"
ridge_lean_v1,add,high_52w,0.21666551106386775,-0.9218181562142111,0.06233444366470052,0.05345576163147294,13.0,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy,high_52w"
