mode,n_benchmarks,mean_policy_return,mean_avg_hold_fraction,mean_balanced_accuracy,mean_brier_score,mean_disagreement_rate,diversification_aware_utility
abstain_only_overlay,9,0.07581003813672064,0.7020542049301628,0.670976682469288,0.22717166812550157,0.3326459207565529,0.06583273506734813
disagreement_flag_only,9,0.06801360258233746,0.7156145598937744,0.670976682469288,0.22717166812550157,0.3326459207565529,0.059775768804278165
reporting_only,9,0.06801360258233746,0.7156145598937744,0.670976682469288,0.22717166812550157,0.3326459207565529,0.059775768804278165
