candidate_name,candidate_type,model_type,benchmark,n_features,feature_columns,notes,current_predicted_return,policy_return_sign,policy_return_neutral_3pct,ic,hit_rate,mae,oos_r2,nw_ic
gbt_current,model,gbt,GLD,11,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy",Current deployed GBT feature set.,-0.3069141057041176,0.03712174406998792,0.0394685850482349,0.08816080867579876,0.5555555555555556,0.19123897590160793,-0.6211553941702717,0.08816080867579876
gbt_current,model,gbt,DBC,11,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy",Current deployed GBT feature set.,-0.37719003184699096,0.08902299944704668,0.08586650599197813,0.10264122960720436,0.6547619047619048,0.1848691343072933,-0.41700132977194926,0.10264122960720436
gbt_current,model,gbt,VDE,11,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy",Current deployed GBT feature set.,-0.40144367212242354,0.04169248541214664,0.044492447504679344,0.00628627662644822,0.5555555555555556,0.21757223256210736,-0.6330604995065436,0.00628627662644822
ridge_lean_v1,model,ridge,VOO,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Base v14/v15 Ridge replacement candidate.,0.03454065168526841,0.04232026291612196,0.041233821350506156,0.32848419026932274,0.5740740740740741,0.15378816281765198,-0.45340948172318973,0.32848419026932274
ridge_lean_v1,model,ridge,VXUS,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Base v14/v15 Ridge replacement candidate.,0.060283237531820334,0.08464142323787795,0.08382644066065545,0.41492087989558624,0.7037037037037037,0.1431198192577981,-0.026757702810232153,0.41492087989558624
ridge_lean_v1,model,ridge,VWO,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Base v14/v15 Ridge replacement candidate.,0.07681936685683331,0.07732951399077878,0.07429854655889442,0.3440610495743045,0.6206896551724138,0.1554487743215553,-0.7128462499074357,0.3440610495743045
ridge_lean_v1,model,ridge,VMBS,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Base v14/v15 Ridge replacement candidate.,0.10603750127068516,0.10904321170108601,0.10707846123713631,0.4140009722897423,0.7333333333333333,0.1261464601032056,-0.2323475982161447,0.4140009722897423
ridge_lean_v1,model,ridge,BND,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Base v14/v15 Ridge replacement candidate.,0.10800834627477239,0.09263298066431477,0.092386694560886,0.43988266145162014,0.7266666666666667,0.1285655119346581,-0.4406650109003325,0.43988266145162014
ridge_lean_v1,model,ridge,GLD,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Base v14/v15 Ridge replacement candidate.,0.005528484219117345,0.04506103311082259,0.04550246621000592,0.2595347593032707,0.6222222222222222,0.17574640323598392,-0.527395194210702,0.2595347593032707
ridge_lean_v1,model,ridge,DBC,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Base v14/v15 Ridge replacement candidate.,-0.00524447269347772,0.07194425610954636,0.07322841565809138,-0.011431912168899735,0.6190476190476191,0.22002672756463598,-1.8851341789706435,-0.011431912168899735
ridge_lean_v1,model,ridge,VDE,12,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy",Base v14/v15 Ridge replacement candidate.,-0.04604276406324273,0.05275894793973435,0.04781648749412203,-0.00365237610214307,0.6,0.21879437369355703,-0.9009342872606698,-0.00365237610214307
