benchmark,predicted_relative_return,prediction_std,signal_to_noise,ic,hit_rate,signal,prob_outperform,confidence_tier,calibrated_prob_outperform,ci_lower,ci_upper,ci_width,ci_empirical_coverage,ci_n_calibration,ci_trailing_empirical_coverage,ci_trailing_coverage_gap,ci_trailing_n,classifier_raw_prob_actionable_sell,classifier_prob_actionable_sell,classifier_history_obs,classifier_shadow_tier,classifier_weight,classifier_weighted_contribution,benchmark_role
VOO,0.00714429220781165,0.0,0.0,0.0027285110001523324,0.5231481481481481,NEUTRAL,0.5,LOW,0.678678802611726,-0.27311979449258655,0.28740837890820986,0.5605281734007964,0.9444444444444444,108,0.5833333333333334,-0.21666666666666667,12,0.6258180678805931,0.462677468372416,108,LOW,0.09375,0.043376012659914004,Buy candidate
VXUS,0.03337823111103182,0.0,0.0,0.08002838766254369,0.712962962962963,OUTPERFORM,0.5,LOW,0.7029465736817103,-0.3302392932887348,0.39699575551079846,0.7272350487995333,0.9814814814814815,108,0.5,-0.30000000000000004,12,0.5773043597183658,0.37923252518121586,108,MODERATE,0.12077165041377355,0.04580053795671838,Buy candidate
VWO,-0.01932961639545481,0.0,0.0,0.13331239581628465,0.6235632183908046,UNDERPERFORM,0.5,LOW,0.7793245691171502,-0.372444307399774,0.33378507460886436,0.7062293820086384,0.9770114942528736,174,0.5,-0.30000000000000004,12,0.747081994851112,0.3595220305893307,174,MODERATE,0.11861758784383661,0.04264563604522444,Buy candidate
VMBS,0.029229677378392924,0.0,0.0,0.24343459414012844,0.7625,OUTPERFORM,0.5,LOW,0.7084636369511799,-0.18380195056722065,0.24226130532400653,0.4260632558912272,0.8333333333333334,120,0.6666666666666666,-0.13333333333333341,12,0.8092149338482266,0.2933965551375306,120,HIGH,0.14603237375707873,0.042845395398883226,Forecast only
BND,0.036712927842000705,0.0,0.0,0.2508634944149741,0.69,OUTPERFORM,0.5,LOW,0.7531747938694983,-0.1781966928022638,0.2516225484862652,0.429819241288529,0.8666666666666667,150,0.75,-0.050000000000000044,12,0.9037979999573661,0.26084499006884837,150,HIGH,0.15304935711100665,0.03992215803566416,Buy candidate
GLD,-0.09806029446714373,0.0,0.0,0.1296637527995285,0.5722222222222222,UNDERPERFORM,0.5,LOW,0.5839564565099565,-0.4294043452862445,0.23328375635195706,0.6626881016382016,0.9166666666666666,180,0.3333333333333333,-0.46666666666666673,12,0.8959254768319022,0.40949295968702376,180,LOW,0.12161004742196263,0.04979845824649879,Forecast only
DBC,-0.0939105230818239,0.0,0.0,0.16183346798805898,0.7202380952380952,UNDERPERFORM,0.5,LOW,0.30319472784428475,-0.3770039521505639,0.18918290598691612,0.56618685813748,0.8869047619047619,168,0.5833333333333334,-0.21666666666666667,12,0.9164094981679854,0.48123625476837595,168,LOW,0.13866480062466413,0.06673052932081693,Forecast only
VDE,-0.11520468586293675,0.0,0.0,0.04464529068150244,0.6222222222222222,NEUTRAL,0.5,LOW,0.4607240047048262,-0.4691416781550676,0.23873230642919407,0.7078739845842617,0.9055555555555556,180,0.4166666666666667,-0.38333333333333336,12,0.7987861463042292,0.36120146457814184,180,MODERATE,0.10750418282767774,0.03883066828563352,Forecast only
