candidate_name,model_type,candidate_feature,replace_feature,priority_rank,research_source,candidate_available_now,status,notes,benchmark,ic,ic_delta,hit_rate,hit_rate_delta,oos_r2,oos_r2_delta,mae,mae_delta,policy_return_sign,policy_return_sign_delta,policy_return_neutral_3pct,policy_return_neutral_3pct_delta
bayesian_ridge_current,bayesian_ridge,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,VOO,0.2778111215905951,0.05053969342745815,0.4537037037037037,0.0,-6.391718847994332,0.8399882915232411,0.24414932519360127,-0.009480782274778665,0.03423018619184717,-0.0029557207596084475,0.03764766002461632,0.0013535060615400343
bayesian_ridge_current,bayesian_ridge,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,VXUS,0.17801785323006275,0.07785303952670837,0.5185185185185185,0.037037037037037035,-6.401902712293688,-2.034635201400132,0.23929710329062298,0.0015613130015419419,0.050454920677875145,0.0072262308295132985,0.04967532071339494,0.0063408650160159535
bayesian_ridge_current,bayesian_ridge,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,VWO,0.21257211196218567,0.11606480822346874,0.5114942528735632,-0.017241379310344862,-2.785595251924924,-1.497922320610848,0.2141760442634781,0.01746259842555503,0.05550304221389754,-0.003109676648917113,0.058323042336356754,0.0005786558142434547
bayesian_ridge_current,bayesian_ridge,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,VMBS,0.34002361275088544,0.03337731786929643,0.6333333333333333,0.008333333333333304,-5.562461653301771,-0.648655940798653,0.18902859185323653,-0.0011986222333461583,0.08742251210894418,0.0013215086738207205,0.08666596907494697,0.0016126647956382634
bayesian_ridge_current,bayesian_ridge,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,BND,0.29451797857682566,0.011506289168407513,0.6066666666666667,-0.013333333333333308,-1.9124699878058147,-0.3222623929520454,0.1587126784076524,8.296981373381862e-05,0.07244902717231473,-0.0014402156061938398,0.0720947545757231,-0.001587596495275831
bayesian_ridge_current,bayesian_ridge,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,GLD,0.2581458275461177,0.019043797648075567,0.5833333333333334,-0.011111111111111072,-10.498484048935358,-2.1596339112023113,0.2676665594052484,0.01133742478054578,0.04877590589080564,-0.001392249628902123,0.04694612188325686,-0.001318887148830196
bayesian_ridge_current,bayesian_ridge,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,DBC,0.01539271414904764,-0.05872616558936228,0.5178571428571429,-0.017857142857142794,-477.7057633137687,-5.7333179484149355,0.6303744704622126,0.0165068132462195,0.06877652241046847,-0.002864129199142057,0.06701382157650194,-0.006431708780177306
bayesian_ridge_current,bayesian_ridge,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,VDE,-0.0649752564379559,0.008452935790199276,0.45555555555555555,-0.04444444444444445,-575.0910541264338,-19.84308397180598,0.7541183271019346,0.013539431458298945,0.026584781804787808,-0.0066003825423975315,0.028281084626769266,-0.005691851474196423
elasticnet_current,elasticnet,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,VOO,0.007683106591197812,0.08076184440904927,0.37037037037037035,0.009259259259259245,-1.1477972342583498,0.0834928783533404,0.19016148459611198,-0.006777239720165779,0.015235083723984444,0.0002409459993182074,0.015876583445689495,-0.0037925076451834037
elasticnet_current,elasticnet,medical_cpi_yoy,vmt_yoy,3,chatgpt,True,queued,,VXUS,-0.014444098968415068,0.05966810548045851,0.7037037037037037,0.03703703703703709,-0.37687929108516416,0.2123756800960026,0.16310940304445135,-0.009722011599003044,0.07806270635530092,0.006418908487032277,0.07305635188206595,0.0006865990745566625
