candidate_name,model_type,n_features,n_benchmarks,mean_ic,mean_hit_rate,mean_oos_r2,mean_policy_return_sign,mean_policy_return_neutral_3pct,mean_mae
gbt_lean_plus_two__v15_best,gbt,14,8,0.16723595077554437,0.6526978425469805,-0.23548369264807906,0.07412975555836689,0.07113736532082585,0.15283453138308206
ridge_lean_v1__v15_best,ridge,12,8,0.19271791220926127,0.6521670315635832,-0.5202621075694643,0.07277184576305129,0.07146996424932317,0.16461889510660463
ridge_lean_v1,ridge,12,8,0.2732250280641005,0.649967159277504,-0.6474362129999187,0.07196645370878535,0.07067141671628721,0.16520452911613076
baseline_historical_mean,baseline,0,8,-0.14237015009642612,0.6373530149607736,-0.20470187241513502,0.07038680020763428,0.07015615622163651,0.1503402438180013
gbt_lean_plus_two,gbt,14,8,0.10516874449868416,0.6226144864075898,-0.35285849391547286,0.06843520666065692,0.0694431425308818,0.1608267332743092
elasticnet_current__v15_best,elasticnet,14,8,0.07163372325201331,0.6206410782703886,-0.6781783014180507,0.06841903346918243,0.06725321714291668,0.16991874570504073
elasticnet_current,elasticnet,14,8,0.056918614307916005,0.596679324028462,-0.7952907416396455,0.06365754603338784,0.06355440769957879,0.17679039711684263
bayesian_ridge_current__v15_best,bayesian_ridge,16,8,0.07980922412737132,0.555890234446269,-116.6499615442932,0.059140195225148094,0.058209211787759854,0.3251893158852878
bayesian_ridge_current,bayesian_ridge,16,8,0.15667428091293903,0.5423849434409779,-131.8687408183496,0.05675144166909597,0.05647401587782602,0.3309639942200271
