scenario_name,candidate_name,candidate_type,n_benchmarks,mean_ic,mean_hit_rate,mean_oos_r2,mean_policy_return_sign,mean_mae
current_voo_actual,baseline_historical_mean,baseline,8,-0.14237015009642612,0.6373530149607736,-0.20470187241513502,0.07038680020763428,0.1503402438180013
current_voo_actual,live_production_ensemble_reduced,ensemble,8,0.110060344888251,0.6046987319832147,-0.699397325283843,0.06804086993395418,0.17067745211820828
current_voo_actual,ensemble_ridge_gbt_v18,ensemble,8,0.1911005419965415,0.6857258027732166,-0.14241425593684032,0.07981739921042233,0.14829575030816067
vti_replacement_actual,baseline_historical_mean,baseline,8,-0.11615870059776774,0.654526438384197,-0.17585237060189055,0.07144855490082754,0.14587755469415925
vti_replacement_actual,live_production_ensemble_reduced,ensemble,8,0.11584105619984349,0.6226229061573889,-0.8693589312583587,0.06863540800277604,0.16990859293508592
vti_replacement_actual,ensemble_ridge_gbt_v18,ensemble,8,0.19647560233763522,0.6843807076781215,-0.21785346897918306,0.07821675429883693,0.14861079570350177
vti_replacement_stitched,baseline_historical_mean,baseline,8,-0.060142757714955516,0.6503134754212341,-0.16554269949234016,0.06890733309910756,0.14317145850969387
vti_replacement_stitched,live_production_ensemble_reduced,ensemble,8,0.1298427081392161,0.618271054305537,-0.8547514786335331,0.06631198670293284,0.16637459161045448
vti_replacement_stitched,ensemble_ridge_gbt_v18,ensemble,8,0.2062338152763651,0.6711399669373808,-0.2157657773496584,0.07475358711973545,0.1466683577361492
