variant,variant_label,benchmark,classifier_raw_prob_actionable_sell,classifier_prob_actionable_sell,classifier_history_obs,classifier_weight,classifier_weighted_contribution,classifier_shadow_tier,is_contextual,benchmark_specific_features,benchmark_specific_prob_actionable_sell,benchmark_specific_tier,feature_set,reporting_only
baseline_shadow,,BND,0.915583693100138,0.2472739495516535,156,0.13832730479454033,0.03420473898738136,HIGH,False,pb_ratio|npw_per_pif_yoy|mortgage_spread_30y_10y|motor_vehicle_ins_cpi_yoy|combined_ratio_ttm|npw_growth_yoy|roe|credit_spread_hy|excess_bond_premium_proxy|real_yield_change_6m|npw_vs_npe_spread_pct|mom_6m,0.8852277119168928,HIGH,,
baseline_shadow,,DBC,0.9506512316257898,0.5381181309186494,168,0.17138523764769575,0.09222550375002657,LOW,True,combined_ratio_ttm|underwriting_margin_ttm|real_yield_change_6m|rate_adequacy_gap_yoy|baa10y_spread|commodity_equity_momentum|npw_per_pif_yoy|real_rate_10y|ppi_auto_ins_yoy|npw_growth_yoy|investment_income_growth_yoy|credit_spread_hy,0.9420077879041415,HIGH,,
baseline_shadow,,GLD,0.8994036959993973,0.4299352018900994,186,0.1451701642069411,0.06241376385673011,LOW,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.4299352018900994,LOW,,
baseline_shadow,,VDE,0.8688764077675502,0.3486423332463961,186,0.13027191957630357,0.04541830599756934,MODERATE,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.3486423332463961,MODERATE,,
baseline_shadow,,VGT,0.6498396196968952,0.4775195429050828,192,0.0,0.0,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.4775195429050828,LOW,,
baseline_shadow,,VIG,0.8441903454981335,0.5373622365829893,168,0.0,0.0,LOW,False,pb_ratio|wti_return_3m|monthly_combined_ratio_delta|real_yield_change_6m|baa10y_spread|yield_curvature|npw_per_pif_yoy|vwo_vxus_spread_6m|underwriting_income_3m|combined_ratio_ttm|mom_3m|commodity_equity_momentum,0.627667551446777,MODERATE,,
baseline_shadow,,VMBS,0.8331619863054055,0.27612393861206797,126,0.13132790502881428,0.03626277838622781,HIGH,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.27612393861206797,HIGH,,
baseline_shadow,,VOO,0.8022693011836748,0.5887699333928761,114,0.09375,0.05519718125558214,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.5887699333928761,LOW,,
baseline_shadow,,VWO,0.8786284932520433,0.38897916331646953,180,0.09601746874570495,0.03734879465646958,MODERATE,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.38897916331646953,MODERATE,,
baseline_shadow,,VXUS,0.7873591195713275,0.5898904180446738,108,0.09375,0.05530222669168817,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.5898904180446738,LOW,,
autoresearch_followon_v150,,BND,0.915583693100138,0.2472739495516535,156,0.13832730479454033,0.03420473898738136,HIGH,False,pb_ratio|npw_per_pif_yoy|mortgage_spread_30y_10y|motor_vehicle_ins_cpi_yoy|combined_ratio_ttm|npw_growth_yoy|roe|credit_spread_hy|excess_bond_premium_proxy|real_yield_change_6m|npw_vs_npe_spread_pct|mom_6m,0.8852277119168928,HIGH,,
autoresearch_followon_v150,,DBC,0.9506512316257898,0.5381181309186494,168,0.17138523764769575,0.09222550375002657,LOW,True,combined_ratio_ttm|underwriting_margin_ttm|real_yield_change_6m|rate_adequacy_gap_yoy|baa10y_spread|commodity_equity_momentum|npw_per_pif_yoy|real_rate_10y|ppi_auto_ins_yoy|npw_growth_yoy|investment_income_growth_yoy|credit_spread_hy,0.9420077879041415,HIGH,,
autoresearch_followon_v150,,GLD,0.8994036959993973,0.4299352018900994,186,0.1451701642069411,0.06241376385673011,LOW,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.4299352018900994,LOW,,
autoresearch_followon_v150,,VDE,0.8688764077675502,0.3486423332463961,186,0.13027191957630357,0.04541830599756934,MODERATE,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.3486423332463961,MODERATE,,
autoresearch_followon_v150,,VGT,0.6498396196968952,0.4775195429050828,192,0.0,0.0,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.4775195429050828,LOW,,
autoresearch_followon_v150,,VIG,0.8441903454981335,0.5373622365829893,168,0.0,0.0,LOW,False,pb_ratio|wti_return_3m|monthly_combined_ratio_delta|real_yield_change_6m|baa10y_spread|yield_curvature|npw_per_pif_yoy|vwo_vxus_spread_6m|underwriting_income_3m|combined_ratio_ttm|mom_3m|commodity_equity_momentum,0.627667551446777,MODERATE,,
autoresearch_followon_v150,,VMBS,0.8331619863054055,0.27612393861206797,126,0.13132790502881428,0.03626277838622781,HIGH,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.27612393861206797,HIGH,,
autoresearch_followon_v150,,VOO,0.8022693011836748,0.5887699333928761,114,0.09375,0.05519718125558214,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.5887699333928761,LOW,,
autoresearch_followon_v150,,VWO,0.8786284932520433,0.38897916331646953,180,0.09601746874570495,0.03734879465646958,MODERATE,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.38897916331646953,MODERATE,,
