benchmark,predicted_relative_return,prediction_std,signal_to_noise,ic,hit_rate,signal,prob_outperform,confidence_tier,calibrated_prob_outperform,ci_lower,ci_upper,ci_width,ci_empirical_coverage,ci_n_calibration,ci_trailing_empirical_coverage,ci_trailing_coverage_gap,ci_trailing_n,classifier_raw_prob_actionable_sell,classifier_prob_actionable_sell,classifier_history_obs,classifier_shadow_tier,classifier_weight,classifier_weighted_contribution,benchmark_role
VOO,0.014274051234560168,0.0,0.0,-0.032984988052499234,0.5394736842105263,NEUTRAL,0.5,LOW,0.6768413212707557,-0.2520698691723683,0.2806179716414886,0.5326878408138569,0.9298245614035088,114,0.5833333333333334,-0.21666666666666667,12,0.7301902635199559,0.5006659803838566,114,LOW,0.09375,0.04693743566098656,Buy candidate
VXUS,-0.015049435629235578,0.0,0.0,0.12030060341356336,0.6574074074074074,UNDERPERFORM,0.5,LOW,0.7035732346097432,-0.3710771288934662,0.3409782576349951,0.7120553865284613,0.9722222222222222,108,0.5,-0.30000000000000004,12,0.7745092563227607,0.5296290625210556,108,LOW,0.13531443855496947,0.07166645923743145,Buy candidate
VWO,0.007533235568816106,0.0,0.0,0.1422772180700356,0.6194444444444445,NEUTRAL,0.5,LOW,0.7201310706391633,-0.31639239160860894,0.3314588627462412,0.6478512543548501,0.9555555555555556,180,0.5,-0.30000000000000004,12,0.8597261166810901,0.39713507487791105,180,MODERATE,0.14191414420185045,0.05635908428383654,Buy candidate
VMBS,0.022693418989799326,0.0,0.0,0.0733609252213761,0.7291666666666667,OUTPERFORM,0.5,LOW,0.7048857027000177,-0.19958326613616825,0.2449701041157669,0.44455337025193514,0.8583333333333333,120,0.6666666666666666,-0.13333333333333341,12,0.8454433785483539,0.3054136389171559,120,MODERATE,0.11542011392494658,0.035250876998050636,Forecast only
BND,0.02003966227657183,0.0,0.0,0.19473426581718895,0.6966666666666667,OUTPERFORM,0.5,LOW,0.7210257298272896,-0.1965261986570183,0.23660552321016196,0.43313172186718024,0.86,150,0.8333333333333334,0.033333333333333326,12,0.9169652732462282,0.2650405419988541,150,HIGH,0.1612240802918491,0.04273091762381845,Buy candidate
GLD,-0.06596865816577542,0.0,0.0,0.12675872039290662,0.5805555555555555,UNDERPERFORM,0.5,LOW,0.6067115167822512,-0.3936740446502305,0.26173672831867967,0.6554107729689101,0.9166666666666666,180,0.3333333333333333,-0.46666666666666673,12,0.9198067410726866,0.4187792543635792,180,LOW,0.12575069986703682,0.05266178432601592,Forecast only
DBC,-0.11932621148421159,0.0,0.0,0.10682740899044636,0.6607142857142857,UNDERPERFORM,0.5,LOW,0.4098656337721475,-0.4102190082173182,0.17156658524889506,0.5817855934662133,0.8869047619047619,168,0.5,-0.30000000000000004,12,0.9595341922878105,0.5178569093931211,168,LOW,0.13050507795341798,0.06758295632906539,Forecast only
VDE,-0.09590744729085598,0.0,0.0,-0.005477292879603687,0.5861111111111111,NEUTRAL,0.5,LOW,0.5245468793452875,-0.41071404672680817,0.2188991521450962,0.6296131988719044,0.8666666666666667,180,0.5,-0.30000000000000004,12,0.8610667445037449,0.37761473426662984,180,MODERATE,0.0961214452059296,0.03629687398876153,Forecast only
