variant,variant_label,benchmark,classifier_raw_prob_actionable_sell,classifier_prob_actionable_sell,classifier_history_obs,classifier_weight,classifier_weighted_contribution,classifier_shadow_tier,is_contextual,benchmark_specific_features,benchmark_specific_prob_actionable_sell,benchmark_specific_tier,feature_set,reporting_only
baseline_shadow,,BND,0.9169652732462282,0.2650405419988541,150,0.1612240802918491,0.04273091762381845,HIGH,False,pb_ratio|npw_per_pif_yoy|mortgage_spread_30y_10y|motor_vehicle_ins_cpi_yoy|combined_ratio_ttm|npw_growth_yoy|roe|credit_spread_hy|excess_bond_premium_proxy|real_yield_change_6m|npw_vs_npe_spread_pct|mom_6m,0.9736256044740685,HIGH,,
baseline_shadow,,DBC,0.9595341922878105,0.5178569093931211,168,0.13050507795341798,0.06758295632906539,LOW,True,combined_ratio_ttm|underwriting_margin_ttm|real_yield_change_6m|rate_adequacy_gap_yoy|baa10y_spread|commodity_equity_momentum|npw_per_pif_yoy|real_rate_10y|ppi_auto_ins_yoy|npw_growth_yoy|investment_income_growth_yoy|credit_spread_hy,0.9333321246644849,HIGH,,
baseline_shadow,,GLD,0.9198067410726866,0.4187792543635792,180,0.12575069986703682,0.05266178432601592,LOW,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.4187792543635792,LOW,,
baseline_shadow,,VDE,0.8610667445037449,0.37761473426662984,180,0.0961214452059296,0.03629687398876153,MODERATE,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.37761473426662984,MODERATE,,
baseline_shadow,,VGT,0.6911764772824235,0.5026134467371244,192,0.0,0.0,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.5026134467371244,LOW,,
baseline_shadow,,VIG,0.8513133887696647,0.5208652071297792,162,0.0,0.0,LOW,False,pb_ratio|wti_return_3m|monthly_combined_ratio_delta|real_yield_change_6m|baa10y_spread|yield_curvature|npw_per_pif_yoy|vwo_vxus_spread_6m|underwriting_income_3m|combined_ratio_ttm|mom_3m|commodity_equity_momentum,0.7920693689955144,HIGH,,
baseline_shadow,,VMBS,0.8454433785483539,0.3054136389171559,120,0.11542011392494658,0.035250876998050636,MODERATE,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.3054136389171559,MODERATE,,
baseline_shadow,,VOO,0.7301902635199559,0.5006659803838566,114,0.09375,0.04693743566098656,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.5006659803838566,LOW,,
baseline_shadow,,VWO,0.8597261166810901,0.39713507487791105,180,0.14191414420185045,0.05635908428383654,MODERATE,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.39713507487791105,MODERATE,,
baseline_shadow,,VXUS,0.7745092563227607,0.5296290625210556,108,0.13531443855496947,0.07166645923743145,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.5296290625210556,LOW,,
autoresearch_followon_v150,,BND,0.9169652732462282,0.2650405419988541,150,0.1612240802918491,0.04273091762381845,HIGH,False,pb_ratio|npw_per_pif_yoy|mortgage_spread_30y_10y|motor_vehicle_ins_cpi_yoy|combined_ratio_ttm|npw_growth_yoy|roe|credit_spread_hy|excess_bond_premium_proxy|real_yield_change_6m|npw_vs_npe_spread_pct|mom_6m,0.9736256044740685,HIGH,,
autoresearch_followon_v150,,DBC,0.9595341922878105,0.5178569093931211,168,0.13050507795341798,0.06758295632906539,LOW,True,combined_ratio_ttm|underwriting_margin_ttm|real_yield_change_6m|rate_adequacy_gap_yoy|baa10y_spread|commodity_equity_momentum|npw_per_pif_yoy|real_rate_10y|ppi_auto_ins_yoy|npw_growth_yoy|investment_income_growth_yoy|credit_spread_hy,0.9333321246644849,HIGH,,
autoresearch_followon_v150,,GLD,0.9198067410726866,0.4187792543635792,180,0.12575069986703682,0.05266178432601592,LOW,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.4187792543635792,LOW,,
autoresearch_followon_v150,,VDE,0.8610667445037449,0.37761473426662984,180,0.0961214452059296,0.03629687398876153,MODERATE,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.37761473426662984,MODERATE,,
autoresearch_followon_v150,,VGT,0.6911764772824235,0.5026134467371244,192,0.0,0.0,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.5026134467371244,LOW,,
autoresearch_followon_v150,,VIG,0.8513133887696647,0.5208652071297792,162,0.0,0.0,LOW,False,pb_ratio|wti_return_3m|monthly_combined_ratio_delta|real_yield_change_6m|baa10y_spread|yield_curvature|npw_per_pif_yoy|vwo_vxus_spread_6m|underwriting_income_3m|combined_ratio_ttm|mom_3m|commodity_equity_momentum,0.7920693689955144,HIGH,,
autoresearch_followon_v150,,VMBS,0.8454433785483539,0.3054136389171559,120,0.11542011392494658,0.035250876998050636,MODERATE,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.3054136389171559,MODERATE,,
