scenario_name,common_start,common_end,n_common_dates,mean_policy_return_sign,mean_oos_r2,mean_ic,signal_agreement_with_shadow_rate,signal_changes
current_voo_actual,2016-10-31,2025-09-30,108,0.07706597368784687,-0.1990905117360568,0.22318228164836598,0.8148148148148148,16
vti_replacement_actual,2016-10-31,2025-09-30,108,0.07516415590464998,-0.22541532588116725,0.21870256594097548,0.8148148148148148,14
vti_replacement_stitched,2013-04-30,2025-09-30,150,0.07188400324988656,-0.227093492065786,0.2246952356196266,0.78,27
