date,predicted,realized,prob_sell,live_hold_fraction,shadow_hold_fraction,live_sell_pct,shadow_sell_pct,live_recommendation_mode,shadow_recommendation_mode,would_change,disagreement_label,live_policy_return,shadow_policy_return,shadow_minus_live,shadow_beat_live,monitor_month_number,cumulative_shadow_minus_live,expanding_shadow_minus_live_mean,expanding_agreement_rate,cumulative_disagreement_months,selected_variant,selected_gate_style,selected_threshold,selected_promotion_eligible
2016-02-29,0.02012794792127814,-0.095555584117464,0.2083956701689753,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,-0.047777792058732,-0.047777792058732,0.0,False,65,0.0811991810789989,0.0012492181704461367,0.8461538461538461,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-03-31,0.021811966958848385,-0.1403632320844703,0.2507036314342758,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,-0.07018161604223515,-0.07018161604223515,0.0,False,66,0.0811991810789989,0.0012302906224090741,0.8484848484848485,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-04-29,0.06259518993130121,-0.04757456409739942,0.2896787910223298,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.04757456409739942,-0.04757456409739942,0.0,False,67,0.0811991810789989,0.0012119280758059534,0.8507462686567164,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-05-31,0.0534356186627344,-0.01504464838610448,0.28211423422511595,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.01504464838610448,-0.01504464838610448,0.0,False,68,0.0811991810789989,0.0011941056041029248,0.8529411764705882,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-06-30,0.054978577586812766,0.07378284025536005,0.248614294154721,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.07378284025536005,0.07378284025536005,0.0,False,69,0.0811991810789989,0.0011767997257825925,0.855072463768116,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-07-29,0.046035821262181253,0.11532056477417903,0.24419922056161616,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.11532056477417903,0.11532056477417903,0.0,False,70,0.0811991810789989,0.0011599883011285555,0.8571428571428571,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-08-31,0.06553115125696563,0.1656327257327206,0.23045833355123063,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.1656327257327206,0.1656327257327206,0.0,False,71,0.0811991810789989,0.0011436504377323787,0.8591549295774648,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-09-30,0.06844504967753494,0.21328743036323897,0.21467820937582444,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.21328743036323897,0.21328743036323897,0.0,False,72,0.0811991810789989,0.0011277664038749846,0.8611111111111112,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-10-31,0.04735000728230632,0.24972565604567595,0.2027587365032337,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.24972565604567595,0.24972565604567595,0.0,False,73,0.0811991810789989,0.001112317549027382,0.863013698630137,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-11-30,0.03672748286150037,0.22858981949118223,0.19956142164139684,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.22858981949118223,0.22858981949118223,0.0,False,74,0.0811991810789989,0.0010972862307972822,0.8648648648648649,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2016-12-30,0.036271618864118865,0.22553950931480365,0.19648821250823173,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.22553950931480365,0.22553950931480365,0.0,False,75,0.0811991810789989,0.0010826557477199852,0.8666666666666667,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-01-31,0.0240934860263299,0.22223967976333817,0.20567695083991505,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.11111983988166908,0.11111983988166908,0.0,False,76,0.0811991810789989,0.0010684102773552485,0.868421052631579,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-02-28,0.03197932629432776,0.21007975822271113,0.1921919493596005,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.21007975822271113,0.21007975822271113,0.0,False,77,0.0811991810789989,0.0010545348192077778,0.8701298701298701,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-03-31,0.029362996103809588,0.1863960957543379,0.19042343938206874,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.09319804787716895,0.09319804787716895,0.0,False,78,0.0811991810789989,0.0010410151420384474,0.8717948717948718,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-04-28,0.025595216022119886,0.1750850084832769,0.17605873001191097,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.08754250424163845,0.08754250424163845,0.0,False,79,0.0811991810789989,0.001027837735177201,0.8734177215189873,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-05-31,0.02405009721689331,0.16311144509591038,0.1723016587665192,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.08155572254795519,0.08155572254795519,0.0,False,80,0.0811991810789989,0.0010149897634874861,0.875,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-06-30,0.023118731967861704,0.18738070994391598,0.16519334010436182,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.09369035497195799,0.09369035497195799,0.0,False,81,0.0811991810789989,0.0010024590256666529,0.8765432098765432,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-07-31,0.020277821402476012,0.04392875340987973,0.1569406064818379,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.021964376704939864,0.021964376704939864,0.0,False,82,0.0811991810789989,0.0009902339155975473,0.8780487804878049,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-08-31,0.0263201834345148,0.1438298243889711,0.1516775717086858,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.07191491219448555,0.07191491219448555,0.0,False,83,0.0811991810789989,0.0009783033864939625,0.8795180722891566,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-09-29,0.02128112914300556,0.24736116060686056,0.14939603364924983,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.12368058030343028,0.12368058030343028,0.0,False,84,0.0811991810789989,0.0009666569176071296,0.8809523809523809,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-10-31,0.05364428725343032,0.23195278098483155,0.14284238997653848,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.23195278098483155,0.23195278098483155,0.0,False,85,0.0811991810789989,0.0009552844832823399,0.8823529411764706,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-11-30,0.05853409630087587,0.198960132979811,0.13837557958100044,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.198960132979811,0.198960132979811,0.0,False,86,0.0811991810789989,0.0009441765241744056,0.8837209302325582,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2017-12-29,0.05802368091533877,0.07628413830015524,0.1351175727808347,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.07628413830015524,0.07628413830015524,0.0,False,87,0.0811991810789989,0.0009333239204482631,0.8850574712643678,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-01-31,0.05886918443087515,0.1576821059524295,0.13129678526236419,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.1576821059524295,0.1576821059524295,0.0,False,88,0.0811991810789989,0.0009227179668068055,0.8863636363636364,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-02-28,0.056973437619470185,0.17042180355045722,0.12815115533450366,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.17042180355045722,0.17042180355045722,0.0,False,89,0.0811991810789989,0.0009123503492022347,0.8876404494382022,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-03-30,0.05975615476501546,0.1604557945418134,0.12518695043156047,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.1604557945418134,0.1604557945418134,0.0,False,90,0.0811991810789989,0.0009022131230999876,0.8888888888888888,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-04-30,0.07283206896191488,0.17786051269832068,0.12383008338158477,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.17786051269832068,0.17786051269832068,0.0,False,91,0.0811991810789989,0.0008922986931758119,0.8901098901098901,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-05-31,0.07244248776950865,0.12679449123216474,0.12266392614360536,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.12679449123216474,0.12679449123216474,0.0,False,92,0.0811991810789989,0.0008825997943369444,0.8913043478260869,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-06-29,0.07112187945393139,0.08963392407183085,0.1200236523303814,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.08963392407183085,0.08963392407183085,0.0,False,93,0.0811991810789989,0.0008731094739677299,0.8924731182795699,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-07-31,0.07050125639794266,0.13328076495399513,0.11756009985641537,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.13328076495399513,0.13328076495399513,0.0,False,94,0.0811991810789989,0.0008638210753084988,0.8936170212765957,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-08-31,0.04845994333913577,0.12114245095683654,0.11660469341703292,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.12114245095683654,0.12114245095683654,0.0,False,95,0.0811991810789989,0.0008547282218841988,0.8947368421052632,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-09-28,0.04984877538271241,0.07494099118496375,0.11409735017731783,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.07494099118496375,0.07494099118496375,0.0,False,96,0.0811991810789989,0.0008458248029062384,0.8958333333333334,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-10-31,0.05211059626878391,0.10195955781817054,0.11079850149389525,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.10195955781817054,0.10195955781817054,0.0,False,97,0.0811991810789989,0.0008371049595773081,0.8969072164948454,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-11-30,0.05230173446691107,0.23359564789549722,0.10871508045727797,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.23359564789549722,0.23359564789549722,0.0,False,98,0.0811991810789989,0.0008285630722346825,0.8979591836734694,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2018-12-31,0.04955108360990586,0.28448715629701044,0.1066953200659922,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.28448715629701044,0.28448715629701044,0.0,False,99,0.0811991810789989,0.000820193748272716,0.898989898989899,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-01-31,0.03919118198739033,0.2498421416313084,0.10636573531707902,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.2498421416313084,0.2498421416313084,0.0,False,100,0.0811991810789989,0.0008119918107899888,0.9,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-02-28,0.025738747591563964,0.047043101227431036,0.11416243006123913,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.023521550613715518,0.023521550613715518,0.0,False,101,0.0811991810789989,0.0008039522879108801,0.900990099009901,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-03-29,0.02693282485571678,0.05975334669447384,0.11507234283569896,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.02987667334723692,0.02987667334723692,0.0,False,102,0.0811991810789989,0.0007960704027352832,0.9019607843137255,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-04-30,0.022795041591642175,-0.105609956376709,0.10822107350275814,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,-0.0528049781883545,-0.0528049781883545,0.0,False,103,0.0811991810789989,0.0007883415638737756,0.9029126213592233,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-05-31,0.022314481259137275,-0.13494940784329257,0.12419272403842702,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,-0.06747470392164628,-0.06747470392164628,0.0,False,104,0.0811991810789989,0.0007807613565288355,0.9038461538461539,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-06-28,0.023084980257622786,-0.143596460145231,0.13486029119845433,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,-0.0717982300726155,-0.0717982300726155,0.0,False,105,0.0811991810789989,0.0007733255340857037,0.9047619047619048,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-07-31,0.01649464250649174,0.0015766240659178055,0.150115506715556,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.0007883120329589027,0.0007883120329589027,0.0,False,106,0.0811991810789989,0.0007660300101792347,0.9056603773584906,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-08-30,0.0217867045108201,0.007870176721890453,0.15064097603748935,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.003935088360945227,0.003935088360945227,0.0,False,107,0.0811991810789989,0.000758870851205597,0.9065420560747663,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-09-30,0.02588664180660729,0.12262205815233829,0.15335528068260224,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.06131102907616914,0.06131102907616914,0.0,False,108,0.0811991810789989,0.0007518442692499897,0.9074074074074074,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-10-31,0.10955970987666104,0.34058716339128786,0.1580956981104974,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.34058716339128786,0.34058716339128786,0.0,False,109,0.0811991810789989,0.0007449466154036595,0.908256880733945,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-11-29,0.10978889308033232,0.16115399643717931,0.1557255429601137,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.16115399643717931,0.16115399643717931,0.0,False,110,0.0811991810789989,0.0007381743734454445,0.9090909090909091,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2019-12-31,0.11452630706723,0.19818011785042514,0.16175567024203816,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.19818011785042514,0.19818011785042514,0.0,False,111,0.0811991810789989,0.0007315241538648549,0.9099099099099099,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-01-31,0.11019757443070605,0.13406984361917818,0.16196072961694474,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.13406984361917818,0.13406984361917818,0.0,False,112,0.0811991810789989,0.0007249926882053472,0.9107142857142857,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-02-28,0.11625106026897636,0.22287898027862624,0.15876926285974172,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.22287898027862624,0.22287898027862624,0.0,False,113,0.0811991810789989,0.0007185768237079548,0.911504424778761,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-03-31,0.12042414500071774,0.09807864668465519,0.1528031477762805,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.09807864668465519,0.09807864668465519,0.0,False,114,0.0811991810789989,0.0007122735182368324,0.9122807017543859,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-04-30,0.07043584216641824,0.016548536431928204,0.15230921247861195,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.016548536431928204,0.016548536431928204,0.0,False,115,0.0811991810789989,0.0007060798354695555,0.9130434782608695,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-05-29,0.06665486648805177,0.0042040317300789595,0.15763708789962147,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.0042040317300789595,0.0042040317300789595,0.0,False,116,0.0811991810789989,0.0006999929403361973,0.9137931034482759,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-06-30,0.039519047897385806,0.12543736802582195,0.31623754681581745,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.12543736802582195,0.12543736802582195,0.0,False,117,0.0811991810789989,0.0006940100946922982,0.9145299145299145,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-07-31,0.04913992767727582,-0.09310786896899932,0.3233037623452345,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.09310786896899932,-0.09310786896899932,0.0,False,118,0.0811991810789989,0.0006881286532118549,0.9152542372881356,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-08-31,0.05157801269898535,-0.1557949618040239,0.3132766511204794,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.1557949618040239,-0.1557949618040239,0.0,False,119,0.0811991810789989,0.0006823460594873856,0.9159663865546218,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-09-30,0.054042313288839426,-0.12813813029888438,0.3328601031698406,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.12813813029888438,-0.12813813029888438,0.0,False,120,0.0811991810789989,0.0006766598423249907,0.9166666666666666,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-10-30,0.04453529615806989,-0.08897644154747664,0.2969638331396829,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.08897644154747664,-0.08897644154747664,0.0,False,121,0.0811991810789989,0.0006710676122231313,0.9173553719008265,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-11-30,0.03744631476477236,0.029727773433591502,0.3072833571331156,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.029727773433591502,0.029727773433591502,0.0,False,122,0.0811991810789989,0.0006655670580245811,0.9180327868852459,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2020-12-31,0.02786375430294061,-0.10631747751832044,0.16839523380750393,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,-0.05315873875916022,-0.05315873875916022,0.0,False,123,0.0811991810789989,0.0006601559437316983,0.9186991869918699,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-01-29,0.05803761943916041,-0.006284040587388932,0.17552743817256702,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.006284040587388932,-0.006284040587388932,0.0,False,124,0.0811991810789989,0.0006548321054757974,0.9193548387096774,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-02-26,0.051824463831834394,0.1093172106276059,0.3558173652657417,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.1093172106276059,0.1093172106276059,0.0,False,125,0.0811991810789989,0.0006495934486319911,0.92,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-03-31,0.04753277745358334,-0.08522173363355057,0.180157653589246,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.08522173363355057,-0.08522173363355057,0.0,False,126,0.0811991810789989,0.0006444379450714198,0.9206349206349206,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-04-30,0.007563580118858774,-0.11613568591979766,0.3642418439309476,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,-0.05806784295989883,-0.05806784295989883,0.0,False,127,0.0811991810789989,0.0006393636305432983,0.9212598425196851,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-05-31,0.04280505876610463,-0.05014967882920057,0.36096964179430424,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.05014967882920057,-0.05014967882920057,0.0,False,128,0.0811991810789989,0.0006343686021796788,0.921875,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-06-30,0.04958609504726331,0.054421731601779405,0.3310163025582199,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.054421731601779405,0.054421731601779405,0.0,False,129,0.0811991810789989,0.0006294510161162705,0.9224806201550387,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-07-30,0.04357206431364945,0.12326772141483675,0.336546503622919,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.12326772141483675,0.12326772141483675,0.0,False,130,0.0811991810789989,0.0006246090852230683,0.9230769230769231,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-08-31,0.05567999751093275,0.06624594522097155,0.2542534080040926,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.06624594522097155,0.06624594522097155,0.0,False,131,0.0811991810789989,0.0006198410769389228,0.9236641221374046,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-09-30,0.07952029445367703,0.20660991966742567,0.19870718309951674,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.20660991966742567,0.20660991966742567,0.0,False,132,0.0811991810789989,0.0006151453112045371,0.9242424242424242,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-10-29,0.04003567961223143,0.1431279616753879,0.1821464054568559,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.1431279616753879,0.1431279616753879,0.0,False,133,0.0811991810789989,0.0006105201584887134,0.924812030075188,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-11-30,0.045319670900237266,0.2208782532658583,0.1780470889089361,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.2208782532658583,0.2208782532658583,0.0,False,134,0.0811991810789989,0.0006059640379029767,0.9253731343283582,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2021-12-31,0.05400781562627662,0.14660159889721233,0.17890157255357747,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.14660159889721233,0.14660159889721233,0.0,False,135,0.0811991810789989,0.0006014754153999917,0.9259259259259259,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-01-31,0.03386002130142941,0.06971574195712177,0.17932798144961024,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.06971574195712177,0.06971574195712177,0.0,False,136,0.0811991810789989,0.0005970528020514624,0.9264705882352942,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-02-28,0.05686651666561609,0.19331111354554786,0.17882791000213843,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.19331111354554786,0.19331111354554786,0.0,False,137,0.0811991810789989,0.0005926947524014517,0.927007299270073,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-03-31,0.021329710046617958,0.1375845486494579,0.1782269807630827,0.5,0.5,0.5,0.5,DEFER-TO-TAX-DEFAULT,DEFER-TO-TAX-DEFAULT,False,no_change,0.06879227432472895,0.06879227432472895,0.0,False,138,0.0811991810789989,0.0005883998628912963,0.927536231884058,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-04-29,0.05797672865611827,0.2710028800257327,0.180920987092833,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.2710028800257327,0.2710028800257327,0.0,False,139,0.0811991810789989,0.00058416677035251,0.9280575539568345,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-05-31,0.06760912134076491,0.143087609933722,0.17909847282733965,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.143087609933722,0.143087609933722,0.0,False,140,0.0811991810789989,0.0005799941505642778,0.9285714285714286,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-06-30,0.048361775356253474,0.11474432508572971,0.1803340615931212,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.11474432508572971,0.11474432508572971,0.0,False,141,0.0811991810789989,0.0005758807168723325,0.9290780141843972,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-07-29,0.04556224440978803,0.13475719917595766,0.17816028259950106,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.13475719917595766,0.13475719917595766,0.0,False,142,0.0811991810789989,0.0005718252188661894,0.9295774647887324,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-08-31,0.05466341021695755,0.14350930643776713,0.17071385222269336,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.14350930643776713,0.14350930643776713,0.0,False,143,0.0811991810789989,0.0005678264411118803,0.9300699300699301,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-09-30,0.0684992208397047,0.11440824654933468,0.16811644731528308,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,0.11440824654933468,0.11440824654933468,0.0,False,144,0.0811991810789989,0.0005638832019374923,0.9305555555555556,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-10-31,0.05170463033452931,-0.03207860346497328,0.18372136584908652,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.03207860346497328,-0.03207860346497328,0.0,False,145,0.0811991810789989,0.0005599943522689578,0.9310344827586207,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-11-30,0.045273675868587604,-0.032772710703144727,0.1791434956581167,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.032772710703144727,-0.032772710703144727,0.0,False,146,0.0811991810789989,0.000556158774513691,0.9315068493150684,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2022-12-30,0.07292633822338164,-0.013851154610279047,0.18466402956016723,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.013851154610279047,-0.013851154610279047,0.0,False,147,0.0811991810789989,0.0005523753814897884,0.9319727891156463,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-01-31,0.06855162917575339,-0.0881384054298609,0.1788950645974224,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.0881384054298609,-0.0881384054298609,0.0,False,148,0.0811991810789989,0.0005486431153986411,0.9324324324324325,10,gemini_veto_0.50,veto_regression_sell,0.5,True
2023-02-28,0.06284160102297565,-0.10193874067608111,0.20458233409046292,1.0,1.0,0.0,0.0,ACTIONABLE,ACTIONABLE,False,no_change,-0.10193874067608111,-0.10193874067608111,0.0,False,149,0.0811991810789989,0.0005449609468389187,0.9328859060402684,10,gemini_veto_0.50,veto_regression_sell,0.5,True
