horizon_months,model_name,target_kind,n_obs,fold_count,n_features,target_mae,target_rmse,growth_mae,growth_rmse,future_bvps_mae,future_bvps_rmse,directional_hit_rate,spearman_ic,mean_predicted_growth,mean_realized_growth,target_variant,feature_block
6,trailing_3m_growth,growth,174,29,0,0.08225952967675274,0.10285855682798412,0.08225952967675274,0.10285855682798412,2.1594502796744135,3.3058807392074474,0.6494252873563219,0.22997094906740134,0.05914082745626066,0.06650965268783703,raw,baseline
6,seasonal_month_drift,growth,174,29,0,0.08514043105399668,0.10503863818916243,0.08514043105399668,0.10503863818916243,2.188327625290377,3.217630171366116,0.7758620689655172,-0.13638798020035642,0.049043655587343346,0.06650965268783703,raw,baseline
6,ridge_bridge,growth,174,29,9,0.08053927812124709,0.102280592872,0.08053927812124709,0.102280592872,2.129866187565662,3.272950925374887,0.7413793103448276,0.02524559355334719,0.04685286586449225,0.06650965268783703,raw,bvps_lags
6,elastic_net_bridge,growth,174,29,9,0.1264649260834982,0.16669657045629752,0.1264649260834982,0.16669657045629752,3.4904622312454405,5.471445605680898,0.47126436781609193,-0.0726706341296734,0.027101541647820405,0.06650965268783703,raw,bvps_lags
6,ridge_bridge,growth,174,29,11,0.21477433406853227,0.7604118760668656,0.21477433406853227,0.7604118760668656,7.728429239070464,31.60179533432986,0.7413793103448276,0.04131211025370882,0.1940589528241758,0.06650965268783703,raw,accounting_core
6,elastic_net_bridge,growth,174,29,11,5.48951002930046,29.056690430814072,5.48951002930046,29.056690430814072,225.6551037520268,1208.7817187480562,0.6839080459770115,0.19347817420769384,5.467231308135404,0.06650965268783703,raw,accounting_core
6,ridge_bridge,growth,174,29,6,0.740505799941004,3.6017976786161543,0.740505799941004,3.6017976786161543,29.679559556166904,151.9130109101141,0.7413793103448276,0.04756285771234944,0.7165185650573551,0.06650965268783703,raw,logical_interactions
6,elastic_net_bridge,growth,174,29,6,7.29518703170895,38.987561633482954,7.29518703170895,38.987561633482954,302.71945461449405,1643.7536543924552,0.6206896551724138,0.2589515646800877,7.262880916482243,0.06650965268783703,raw,logical_interactions
6,ridge_bridge,growth,174,29,26,0.8515795656770054,4.196072828578429,0.8515795656770054,4.196072828578429,34.29352902438986,176.62018624288484,0.7413793103448276,0.06580483498960676,0.8300073313955335,0.06650965268783703,raw,bridge_combined
6,elastic_net_bridge,growth,174,29,26,7.528788403513595,40.12777510953417,7.528788403513595,40.12777510953417,312.05692714780184,1691.7988340032434,0.5574712643678161,0.19126171018536972,7.453282812470237,0.06650965268783703,raw,bridge_combined
6,no_change_bvps,growth,174,29,0,0.12410742905929338,0.14784836194252882,0.12410742905929338,0.14784836194252882,3.165512643678161,4.721162372094204,0.09195402298850575,,0.0,0.11353209647435068,adjusted,baseline
6,drift_bvps_growth,growth,174,29,0,0.07478380356370341,0.10204041162131816,0.07478380356370341,0.10204041162131816,2.0000170150965353,3.22046440380984,0.8735632183908046,0.11238708726426644,0.08941940069240896,0.11353209647435068,adjusted,baseline
6,trailing_3m_growth,growth,174,29,0,0.07619751209262335,0.10458183252272793,0.07619751209262335,0.10458183252272793,1.9668596577095203,3.0923123558107557,0.8390804597701149,0.3193007682460565,0.1045768735361012,0.11353209647435068,adjusted,baseline
