model_family,model_type,feature,experiment_mode,feature_group,family,n_benchmarks,mean_delta_ic,mean_delta_oos_r2,mean_delta_balanced_accuracy,mean_delta_brier_score,mean_delta_score,positive_benchmark_count
classification,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,,,-0.018589151712401893,0.013581540308526405,-0.01608534601046415,4
classification,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,,,-0.011968698560067985,0.008156405166931294,-0.01006255186349964,4
classification,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,,,-0.019757609788866613,0.0119393944732244,-0.015848502131045508,1
classification,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,,,-0.007716575926162379,-0.020826975685955065,0.006555199879896343,7
classification,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,,,-0.011650240061879057,-0.003067745851415813,-0.004291247105231622,6
classification,ridge,ta_ratio_roc_6m_gld__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,,,0.00615055432605964,-0.012674770720388796,0.009412662523224218,6
classification,ridge,ta_ratio_roc_6m_vde,add_feature,ratio_momentum,momentum,8,,,-0.017591927860438193,0.02700371293235326,-0.022297820396395725,3
classification,ridge,ta_ratio_roc_6m_vde,replace_mom_12m,ratio_momentum,momentum,8,,,0.006509626798627037,-0.004552585627593173,0.005531106213110103,5
classification,ridge,ta_ratio_roc_6m_vde,replace_vix,ratio_momentum,momentum,8,,,-0.006542105350602949,0.012238243422372175,-0.009390174386487562,5
classification,ridge,ta_ratio_roc_6m_vde,replace_vol_63d,ratio_momentum,momentum,8,,,0.007216717327863588,-0.004980643585252385,0.006098680456557986,4
classification,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,,,-0.01779972144107648,0.03402634025494,-0.025913030848008237,1
classification,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,,,-0.010426618168814947,0.0012409221190846469,-0.005833770143949797,4
classification,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,,,-0.001535800677791306,0.01613155238151219,-0.008833676529651748,4
classification,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,,,-0.01259865132309796,0.011860299908077711,-0.012229475615587836,4
classification,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,,,-0.01260071896858251,0.021634171340637758,-0.017117445154610132,4
classification,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,,,0.010059692588146082,-0.00459881725496343,0.007329254921554758,4
classification,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,,,-0.0025336055833841895,0.00569765073765113,-0.00411562816051766,6
classification,ridge,ta_ratio_roc_6m_vde__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,,,0.007414258011516288,-0.008570010107544997,0.007992134059530642,5
classification,ridge,ta_ratio_roc_6m_vmbs,add_feature,ratio_momentum,momentum,8,,,-0.03856985724446054,0.046023887442722705,-0.04229687234359163,2
classification,ridge,ta_ratio_roc_6m_vmbs,replace_mom_12m,ratio_momentum,momentum,8,,,-0.040625367137468844,0.03234951931039522,-0.036487443223932034,3
classification,ridge,ta_ratio_roc_6m_vmbs,replace_vix,ratio_momentum,momentum,8,,,-0.027245403341565853,0.02845290878244292,-0.027849156062004388,1
classification,ridge,ta_ratio_roc_6m_vmbs,replace_vol_63d,ratio_momentum,momentum,8,,,-0.014038380110769154,0.01586551617667997,-0.014951948143724561,3
classification,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,,,-0.049742961467960346,0.08152434240831596,-0.06563365193813815,1
classification,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,,,-0.04076250064814481,0.06890656616060346,-0.054834533404374136,2
classification,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,,,-0.03238980810805631,0.06368501834992481,-0.04803741322899056,2
classification,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,,,-0.04457924896668644,0.06943698377319857,-0.057008116369942505,2
classification,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,,,-0.011881940277811538,0.02455102144266406,-0.018216480860237798,2
classification,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,,,-0.003581239506784302,0.008054126272811341,-0.005817682889797822,6
classification,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,,,-0.0025896268380819765,0.010470012936461544,-0.0065298198872717605,5
classification,ridge,ta_ratio_roc_6m_vmbs__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,,,-0.0006292217898001759,0.0046007352863371605,-0.002614978538068668,4
classification,ridge,ta_ratio_roc_6m_voo,add_feature,ratio_momentum,momentum,8,,,-0.029390531876080275,0.03577592218228545,-0.03258322702918287,2
classification,ridge,ta_ratio_roc_6m_voo,replace_mom_12m,ratio_momentum,momentum,8,,,-0.031101249384540196,0.011636524044997338,-0.02136888671476877,4
classification,ridge,ta_ratio_roc_6m_voo,replace_vix,ratio_momentum,momentum,8,,,-0.011877268752873114,0.016213351911947345,-0.01404531033241023,5
classification,ridge,ta_ratio_roc_6m_voo,replace_vol_63d,ratio_momentum,momentum,8,,,0.00204854844471946,0.0005772056194780391,0.0007356714126207104,5
classification,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,,,-0.014034967899528704,0.019954295855326733,-0.016994631877427717,5
classification,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,,,0.010914692752914457,-0.01903271505020674,0.014973703901560598,6
classification,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,,,-0.0045800093505423065,0.008105237246706334,-0.00634262329862432,5
classification,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,,,0.0015720815540265984,-0.008809237298716847,0.005190659426371723,5
classification,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,,,-0.023832487632398487,0.03336058867552576,-0.028596538153962122,2
classification,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,,,-0.010622121675171285,0.003956153212521803,-0.007289137443846544,4
classification,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,,,0.001029589902887991,0.015294355623387521,-0.007132382860249765,5
classification,ridge,ta_ratio_roc_6m_voo__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,,,0.000952332347040584,0.00036538430008186545,0.00029347402347935925,5
classification,ridge,ta_ratio_roc_6m_vwo,add_feature,ratio_momentum,momentum,8,,,-0.009851898129159618,0.005754457535858296,-0.007803177832508957,3
classification,ridge,ta_ratio_roc_6m_vwo,replace_mom_12m,ratio_momentum,momentum,8,,,-0.0029744897527220135,-0.013215787649336501,0.005120648948307244,5
classification,ridge,ta_ratio_roc_6m_vwo,replace_vix,ratio_momentum,momentum,8,,,-0.0015979533595171305,-0.00987241871279963,0.004137232676641249,6
classification,ridge,ta_ratio_roc_6m_vwo,replace_vol_63d,ratio_momentum,momentum,8,,,0.012186314952499479,-0.022114732778045973,0.017150523865272726,6
classification,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,,,-0.02332844991088668,0.02990122622944232,-0.0266148380701645,2
classification,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,,,0.008525969378574513,-0.00040698882551406385,0.004466479102044289,5
classification,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,,,-0.01808294869281945,0.012157512650711792,-0.01512023067176562,3
classification,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,,,-0.004501461055896071,0.007988809701047064,-0.006245135378471567,3
classification,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,,,-0.00226320020586588,0.0007663959119449913,-0.0015147980589054356,5
classification,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,,,0.00920289273028764,-0.022400714500373623,0.01580180361533063,6
classification,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,,,0.008957393788078118,-0.01880285198022317,0.013880122884150643,7
classification,ridge,ta_ratio_roc_6m_vwo__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,,,0.019154046422271954,-0.02421403622225153,0.021684041322261743,6
classification,ridge,ta_ratio_roc_6m_vxus,add_feature,ratio_momentum,momentum,8,,,-0.019670917273948478,0.02775653807153649,-0.023713727672742484,2
classification,ridge,ta_ratio_roc_6m_vxus,replace_mom_12m,ratio_momentum,momentum,8,,,-0.014936359712591545,0.0056657905740436915,-0.010301075143317618,5
classification,ridge,ta_ratio_roc_6m_vxus,replace_vix,ratio_momentum,momentum,8,,,-0.00622692797915083,0.010828212627813572,-0.008527570303482201,4
classification,ridge,ta_ratio_roc_6m_vxus,replace_vol_63d,ratio_momentum,momentum,8,,,0.005658705081317016,0.0018748297754761674,0.0018919376529204241,5
classification,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,add_feature,trend_strength_interaction,regime,8,,,-0.043609430927367895,0.057600170565665985,-0.05060480074651694,2
classification,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,replace_mom_12m,trend_strength_interaction,regime,8,,,-0.01642561672025928,0.032271310828510216,-0.02434846377438475,4
classification,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,,,-0.033720572051544724,0.038508798945887955,-0.03611468549871634,3
classification,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,,,-0.03470520775064039,0.04077286581439574,-0.03773903678251807,2
classification,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,,,-0.01781019141435227,0.031354601436523494,-0.02458239642543788,2
classification,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,,,-0.007595931644009249,0.006137299960211867,-0.006866615802110558,5
classification,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,,,-0.004124321374242811,0.01358493094323358,-0.008854626158738195,4
classification,ridge,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,,,-0.006990814656016399,0.009355424092305591,-0.008173119374160995,5
classification,ridge,ta_ratio_rsi_6m_bnd,add_feature,ratio_oscillator,momentum,8,,,-0.04713038923535496,0.03436616091170437,-0.04074827507352966,1
classification,ridge,ta_ratio_rsi_6m_bnd,replace_mom_12m,ratio_oscillator,momentum,8,,,-0.009050855205991443,0.0067110962450221585,-0.0078809757255068,5
classification,ridge,ta_ratio_rsi_6m_bnd,replace_vix,ratio_oscillator,momentum,8,,,-0.03734298189927907,0.017613654823322653,-0.027478318361300862,4
classification,ridge,ta_ratio_rsi_6m_bnd,replace_vol_63d,ratio_oscillator,momentum,8,,,-0.015907070973108,0.0008382717596126556,-0.008372671366360327,4
classification,ridge,ta_ratio_rsi_6m_dbc,add_feature,ratio_oscillator,momentum,8,,,-0.021841574152887955,0.02133367552728807,-0.021587624840088013,4
classification,ridge,ta_ratio_rsi_6m_dbc,replace_mom_12m,ratio_oscillator,momentum,8,,,-0.00683836929460558,-0.006897136631208358,2.9383668301389068e-05,6
classification,ridge,ta_ratio_rsi_6m_dbc,replace_vix,ratio_oscillator,momentum,8,,,-0.017696315937629346,0.006401408129522515,-0.01204886203357593,5
classification,ridge,ta_ratio_rsi_6m_dbc,replace_vol_63d,ratio_oscillator,momentum,8,,,-0.014189290455477947,-0.00023453044656488592,-0.006977380004456531,5
classification,ridge,ta_ratio_rsi_6m_gld,add_feature,ratio_oscillator,momentum,8,,,-0.02687905189476334,0.014469350422406473,-0.020674201158584905,2
classification,ridge,ta_ratio_rsi_6m_gld,replace_mom_12m,ratio_oscillator,momentum,8,,,-0.030653699522017304,-0.012048411757078641,-0.009302643882469331,6
classification,ridge,ta_ratio_rsi_6m_gld,replace_vix,ratio_oscillator,momentum,8,,,-0.019291636020536566,-0.004192309741095818,-0.007549663139720374,6
classification,ridge,ta_ratio_rsi_6m_gld,replace_vol_63d,ratio_oscillator,momentum,8,,,-0.00488196414362263,-0.011505109033489575,0.0033115724449334725,6
classification,ridge,ta_ratio_rsi_6m_vde,add_feature,ratio_oscillator,momentum,8,,,-0.00949709650850266,0.0204119510863147,-0.01495452379740868,3
classification,ridge,ta_ratio_rsi_6m_vde,replace_mom_12m,ratio_oscillator,momentum,8,,,0.020892080903586886,-0.016770329961704987,0.018831205432645937,6
classification,ridge,ta_ratio_rsi_6m_vde,replace_vix,ratio_oscillator,momentum,8,,,-0.0063215592071636725,0.005157798588379749,-0.005739678897771711,5
classification,ridge,ta_ratio_rsi_6m_vde,replace_vol_63d,ratio_oscillator,momentum,8,,,-0.0016777601078117668,-0.0006351545808585893,-0.0005213027634765888,5
classification,ridge,ta_ratio_rsi_6m_vmbs,add_feature,ratio_oscillator,momentum,8,,,-0.05004121851124895,0.04886572549414098,-0.04945347200269496,0
classification,ridge,ta_ratio_rsi_6m_vmbs,replace_mom_12m,ratio_oscillator,momentum,8,,,-0.032659525439811266,0.024259135932036966,-0.028459330685924114,3
classification,ridge,ta_ratio_rsi_6m_vmbs,replace_vix,ratio_oscillator,momentum,8,,,-0.03200508310049223,0.032244651836246224,-0.03212486746836923,1
classification,ridge,ta_ratio_rsi_6m_vmbs,replace_vol_63d,ratio_oscillator,momentum,8,,,-0.023357340674240272,0.016408841152526554,-0.019883090913383413,3
classification,ridge,ta_ratio_rsi_6m_voo,add_feature,ratio_oscillator,momentum,8,,,-0.04788369007979932,0.04231759319375346,-0.045100641636776385,2
classification,ridge,ta_ratio_rsi_6m_voo,replace_mom_12m,ratio_oscillator,momentum,8,,,-0.028307567612127216,0.016803671294703306,-0.022555619453415263,4
classification,ridge,ta_ratio_rsi_6m_voo,replace_vix,ratio_oscillator,momentum,8,,,-0.018243196422349083,0.024232677444596055,-0.02123793693347257,4
classification,ridge,ta_ratio_rsi_6m_voo,replace_vol_63d,ratio_oscillator,momentum,8,,,-0.023186010381548376,0.019491852646838437,-0.02133893151419341,3
classification,ridge,ta_ratio_rsi_6m_vwo,add_feature,ratio_oscillator,momentum,8,,,-0.019597513624434244,0.0037770153743927233,-0.011687264499413484,5
classification,ridge,ta_ratio_rsi_6m_vwo,replace_mom_12m,ratio_oscillator,momentum,8,,,-0.011260156712962932,-0.021368927269698714,0.005054385278367891,6
classification,ridge,ta_ratio_rsi_6m_vwo,replace_vix,ratio_oscillator,momentum,8,,,-0.006564064761187878,-0.014175006623162543,0.0038054709309873324,6
classification,ridge,ta_ratio_rsi_6m_vwo,replace_vol_63d,ratio_oscillator,momentum,8,,,0.008179879187116691,-0.024744810054916907,0.016462344621016797,8
classification,ridge,ta_ratio_rsi_6m_vxus,add_feature,ratio_oscillator,momentum,8,,,-0.024438207963096717,0.005557639390366038,-0.014997923676731377,4
classification,ridge,ta_ratio_rsi_6m_vxus,replace_mom_12m,ratio_oscillator,momentum,8,,,-0.004840848419495239,-0.02167786275489849,0.008418507167701626,7
classification,ridge,ta_ratio_rsi_6m_vxus,replace_vix,ratio_oscillator,momentum,8,,,-0.018742558944309755,-0.01063982935925942,-0.004051364792525167,6
classification,ridge,ta_ratio_rsi_6m_vxus,replace_vol_63d,ratio_oscillator,momentum,8,,,0.005972069945105553,-0.019614290803808283,0.012793180374456918,7
classification,ridge,ta_vde_roc_6m,add_feature,benchmark_regime,momentum,8,,,-0.006332029422299941,0.016501549997801398,-0.01141678971005067,4
classification,ridge,ta_vde_roc_6m,replace_mom_12m,benchmark_regime,momentum,8,,,-0.009447134472026664,-0.0061547046568325575,-0.001646214907597053,6
classification,ridge,ta_vde_roc_6m,replace_vix,benchmark_regime,momentum,8,,,0.0032528200118499898,-0.0021621156366555504,0.00270746782425277,4
classification,ridge,ta_vde_roc_6m,replace_vol_63d,benchmark_regime,momentum,8,,,0.010792987458203847,-0.009725572245984491,0.01025927985209417,7
classification,ridge,ta_voo_pc_tech,add_feature,benchmark_regime,regime,8,,,0.0029042025065804528,0.009479436326688247,-0.003287616910053897,3
classification,ridge,ta_voo_pc_tech,replace_mom_12m,benchmark_regime,regime,8,,,0.013486726072003664,-0.013566037649082992,0.013526381860543326,6
classification,ridge,ta_voo_pc_tech,replace_vix,benchmark_regime,regime,8,,,0.009627664189393717,-0.009767169989618345,0.009697417089506031,5
classification,ridge,ta_voo_pc_tech,replace_vol_63d,benchmark_regime,regime,8,,,0.021276944315595493,-0.015313157548651275,0.018295050932123386,6
regression,gbt,__baseline__,baseline,,,8,0.0,0.0,,,0.0,0
regression,gbt,ta_bnd_macd_hist_norm,add_feature,benchmark_regime,momentum,8,0.006373352064915527,0.010266694459113646,,,0.008320023262014585,4
regression,gbt,ta_bnd_macd_hist_norm,replace_mom_12m,benchmark_regime,momentum,8,0.026704986748428895,0.08597441184830387,,,0.05633969929836638,7
regression,gbt,ta_bnd_macd_hist_norm,replace_vix,benchmark_regime,momentum,8,0.001620621781799652,-0.010399280830343846,,,-0.004389329524272095,4
regression,gbt,ta_bnd_macd_hist_norm,replace_vol_63d,benchmark_regime,momentum,8,0.04081211132274332,0.044294172383112174,,,0.04255314185292773,4
regression,gbt,ta_dbc_roc_6m,add_feature,benchmark_regime,momentum,8,-0.013777455385274499,-0.0026050586628736543,,,-0.008191257024074076,7
regression,gbt,ta_dbc_roc_6m,replace_mom_12m,benchmark_regime,momentum,8,0.007788707943637861,0.05307315661748914,,,0.030430932280563497,7
regression,gbt,ta_dbc_roc_6m,replace_vix,benchmark_regime,momentum,8,-0.015922010062075814,-0.03916547098215348,,,-0.02754374052211464,4
regression,gbt,ta_dbc_roc_6m,replace_vol_63d,benchmark_regime,momentum,8,0.014669011832566348,0.024540543312286615,,,0.019604777572426485,5
regression,gbt,ta_gld_roc_6m,add_feature,benchmark_regime,momentum,8,-0.03217328987127102,-0.05341245881261483,,,-0.04279287434194293,3
regression,gbt,ta_gld_roc_6m,replace_mom_12m,benchmark_regime,momentum,8,-0.03717319201757453,0.039130997331505796,,,0.0009789026569656297,4
regression,gbt,ta_gld_roc_6m,replace_vix,benchmark_regime,momentum,8,-0.04094469848925185,-0.10743787897273162,,,-0.07419128873099173,1
regression,gbt,ta_gld_roc_6m,replace_vol_63d,benchmark_regime,momentum,8,0.008534685328508013,-0.007101080798624919,,,0.0007168022649415504,5
regression,gbt,ta_peer_ratio_ema_gap_12m,add_feature,peer_relative,trend,8,0.009266337285832177,-0.06850360867832378,,,-0.0296186356962458,3
regression,gbt,ta_peer_ratio_ema_gap_12m,replace_mom_12m,peer_relative,trend,8,0.025307672873753784,0.033924705955378776,,,0.029616189414566275,7
regression,gbt,ta_peer_ratio_ema_gap_12m,replace_vix,peer_relative,trend,8,0.006504829908126919,-0.051798799698425886,,,-0.02264698489514948,5
regression,gbt,ta_peer_ratio_ema_gap_12m,replace_vol_63d,peer_relative,trend,8,0.05140282423967659,0.033934444723335476,,,0.04266863448150604,6
regression,gbt,ta_peer_ratio_roc_6m,add_feature,peer_relative,momentum,8,-0.08858133884996511,-0.11856921824383818,,,-0.10357527854690163,3
regression,gbt,ta_peer_ratio_roc_6m,replace_mom_12m,peer_relative,momentum,8,-0.0568562154999241,0.0059007102450865795,,,-0.025477752627418755,4
regression,gbt,ta_peer_ratio_roc_6m,replace_vix,peer_relative,momentum,8,-0.0834205530089183,-0.11246207609575268,,,-0.09794131455233548,2
regression,gbt,ta_peer_ratio_roc_6m,replace_vol_63d,peer_relative,momentum,8,-0.027155167343599514,-0.04855715034139375,,,-0.037856158842496636,4
regression,gbt,ta_peer_ratio_rsi_6m,add_feature,peer_relative,momentum,8,-0.11045035465888073,-0.15866033701033075,,,-0.13455534583460574,1
regression,gbt,ta_peer_ratio_rsi_6m,replace_mom_12m,peer_relative,momentum,8,-0.10559018715648763,-0.056110236871760935,,,-0.08085021201412428,3
regression,gbt,ta_peer_ratio_rsi_6m,replace_vix,peer_relative,momentum,8,-0.11785805454048809,-0.1816302616981102,,,-0.14974415811929914,1
regression,gbt,ta_peer_ratio_rsi_6m,replace_vol_63d,peer_relative,momentum,8,-0.07488666306106861,-0.12225311957384905,,,-0.09856989131745883,3
regression,gbt,ta_pgr_adx_63d,add_feature,pgr_trend_strength,regime,8,-0.03516118452811961,-0.0595181744749925,,,-0.047339679501556056,3
regression,gbt,ta_pgr_adx_63d,replace_mom_12m,pgr_trend_strength,regime,8,-0.0159901679881624,0.05731854402559237,,,0.020664188018714984,6
regression,gbt,ta_pgr_adx_63d,replace_vix,pgr_trend_strength,regime,8,-0.0348492442556665,-0.07248133574197355,,,-0.05366528999882003,4
regression,gbt,ta_pgr_adx_63d,replace_vol_63d,pgr_trend_strength,regime,8,0.004787613729486632,-0.001149428355667212,,,0.001819092686909718,6
regression,gbt,ta_pgr_macd_hist_norm,add_feature,pgr_momentum,momentum,8,0.0017389028391332135,-0.01884573246477922,,,-0.008553414812823002,5
regression,gbt,ta_pgr_macd_hist_norm,replace_mom_12m,pgr_momentum,momentum,8,0.03307225252667028,0.0932110255797973,,,0.06314163905323379,6
regression,gbt,ta_pgr_macd_hist_norm,replace_vix,pgr_momentum,momentum,8,0.002754548386157322,0.02011972294162567,,,0.011437135663891495,6
regression,gbt,ta_pgr_macd_hist_norm,replace_vol_63d,pgr_momentum,momentum,8,0.053178727587009894,0.03992787061389221,,,0.04655329910045106,6
regression,gbt,ta_pgr_natr_63d,add_feature,pgr_volatility,volatility,8,-0.035910856408790826,-0.1287070007670395,,,-0.08230892858791516,1
regression,gbt,ta_pgr_natr_63d,replace_mom_12m,pgr_volatility,volatility,8,0.013614549025872783,0.0023477629934371483,,,0.007981156009654966,6
regression,gbt,ta_pgr_natr_63d,replace_vix,pgr_volatility,volatility,8,-0.03928224931559678,-0.12835954424946128,,,-0.08382089678252903,1
regression,gbt,ta_pgr_natr_63d,replace_vol_63d,pgr_volatility,volatility,8,0.01019380129634139,-0.03298392908417054,,,-0.011395063893914575,6
regression,gbt,ta_pgr_obv_detrended,add_feature,pgr_volume,volume,8,0.015216125252829902,0.029324088235684467,,,0.022270106744257185,7
regression,gbt,ta_pgr_obv_detrended,replace_mom_12m,pgr_volume,volume,8,0.07530235511144992,0.1783486748358778,,,0.12682551497366384,8
regression,gbt,ta_pgr_obv_detrended,replace_vix,pgr_volume,volume,8,0.030653175467789263,0.05587800066279236,,,0.043265588065290815,7
regression,gbt,ta_pgr_obv_detrended,replace_vol_63d,pgr_volume,volume,8,0.09470044470972981,0.13230470098829236,,,0.1135025728490111,8
regression,gbt,ta_ratio_bb_pct_b_6m_bnd,add_feature,ratio_bollinger,volatility,8,0.0033916888913957787,0.032121070877097806,,,0.01775637988424679,5
regression,gbt,ta_ratio_bb_pct_b_6m_bnd,replace_mom_12m,ratio_bollinger,volatility,8,0.0439580110248485,0.10533019048133097,,,0.07464410075308973,8
regression,gbt,ta_ratio_bb_pct_b_6m_bnd,replace_vix,ratio_bollinger,volatility,8,-0.0009729996696339737,0.006098298666665614,,,0.0025626494985158173,5
regression,gbt,ta_ratio_bb_pct_b_6m_bnd,replace_vol_63d,ratio_bollinger,volatility,8,0.050056089827800326,0.0672053735303107,,,0.0586307316790555,7
regression,gbt,ta_ratio_bb_pct_b_6m_dbc,add_feature,ratio_bollinger,volatility,8,-0.0073762311478884415,-0.08250077662547939,,,-0.04493850388668391,3
regression,gbt,ta_ratio_bb_pct_b_6m_dbc,replace_mom_12m,ratio_bollinger,volatility,8,-0.000503700667757007,-0.026860580417074863,,,-0.013682140542415936,7
regression,gbt,ta_ratio_bb_pct_b_6m_dbc,replace_vix,ratio_bollinger,volatility,8,0.01211303905451738,-0.055268956658061405,,,-0.02157795880177201,4
regression,gbt,ta_ratio_bb_pct_b_6m_dbc,replace_vol_63d,ratio_bollinger,volatility,8,0.02646214809163145,-0.04666197681534773,,,-0.010099914361858128,4
regression,gbt,ta_ratio_bb_pct_b_6m_gld,add_feature,ratio_bollinger,volatility,8,-0.021317875454778396,-0.012918257254308854,,,-0.017118066354543632,4
regression,gbt,ta_ratio_bb_pct_b_6m_gld,replace_mom_12m,ratio_bollinger,volatility,8,0.0022717182246876494,0.044275463937590874,,,0.023273591081139258,6
regression,gbt,ta_ratio_bb_pct_b_6m_gld,replace_vix,ratio_bollinger,volatility,8,-0.03988994928918345,-0.03281842449442841,,,-0.03635418689180593,2
regression,gbt,ta_ratio_bb_pct_b_6m_gld,replace_vol_63d,ratio_bollinger,volatility,8,0.024811448554007277,0.007345359967059276,,,0.016078404260533273,4
regression,gbt,ta_ratio_bb_pct_b_6m_vde,add_feature,ratio_bollinger,volatility,8,-0.019528960355529888,-0.05836492768284604,,,-0.03894694401918797,3
regression,gbt,ta_ratio_bb_pct_b_6m_vde,replace_mom_12m,ratio_bollinger,volatility,8,0.0006126495309684869,0.04438375124586329,,,0.022498200388415893,5
regression,gbt,ta_ratio_bb_pct_b_6m_vde,replace_vix,ratio_bollinger,volatility,8,-0.0034693273476209333,-0.0061630158186654176,,,-0.004816171583143176,5
regression,gbt,ta_ratio_bb_pct_b_6m_vde,replace_vol_63d,ratio_bollinger,volatility,8,0.04451605659340937,0.009895459092805689,,,0.027205757843107525,5
regression,gbt,ta_ratio_bb_pct_b_6m_vmbs,add_feature,ratio_bollinger,volatility,8,-0.006823088310444659,0.06652572173631836,,,0.02985131671293685,6
regression,gbt,ta_ratio_bb_pct_b_6m_vmbs,replace_mom_12m,ratio_bollinger,volatility,8,0.014389418959150694,0.15664784327131137,,,0.08551863111523103,7
regression,gbt,ta_ratio_bb_pct_b_6m_vmbs,replace_vix,ratio_bollinger,volatility,8,-0.01073431626830314,0.07929059510249546,,,0.03427813941709616,6
regression,gbt,ta_ratio_bb_pct_b_6m_vmbs,replace_vol_63d,ratio_bollinger,volatility,8,0.0481416249089182,0.10496358929609435,,,0.07655260710250628,6
regression,gbt,ta_ratio_bb_pct_b_6m_voo,add_feature,ratio_bollinger,volatility,8,-0.007843388305949661,0.06026478729176894,,,0.026210699492909634,6
regression,gbt,ta_ratio_bb_pct_b_6m_voo,replace_mom_12m,ratio_bollinger,volatility,8,0.021234185839149072,0.13360075813858568,,,0.07741747198886738,6
