model_family,model_type,feature,experiment_mode,feature_group,family,n_benchmarks,mean_delta_ic,mean_delta_oos_r2,mean_delta_balanced_accuracy,mean_delta_brier_score,mean_delta_score,positive_benchmark_count
regression,gbt,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,replace_vix,trend_strength_interaction,regime,8,-0.035063730332379014,-0.16915274242786985,,,-0.10210823638012444,2
regression,gbt,ta_ratio_roc_6m_vxus__x__ta_pgr_adx_63d,replace_vol_63d,trend_strength_interaction,regime,8,0.003106175092396874,-0.05611222551524593,,,-0.026503025211424527,4
regression,gbt,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,add_feature,volatility_interaction,regime,8,-0.03080568432396232,-0.0768519216394686,,,-0.053828802981715454,2
regression,gbt,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,replace_mom_12m,volatility_interaction,regime,8,-0.021960401017430076,0.031662596612448204,,,0.004851097797509064,5
regression,gbt,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,replace_vix,volatility_interaction,regime,8,-0.03830698016353084,-0.05455431152841083,,,-0.04643064584597083,2
regression,gbt,ta_ratio_roc_6m_vxus__x__ta_pgr_natr_63d,replace_vol_63d,volatility_interaction,regime,8,0.011955771972649139,-0.03339912211599835,,,-0.01072167507167461,5
regression,gbt,ta_ratio_rsi_6m_bnd,add_feature,ratio_oscillator,momentum,8,0.004398141022851615,-0.000642149740989837,,,0.0018779956409308868,7
regression,gbt,ta_ratio_rsi_6m_bnd,replace_mom_12m,ratio_oscillator,momentum,8,0.044548114904094625,0.09627800736087305,,,0.07041306113248383,8
regression,gbt,ta_ratio_rsi_6m_bnd,replace_vix,ratio_oscillator,momentum,8,-0.014962335469056821,-0.015261646805207897,,,-0.015111991137132361,5
regression,gbt,ta_ratio_rsi_6m_bnd,replace_vol_63d,ratio_oscillator,momentum,8,0.06740854612964621,0.047498777847537935,,,0.05745366198859207,8
regression,gbt,ta_ratio_rsi_6m_dbc,add_feature,ratio_oscillator,momentum,8,-0.03516283080598975,-0.10788593824402713,,,-0.07152438452500845,2
regression,gbt,ta_ratio_rsi_6m_dbc,replace_mom_12m,ratio_oscillator,momentum,8,0.011334520260680703,0.0069258999685413835,,,0.009130210114611043,5
regression,gbt,ta_ratio_rsi_6m_dbc,replace_vix,ratio_oscillator,momentum,8,-0.03082657351089209,-0.10788482117290256,,,-0.06935569734189731,3
regression,gbt,ta_ratio_rsi_6m_dbc,replace_vol_63d,ratio_oscillator,momentum,8,0.01809006461014394,-0.040239394684393456,,,-0.011074665037124752,4
regression,gbt,ta_ratio_rsi_6m_gld,add_feature,ratio_oscillator,momentum,8,-0.05493094600925981,-0.0799002767632713,,,-0.06741561138626555,1
regression,gbt,ta_ratio_rsi_6m_gld,replace_mom_12m,ratio_oscillator,momentum,8,-0.05567514415592271,0.016401043310966312,,,-0.019637050422478205,3
regression,gbt,ta_ratio_rsi_6m_gld,replace_vix,ratio_oscillator,momentum,8,-0.059854449599763236,-0.11381069227867792,,,-0.08683257093922057,1
regression,gbt,ta_ratio_rsi_6m_gld,replace_vol_63d,ratio_oscillator,momentum,8,0.00755454256914116,-0.02359696539488918,,,-0.00802121141287401,4
regression,gbt,ta_ratio_rsi_6m_vde,add_feature,ratio_oscillator,momentum,8,-0.008258732518123053,-0.04750544433963155,,,-0.027882088428877305,3
regression,gbt,ta_ratio_rsi_6m_vde,replace_mom_12m,ratio_oscillator,momentum,8,-0.006554671255938022,-0.016706754711856543,,,-0.011630712983897283,3
regression,gbt,ta_ratio_rsi_6m_vde,replace_vix,ratio_oscillator,momentum,8,-0.016894437573888615,-0.049369869892251415,,,-0.03313215373307002,5
regression,gbt,ta_ratio_rsi_6m_vde,replace_vol_63d,ratio_oscillator,momentum,8,0.038023808025152935,0.00387618413221651,,,0.020949996078684724,7
regression,gbt,ta_ratio_rsi_6m_vmbs,add_feature,ratio_oscillator,momentum,8,0.0038338571566526435,-0.04148209686323033,,,-0.018824119853288843,5
regression,gbt,ta_ratio_rsi_6m_vmbs,replace_mom_12m,ratio_oscillator,momentum,8,0.0361294740770378,0.06803078325107179,,,0.05208012866405479,8
regression,gbt,ta_ratio_rsi_6m_vmbs,replace_vix,ratio_oscillator,momentum,8,-0.019803389349781562,-0.05081599499004032,,,-0.03530969216991094,3
regression,gbt,ta_ratio_rsi_6m_vmbs,replace_vol_63d,ratio_oscillator,momentum,8,0.05663045244226328,0.006103812355732763,,,0.03136713239899803,6
regression,gbt,ta_ratio_rsi_6m_voo,add_feature,ratio_oscillator,momentum,8,-0.03758167840503586,-0.5048017436450648,,,-0.27119171102505035,3
regression,gbt,ta_ratio_rsi_6m_voo,replace_mom_12m,ratio_oscillator,momentum,8,-0.0033412008513762376,-0.4527398094240355,,,-0.22804050513770588,5
regression,gbt,ta_ratio_rsi_6m_voo,replace_vix,ratio_oscillator,momentum,8,-0.03616567483332834,-0.533029481900943,,,-0.2845975783671357,3
regression,gbt,ta_ratio_rsi_6m_voo,replace_vol_63d,ratio_oscillator,momentum,8,-0.0039940763025502245,-0.5573040570151686,,,-0.2806490666588594,3
regression,gbt,ta_ratio_rsi_6m_vwo,add_feature,ratio_oscillator,momentum,8,-0.02366357932357608,-0.06117040708933786,,,-0.04241699320645696,5
regression,gbt,ta_ratio_rsi_6m_vwo,replace_mom_12m,ratio_oscillator,momentum,8,-0.005616187096176712,0.013468071585754728,,,0.003925942244789007,5
regression,gbt,ta_ratio_rsi_6m_vwo,replace_vix,ratio_oscillator,momentum,8,-0.032287788009214016,-0.08727981501968018,,,-0.05978380151444711,3
regression,gbt,ta_ratio_rsi_6m_vwo,replace_vol_63d,ratio_oscillator,momentum,8,0.018762131759762046,-0.051813845146544094,,,-0.016525856693391024,6
regression,gbt,ta_ratio_rsi_6m_vxus,add_feature,ratio_oscillator,momentum,8,-0.03335108109537164,-0.04572346547449088,,,-0.039537273284931264,1
regression,gbt,ta_ratio_rsi_6m_vxus,replace_mom_12m,ratio_oscillator,momentum,8,-0.0405385028253583,0.017368589197179096,,,-0.011584956814089598,3
regression,gbt,ta_ratio_rsi_6m_vxus,replace_vix,ratio_oscillator,momentum,8,-0.04669088706691182,-0.03520796242075906,,,-0.040949424743835436,4
regression,gbt,ta_ratio_rsi_6m_vxus,replace_vol_63d,ratio_oscillator,momentum,8,0.02665583239173505,0.006877185687524455,,,0.01676650903962975,5
regression,gbt,ta_vde_roc_6m,add_feature,benchmark_regime,momentum,8,0.028364608886181353,0.03754428210673122,,,0.03295444549645629,7
regression,gbt,ta_vde_roc_6m,replace_mom_12m,benchmark_regime,momentum,8,0.02743303334181136,0.03441752755109889,,,0.030925280446455126,7
regression,gbt,ta_vde_roc_6m,replace_vix,benchmark_regime,momentum,8,0.02640586525209485,0.01332398919470283,,,0.01986492722339884,5
regression,gbt,ta_vde_roc_6m,replace_vol_63d,benchmark_regime,momentum,8,0.057952805364886575,0.08060628789043947,,,0.06927954662766302,7
regression,gbt,ta_voo_pc_tech,add_feature,benchmark_regime,regime,8,-0.023771661689695148,-0.04436205670030172,,,-0.03406685919499843,2
regression,gbt,ta_voo_pc_tech,replace_mom_12m,benchmark_regime,regime,8,0.00024866885046343976,0.09070593750162548,,,0.04547730317604447,6
regression,gbt,ta_voo_pc_tech,replace_vix,benchmark_regime,regime,8,-0.0089654099558728,-0.15210611839955152,,,-0.08053576417771216,3
regression,gbt,ta_voo_pc_tech,replace_vol_63d,benchmark_regime,regime,8,0.03619783294892475,-0.0015618575853918251,,,0.017317987681766466,7
regression,ridge,__baseline__,baseline,,,8,0.0,0.0,,,0.0,0
regression,ridge,ta_bnd_macd_hist_norm,add_feature,benchmark_regime,momentum,8,-0.031013186519545727,-0.010339240731775827,,,-0.02067621362566078,3
regression,ridge,ta_bnd_macd_hist_norm,replace_mom_12m,benchmark_regime,momentum,8,-0.08931504235944647,-0.0813637266003055,,,-0.08533938447987599,2
regression,ridge,ta_bnd_macd_hist_norm,replace_vix,benchmark_regime,momentum,8,-0.0463088745710306,0.006092186553277222,,,-0.02010834400887669,3
regression,ridge,ta_bnd_macd_hist_norm,replace_vol_63d,benchmark_regime,momentum,8,-0.01350227322517539,0.003662284126406217,,,-0.004919994549384588,5
regression,ridge,ta_dbc_roc_6m,add_feature,benchmark_regime,momentum,8,-0.05029981405579499,-0.12211416543136835,,,-0.08620698974358167,2
regression,ridge,ta_dbc_roc_6m,replace_mom_12m,benchmark_regime,momentum,8,-0.14206220249555937,-0.09325914523448744,,,-0.11766067386502341,3
regression,ridge,ta_dbc_roc_6m,replace_vix,benchmark_regime,momentum,8,-0.07295021202536806,-0.07882122190042296,,,-0.0758857169628955,1
regression,ridge,ta_dbc_roc_6m,replace_vol_63d,benchmark_regime,momentum,8,-0.03709300858809847,-0.21201095297926478,,,-0.12455198078368163,3
regression,ridge,ta_gld_roc_6m,add_feature,benchmark_regime,momentum,8,-0.03149748723853933,-0.06241611222877869,,,-0.046956799733659016,2
regression,ridge,ta_gld_roc_6m,replace_mom_12m,benchmark_regime,momentum,8,-0.13548397364010267,-0.10382962107206267,,,-0.11965679735608267,2
regression,ridge,ta_gld_roc_6m,replace_vix,benchmark_regime,momentum,8,-0.028253695229586956,0.05590266392899964,,,0.013824484349706345,4
regression,ridge,ta_gld_roc_6m,replace_vol_63d,benchmark_regime,momentum,8,-0.008989588828800141,-0.10947942445792455,,,-0.05923450664336234,5
regression,ridge,ta_peer_ratio_ema_gap_12m,add_feature,peer_relative,trend,8,-0.029262274608055215,0.02183435437887262,,,-0.0037139601145912936,4
regression,ridge,ta_peer_ratio_ema_gap_12m,replace_mom_12m,peer_relative,trend,8,-0.0557685518349723,0.06750401855191156,,,0.0058677333584696255,5
regression,ridge,ta_peer_ratio_ema_gap_12m,replace_vix,peer_relative,trend,8,-0.0383644939106105,0.031082375491847752,,,-0.0036410592093813676,5
regression,ridge,ta_peer_ratio_ema_gap_12m,replace_vol_63d,peer_relative,trend,8,-0.0022499304228827304,0.0363619184215574,,,0.017055993999337334,4
regression,ridge,ta_peer_ratio_roc_6m,add_feature,peer_relative,momentum,8,-0.014822800560312717,-0.057305829948543704,,,-0.036064315254428214,4
regression,ridge,ta_peer_ratio_roc_6m,replace_mom_12m,peer_relative,momentum,8,-0.07759841579093091,-0.10983713785560206,,,-0.0937177768232665,2
regression,ridge,ta_peer_ratio_roc_6m,replace_vix,peer_relative,momentum,8,-0.038943610940090995,-0.0453262632025169,,,-0.042134937071303946,4
regression,ridge,ta_peer_ratio_roc_6m,replace_vol_63d,peer_relative,momentum,8,-0.006555386165752287,-0.005598386634245401,,,-0.006076886399998842,5
regression,ridge,ta_peer_ratio_rsi_6m,add_feature,peer_relative,momentum,8,0.003281336133646855,-0.07483700275342589,,,-0.03577783330988951,5
regression,ridge,ta_peer_ratio_rsi_6m,replace_mom_12m,peer_relative,momentum,8,-0.065125641063975,-0.022266470235529454,,,-0.04369605564975223,4
regression,ridge,ta_peer_ratio_rsi_6m,replace_vix,peer_relative,momentum,8,-0.007658919447310012,-0.07045490240911287,,,-0.039056910928211445,4
regression,ridge,ta_peer_ratio_rsi_6m,replace_vol_63d,peer_relative,momentum,8,0.003379825829049895,-0.1522678511250448,,,-0.07444401264799745,4
regression,ridge,ta_pgr_adx_63d,add_feature,pgr_trend_strength,regime,8,-0.020355738604646692,0.010532877998054156,,,-0.004911430303296268,5
regression,ridge,ta_pgr_adx_63d,replace_mom_12m,pgr_trend_strength,regime,8,-0.08511156072471561,0.04454016879373171,,,-0.020285695965491953,4
regression,ridge,ta_pgr_adx_63d,replace_vix,pgr_trend_strength,regime,8,-0.035720127664373116,0.046029285989478655,,,0.005154579162552776,4
regression,ridge,ta_pgr_adx_63d,replace_vol_63d,pgr_trend_strength,regime,8,-0.0025440090869739106,-0.0017486874159115783,,,-0.0021463482514427427,5
regression,ridge,ta_pgr_macd_hist_norm,add_feature,pgr_momentum,momentum,8,-0.007647327911843676,-0.015839663048387305,,,-0.011743495480115492,5
regression,ridge,ta_pgr_macd_hist_norm,replace_mom_12m,pgr_momentum,momentum,8,-0.06715239914245293,-0.06599039656982779,,,-0.06657139785614037,3
regression,ridge,ta_pgr_macd_hist_norm,replace_vix,pgr_momentum,momentum,8,-0.0016671456783557137,0.01647750249620624,,,0.0074051784089252636,7
regression,ridge,ta_pgr_macd_hist_norm,replace_vol_63d,pgr_momentum,momentum,8,0.04411027197169569,0.05198614049076539,,,0.048048206231230545,7
regression,ridge,ta_pgr_natr_63d,add_feature,pgr_volatility,volatility,8,-0.012682281499042942,-0.01925395499418395,,,-0.01596811824661344,5
regression,ridge,ta_pgr_natr_63d,replace_mom_12m,pgr_volatility,volatility,8,-0.06035864733859611,-0.03408637344337753,,,-0.047222510390986815,4
regression,ridge,ta_pgr_natr_63d,replace_vix,pgr_volatility,volatility,8,-0.033299358450238514,0.015404900528266223,,,-0.008947228960986141,5
regression,ridge,ta_pgr_natr_63d,replace_vol_63d,pgr_volatility,volatility,8,0.02101380695993658,-0.01633867967351784,,,0.0023375636432093755,5
regression,ridge,ta_pgr_obv_detrended,add_feature,pgr_volume,volume,8,0.00526364270113203,-0.0483044763604794,,,-0.021520416829673688,5
regression,ridge,ta_pgr_obv_detrended,replace_mom_12m,pgr_volume,volume,8,-0.10058192433784974,-0.08235549844082174,,,-0.09146871138933574,2
regression,ridge,ta_pgr_obv_detrended,replace_vix,pgr_volume,volume,8,-0.015817508326920172,-0.0033219118808081576,,,-0.009569710103864164,5
regression,ridge,ta_pgr_obv_detrended,replace_vol_63d,pgr_volume,volume,8,0.008052358386299372,-0.04717866127994257,,,-0.01956315144682161,6
regression,ridge,ta_ratio_bb_pct_b_6m_bnd,add_feature,ratio_bollinger,volatility,8,-0.03815434070295923,-0.08018710116517738,,,-0.059170720934068305,4
regression,ridge,ta_ratio_bb_pct_b_6m_bnd,replace_mom_12m,ratio_bollinger,volatility,8,-0.06327487012359864,-0.10958690126886264,,,-0.08643088569623064,3
regression,ridge,ta_ratio_bb_pct_b_6m_bnd,replace_vix,ratio_bollinger,volatility,8,-0.04761161647391449,-0.06609039694472998,,,-0.05685100670932224,6
regression,ridge,ta_ratio_bb_pct_b_6m_bnd,replace_vol_63d,ratio_bollinger,volatility,8,-0.04582572768460955,-0.12134402230726074,,,-0.08358487499593514,2
regression,ridge,ta_ratio_bb_pct_b_6m_dbc,add_feature,ratio_bollinger,volatility,8,-0.0006651278988091345,-0.1536076668213452,,,-0.07713639736007716,5
regression,ridge,ta_ratio_bb_pct_b_6m_dbc,replace_mom_12m,ratio_bollinger,volatility,8,-0.09475339063925861,-0.20759709461636755,,,-0.1511752426278131,3
regression,ridge,ta_ratio_bb_pct_b_6m_dbc,replace_vix,ratio_bollinger,volatility,8,-0.023290355636989023,-0.11587880292119046,,,-0.06958457927908976,3
regression,ridge,ta_ratio_bb_pct_b_6m_dbc,replace_vol_63d,ratio_bollinger,volatility,8,0.009362524134041702,-0.11302646626446614,,,-0.05183197106521221,6
regression,ridge,ta_ratio_bb_pct_b_6m_gld,add_feature,ratio_bollinger,volatility,8,-0.025344617428313863,-0.05966589643735838,,,-0.04250525693283612,4
regression,ridge,ta_ratio_bb_pct_b_6m_gld,replace_mom_12m,ratio_bollinger,volatility,8,-0.1283232492242072,-0.13799074974985626,,,-0.13315699948703175,3
regression,ridge,ta_ratio_bb_pct_b_6m_gld,replace_vix,ratio_bollinger,volatility,8,-0.043093788763651636,-0.061572118145511195,,,-0.052332953454581416,3
regression,ridge,ta_ratio_bb_pct_b_6m_gld,replace_vol_63d,ratio_bollinger,volatility,8,-0.04391117177503687,-0.13322020237172216,,,-0.08856568707337951,4
regression,ridge,ta_ratio_bb_pct_b_6m_vde,add_feature,ratio_bollinger,volatility,8,-0.003805364108454161,-0.028974632963713186,,,-0.016389998536083673,5
regression,ridge,ta_ratio_bb_pct_b_6m_vde,replace_mom_12m,ratio_bollinger,volatility,8,-0.07665181392813485,-0.06997429105437633,,,-0.07331305249125558,4
regression,ridge,ta_ratio_bb_pct_b_6m_vde,replace_vix,ratio_bollinger,volatility,8,-0.007088152092768852,-0.09595988068403434,,,-0.051524016388401594,5
regression,ridge,ta_ratio_bb_pct_b_6m_vde,replace_vol_63d,ratio_bollinger,volatility,8,0.021125536405852477,-0.0504394622544307,,,-0.014656962924289111,8
regression,ridge,ta_ratio_bb_pct_b_6m_vmbs,add_feature,ratio_bollinger,volatility,8,-0.03746907594456207,-0.09913687389506273,,,-0.0683029749198124,4
regression,ridge,ta_ratio_bb_pct_b_6m_vmbs,replace_mom_12m,ratio_bollinger,volatility,8,-0.06263031437105349,-0.0949191062611725,,,-0.078774710316113,2
regression,ridge,ta_ratio_bb_pct_b_6m_vmbs,replace_vix,ratio_bollinger,volatility,8,-0.05640175384192109,-0.07242496157089351,,,-0.0644133577064073,3
regression,ridge,ta_ratio_bb_pct_b_6m_vmbs,replace_vol_63d,ratio_bollinger,volatility,8,-0.037828735575307554,-0.1156385446957314,,,-0.07673364013551948,3
regression,ridge,ta_ratio_bb_pct_b_6m_voo,add_feature,ratio_bollinger,volatility,8,0.037743194882491116,-0.04738715005783098,,,-0.004821977587669939,6
regression,ridge,ta_ratio_bb_pct_b_6m_voo,replace_mom_12m,ratio_bollinger,volatility,8,-0.04008169486698032,0.05777826053559447,,,0.008848282834307074,5
regression,ridge,ta_ratio_bb_pct_b_6m_voo,replace_vix,ratio_bollinger,volatility,8,0.019821012158272526,0.06918344439569532,,,0.04450222827698393,6
regression,ridge,ta_ratio_bb_pct_b_6m_voo,replace_vol_63d,ratio_bollinger,volatility,8,0.050546329811285165,0.058299082085964606,,,0.05442270594862489,7
regression,ridge,ta_ratio_bb_pct_b_6m_vwo,add_feature,ratio_bollinger,volatility,8,0.022603293984622658,-0.020963736585350258,,,0.0008197786996361929,6
regression,ridge,ta_ratio_bb_pct_b_6m_vwo,replace_mom_12m,ratio_bollinger,volatility,8,-0.03330831605182067,-0.001022979164051023,,,-0.017165647607935847,6
regression,ridge,ta_ratio_bb_pct_b_6m_vwo,replace_vix,ratio_bollinger,volatility,8,0.0381918587706399,0.01175727943442579,,,0.024974569102532845,6
regression,ridge,ta_ratio_bb_pct_b_6m_vwo,replace_vol_63d,ratio_bollinger,volatility,8,0.045474201104798495,-0.012129125937107937,,,0.01667253758384527,6
regression,ridge,ta_ratio_bb_pct_b_6m_vxus,add_feature,ratio_bollinger,volatility,8,0.04963359094337637,-0.0836019116646648,,,-0.016984160360644214,6
regression,ridge,ta_ratio_bb_pct_b_6m_vxus,replace_mom_12m,ratio_bollinger,volatility,8,-0.038536301022496784,-0.02137178867206737,,,-0.029954044847282077,5
regression,ridge,ta_ratio_bb_pct_b_6m_vxus,replace_vix,ratio_bollinger,volatility,8,0.041919548044624666,-0.049489165710774,,,-0.003784808833074667,6
regression,ridge,ta_ratio_bb_pct_b_6m_vxus,replace_vol_63d,ratio_bollinger,volatility,8,0.023826058186838434,-0.14224387487415804,,,-0.05920890834365981,4
regression,ridge,ta_ratio_bb_width_6m_bnd,add_feature,ratio_bollinger,volatility,8,-0.08909491662689453,-0.13564380529936562,,,-0.11236936096313009,2
regression,ridge,ta_ratio_bb_width_6m_bnd,replace_mom_12m,ratio_bollinger,volatility,8,-0.16078174822198418,-0.10824946242133446,,,-0.13451560532165932,2
regression,ridge,ta_ratio_bb_width_6m_bnd,replace_vix,ratio_bollinger,volatility,8,-0.1174412937507108,-0.09430064426322468,,,-0.10587096900696776,2
regression,ridge,ta_ratio_bb_width_6m_bnd,replace_vol_63d,ratio_bollinger,volatility,8,-0.06648695367877983,-0.12835597746206415,,,-0.09742146557042199,4
regression,ridge,ta_ratio_bb_width_6m_dbc,add_feature,ratio_bollinger,volatility,8,0.017591158296045455,-0.2771021060919429,,,-0.12975547389794873,4
regression,ridge,ta_ratio_bb_width_6m_dbc,replace_mom_12m,ratio_bollinger,volatility,8,-0.03442894729693846,-0.22798718942701637,,,-0.13120806836197743,4
regression,ridge,ta_ratio_bb_width_6m_dbc,replace_vix,ratio_bollinger,volatility,8,0.0049901404229892865,-0.24237976353497065,,,-0.11869481155599068,4
regression,ridge,ta_ratio_bb_width_6m_dbc,replace_vol_63d,ratio_bollinger,volatility,8,0.01643755746210413,-0.20426858596006203,,,-0.09391551424897895,6
regression,ridge,ta_ratio_bb_width_6m_gld,add_feature,ratio_bollinger,volatility,8,-0.018270458189789313,-0.0152840685203611,,,-0.01677726335507521,4
regression,ridge,ta_ratio_bb_width_6m_gld,replace_mom_12m,ratio_bollinger,volatility,8,-0.10181563835767474,-0.035194852427018336,,,-0.06850524539234655,3
regression,ridge,ta_ratio_bb_width_6m_gld,replace_vix,ratio_bollinger,volatility,8,-0.014052413778045315,0.032242853684425477,,,0.009095219953190077,4
regression,ridge,ta_ratio_bb_width_6m_gld,replace_vol_63d,ratio_bollinger,volatility,8,0.037443891311726235,-0.047537244464740946,,,-0.005046676576507359,6
regression,ridge,ta_ratio_bb_width_6m_vde,add_feature,ratio_bollinger,volatility,8,-0.03060777262108073,-0.25666266930615617,,,-0.14363522096361847,3
regression,ridge,ta_ratio_bb_width_6m_vde,replace_mom_12m,ratio_bollinger,volatility,8,-0.10906799824800828,-0.2585174338847933,,,-0.1837927160664008,2
regression,ridge,ta_ratio_bb_width_6m_vde,replace_vix,ratio_bollinger,volatility,8,-0.03822618107477847,-0.16012756941120207,,,-0.09917687524299029,4
regression,ridge,ta_ratio_bb_width_6m_vde,replace_vol_63d,ratio_bollinger,volatility,8,-0.006503190414590191,-0.07952582937932884,,,-0.043014509896959506,6
regression,ridge,ta_ratio_bb_width_6m_vmbs,add_feature,ratio_bollinger,volatility,8,-0.05034679056720427,-0.23713323157917665,,,-0.14374001107319045,3
regression,ridge,ta_ratio_bb_width_6m_vmbs,replace_mom_12m,ratio_bollinger,volatility,8,-0.10316345266978671,-0.2578000920904939,,,-0.18048177238014032,3
regression,ridge,ta_ratio_bb_width_6m_vmbs,replace_vix,ratio_bollinger,volatility,8,-0.08223906544234344,-0.20422531337123218,,,-0.1432321894067878,5
regression,ridge,ta_ratio_bb_width_6m_vmbs,replace_vol_63d,ratio_bollinger,volatility,8,-0.04684354017380909,-0.22727633413759993,,,-0.1370599371557045,3
regression,ridge,ta_ratio_bb_width_6m_voo,add_feature,ratio_bollinger,volatility,8,-0.07039821371652247,-0.4584994859590673,,,-0.26444884983779493,2
regression,ridge,ta_ratio_bb_width_6m_voo,replace_mom_12m,ratio_bollinger,volatility,8,-0.12595510991565406,-0.6317976808264898,,,-0.3788763953710719,2
regression,ridge,ta_ratio_bb_width_6m_voo,replace_vix,ratio_bollinger,volatility,8,-0.09829226330523955,-0.44014124849938924,,,-0.2692167559023144,4
regression,ridge,ta_ratio_bb_width_6m_voo,replace_vol_63d,ratio_bollinger,volatility,8,-0.06917763370953306,-0.367650790051227,,,-0.21841421188038007,4
regression,ridge,ta_ratio_bb_width_6m_vwo,add_feature,ratio_bollinger,volatility,8,-0.026628284194385177,-0.04110986596122217,,,-0.033869075077803665,2
regression,ridge,ta_ratio_bb_width_6m_vwo,replace_mom_12m,ratio_bollinger,volatility,8,-0.13210571063711915,-0.10988177977274627,,,-0.12099374520493272,2
regression,ridge,ta_ratio_bb_width_6m_vwo,replace_vix,ratio_bollinger,volatility,8,-0.042714383656880794,-0.016813470980251835,,,-0.02976392731856632,3
regression,ridge,ta_ratio_bb_width_6m_vwo,replace_vol_63d,ratio_bollinger,volatility,8,-0.006779020602576034,-0.07219655787923819,,,-0.03948778924090711,4
regression,ridge,ta_ratio_bb_width_6m_vxus,add_feature,ratio_bollinger,volatility,8,-0.0016796101346326009,-0.1277452167329673,,,-0.06471241343379994,4
regression,ridge,ta_ratio_bb_width_6m_vxus,replace_mom_12m,ratio_bollinger,volatility,8,-0.07207750767645445,-0.20545152019254667,,,-0.13876451393450057,3
regression,ridge,ta_ratio_bb_width_6m_vxus,replace_vix,ratio_bollinger,volatility,8,-0.033555607054609665,-0.07922977547720794,,,-0.056392691265908804,4
regression,ridge,ta_ratio_bb_width_6m_vxus,replace_vol_63d,ratio_bollinger,volatility,8,0.0075122078038349395,-0.13414274797661693,,,-0.06331527008639101,5
regression,ridge,ta_ratio_ema_gap_12m_bnd,add_feature,ratio_trend,trend,8,0.011512981163742634,-0.04125237337351979,,,-0.014869696104888582,4
regression,ridge,ta_ratio_ema_gap_12m_bnd,replace_mom_12m,ratio_trend,trend,8,-0.025663360445182953,0.00978015935357331,,,-0.007941600545804818,5
regression,ridge,ta_ratio_ema_gap_12m_bnd,replace_vix,ratio_trend,trend,8,-0.0022539098024029237,0.009821967413624233,,,0.003784028805610653,6
regression,ridge,ta_ratio_ema_gap_12m_bnd,replace_vol_63d,ratio_trend,trend,8,-0.01156982187271383,-0.07330478316218454,,,-0.04243730251744918,5
regression,ridge,ta_ratio_ema_gap_12m_dbc,add_feature,ratio_trend,trend,8,-0.0005499955420596048,-0.4940065704548803,,,-0.24727828299846996,5
regression,ridge,ta_ratio_ema_gap_12m_dbc,replace_mom_12m,ratio_trend,trend,8,-0.06234480515669119,-0.5356005032202132,,,-0.29897265418845226,3
regression,ridge,ta_ratio_ema_gap_12m_dbc,replace_vix,ratio_trend,trend,8,-0.007106605899618427,-0.316341851332402,,,-0.1617242286160102,4
regression,ridge,ta_ratio_ema_gap_12m_dbc,replace_vol_63d,ratio_trend,trend,8,-0.007709310029223274,-0.33108449367474535,,,-0.16939690185198433,6
regression,ridge,ta_ratio_ema_gap_12m_gld,add_feature,ratio_trend,trend,8,-0.04607465231394631,-0.2680588056293014,,,-0.15706672897162383,1
regression,ridge,ta_ratio_ema_gap_12m_gld,replace_mom_12m,ratio_trend,trend,8,-0.0699103291824014,-0.20806571039042268,,,-0.13898801978641206,2
regression,ridge,ta_ratio_ema_gap_12m_gld,replace_vix,ratio_trend,trend,8,-0.06348598279430204,-0.12076655405066697,,,-0.09212626842248452,3
regression,ridge,ta_ratio_ema_gap_12m_gld,replace_vol_63d,ratio_trend,trend,8,-0.0370710352181794,-0.27338375841983165,,,-0.15522739681900552,4
regression,ridge,ta_ratio_ema_gap_12m_vde,add_feature,ratio_trend,trend,8,-0.03186393280154901,-0.17043347485055838,,,-0.1011487038260537,4
regression,ridge,ta_ratio_ema_gap_12m_vde,replace_mom_12m,ratio_trend,trend,8,-0.10915329491385875,-0.13821961623996026,,,-0.1236864555769095,5
regression,ridge,ta_ratio_ema_gap_12m_vde,replace_vix,ratio_trend,trend,8,-0.05704316638820851,-0.10108254244909165,,,-0.07906285441865009,5
regression,ridge,ta_ratio_ema_gap_12m_vde,replace_vol_63d,ratio_trend,trend,8,0.007148048389124676,-0.1425291255944694,,,-0.06769053860267235,8
regression,ridge,ta_ratio_ema_gap_12m_vmbs,add_feature,ratio_trend,trend,8,-0.004777364771242803,-0.03514393158195517,,,-0.019960648176598986,5
regression,ridge,ta_ratio_ema_gap_12m_vmbs,replace_mom_12m,ratio_trend,trend,8,-0.02362404948202115,-0.04215745121979201,,,-0.032890750350906585,5
regression,ridge,ta_ratio_ema_gap_12m_vmbs,replace_vix,ratio_trend,trend,8,-0.0373812248113783,-0.005753201168036839,,,-0.02156721298970757,6
regression,ridge,ta_ratio_ema_gap_12m_vmbs,replace_vol_63d,ratio_trend,trend,8,-0.013895599904795964,-0.05737369897958821,,,-0.03563464944219208,4
regression,ridge,ta_ratio_ema_gap_12m_voo,add_feature,ratio_trend,trend,8,0.003435054159972575,-0.35335755102578614,,,-0.17496124843290678,6
regression,ridge,ta_ratio_ema_gap_12m_voo,replace_mom_12m,ratio_trend,trend,8,-0.00048634298124822575,-0.29562557886062935,,,-0.1480559609209388,5
