model_family,benchmark,model_type,experiment_mode,feature,replaced_feature,n_features,n_obs,ic,hit_rate,mae,oos_r2,nw_ic,nw_p_value,brier_score,accuracy,balanced_accuracy,precision,recall,base_rate,predicted_positive_rate,feature_group,family,baseline_ic,baseline_oos_r2,baseline_hit_rate,baseline_balanced_accuracy,baseline_brier_score,delta_ic,delta_oos_r2,delta_hit_rate,delta_balanced_accuracy,delta_brier_score
classification,VOO,ridge,add_feature,ta_ratio_ema_gap_12m_voo,,13,108.0,,,,,,,0.3857373984780211,0.4907407407407407,0.4745596868884539,0.6551724137931034,0.5205479452054794,0.6759259259259259,0.5370370370370371,ratio_trend,trend,,,,0.5630136986301371,0.3170162019691636,,,,-0.08845401174168316,0.0687211965088575
regression,VOO,ridge,replace_mom_12m,ta_ratio_ema_gap_12m_voo,mom_12m,12,108.0,-0.0104032695990168,0.4537037037037037,0.1718356378116535,-0.6390579245779371,-0.0104032695990168,0.951442547470001,,,,,,,,ratio_trend,trend,-0.0593710404222279,-0.7688266844464584,0.4629629629629629,,,0.0489677708232111,0.12976875986852132,-0.00925925925925919,,
regression,VOO,gbt,replace_mom_12m,ta_ratio_ema_gap_12m_voo,mom_12m,12,108.0,0.0133616921997855,0.4722222222222222,0.2536097538422301,-4.4170588743979895,0.0133616921997855,0.937664264402426,,,,,,,,ratio_trend,trend,0.0587771550991637,-1.3400112957786954,0.5925925925925926,,,-0.0454154628993782,-3.077047578619294,-0.12037037037037035,,
classification,VOO,ridge,replace_mom_12m,ta_ratio_ema_gap_12m_voo,mom_12m,12,108.0,,,,,,,0.3423504844878811,0.5833333333333334,0.5430528375733855,0.7058823529411765,0.6575342465753424,0.6759259259259259,0.6296296296296297,ratio_trend,trend,,,,0.5630136986301371,0.3170162019691636,,,,-0.019960861056751544,0.0253342825187175
regression,VOO,ridge,replace_vol_63d,ta_ratio_ema_gap_12m_voo,vol_63d,12,108.0,-0.0807587146436499,0.4166666666666667,0.1863737063620053,-0.9309554882707683,-0.0807587146436499,0.6331764149339133,,,,,,,,ratio_trend,trend,-0.0593710404222279,-0.7688266844464584,0.4629629629629629,,,-0.021387674221422008,-0.16212880382430994,-0.046296296296296224,,
regression,VOO,gbt,replace_vol_63d,ta_ratio_ema_gap_12m_voo,vol_63d,12,108.0,0.1563949888341823,0.5092592592592593,0.2346942202208332,-3.911662481846688,0.1563949888341823,0.3632495509335935,,,,,,,,ratio_trend,trend,0.0587771550991637,-1.3400112957786954,0.5925925925925926,,,0.09761783373501859,-2.5716511860679927,-0.08333333333333326,,
classification,VOO,ridge,replace_vol_63d,ta_ratio_ema_gap_12m_voo,vol_63d,12,108.0,,,,,,,0.3153125734855272,0.5925925925925926,0.5350293542074365,0.6986301369863014,0.6986301369863014,0.6759259259259259,0.6759259259259259,ratio_trend,trend,,,,0.5630136986301371,0.3170162019691636,,,,-0.02798434442270059,-0.0017036284836363658
regression,VOO,ridge,replace_vix,ta_ratio_ema_gap_12m_voo,vix,12,108.0,-0.124934503224823,0.4166666666666667,0.1732402696332933,-0.6455006072426617,-0.124934503224823,0.4586182627617439,,,,,,,,ratio_trend,trend,-0.0593710404222279,-0.7688266844464584,0.4629629629629629,,,-0.06556346280259509,0.12332607720379674,-0.046296296296296224,,
regression,VOO,gbt,replace_vix,ta_ratio_ema_gap_12m_voo,vix,12,108.0,0.0774501794924469,0.4907407407407407,0.2554246880254743,-4.870600236361044,0.0774501794924469,0.6550710594404479,,,,,,,,ratio_trend,trend,0.0587771550991637,-1.3400112957786954,0.5925925925925926,,,0.018673024393283194,-3.5305889405823487,-0.10185185185185186,,
classification,VOO,ridge,replace_vix,ta_ratio_ema_gap_12m_voo,vix,12,108.0,,,,,,,0.3632370790850687,0.5370370370370371,0.5534246575342465,0.7254901960784313,0.5068493150684932,0.6759259259259259,0.4722222222222222,ratio_trend,trend,,,,0.5630136986301371,0.3170162019691636,,,,-0.009589041095890538,0.04622087711590511
regression,VOO,ridge,add_feature,ta_ratio_rsi_6m_voo,,13,108.0,-0.083445273276363,0.4814814814814814,0.2058238404539508,-2.413663522929168,-0.083445273276363,0.608035787078602,,,,,,,,ratio_oscillator,momentum,-0.0593710404222279,-0.7688266844464584,0.4629629629629629,,,-0.024074232854135104,-1.6448368384827097,0.01851851851851849,,
regression,VOO,gbt,add_feature,ta_ratio_rsi_6m_voo,,13,108.0,-0.0503316621455734,0.5092592592592593,0.2389510961079068,-5.117130975905348,-0.0503316621455734,0.7423049916438875,,,,,,,,ratio_oscillator,momentum,0.0587771550991637,-1.3400112957786954,0.5925925925925926,,,-0.1091088172447371,-3.7771196801266527,-0.08333333333333326,,
classification,VOO,ridge,add_feature,ta_ratio_rsi_6m_voo,,13,108.0,,,,,,,0.3689815962358367,0.5555555555555556,0.5076320939334638,0.6811594202898551,0.6438356164383562,0.6759259259259259,0.6388888888888888,ratio_oscillator,momentum,,,,0.5630136986301371,0.3170162019691636,,,,-0.0553816046966733,0.051965394266673126
regression,VOO,ridge,replace_mom_12m,ta_ratio_rsi_6m_voo,mom_12m,12,108.0,-0.0111177798736745,0.5,0.2015257937785294,-2.3932507841205823,-0.0111177798736745,0.9457833319025708,,,,,,,,ratio_oscillator,momentum,-0.0593710404222279,-0.7688266844464584,0.4629629629629629,,,0.048253260548553396,-1.624424099674124,0.03703703703703709,,
regression,VOO,gbt,replace_mom_12m,ta_ratio_rsi_6m_voo,mom_12m,12,108.0,-0.0036535553095379,0.5277777777777778,0.2341929194009034,-5.249559571889955,-0.0036535553095379,0.9807231672105512,,,,,,,,ratio_oscillator,momentum,0.0587771550991637,-1.3400112957786954,0.5925925925925926,,,-0.0624307104087016,-3.909548276111259,-0.06481481481481477,,
classification,VOO,ridge,replace_mom_12m,ta_ratio_rsi_6m_voo,mom_12m,12,108.0,,,,,,,0.3371693409835548,0.6296296296296297,0.5698630136986301,0.72,0.7397260273972602,0.6759259259259259,0.6944444444444444,ratio_oscillator,momentum,,,,0.5630136986301371,0.3170162019691636,,,,0.006849315068493067,0.020153139014391197
