selected_variant,gate_style,threshold,review_months,agreement_rate,disagreement_months,shadow_win_rate_all,shadow_win_rate_disagreement,mean_shadow_minus_live_all,mean_shadow_minus_live_disagreement,cumulative_shadow_minus_live_all,cumulative_shadow_minus_live_disagreement,vetoed_sell_months,max_consecutive_disagreements,last_12m_mean_shadow_minus_live,last_12m_cumulative_shadow_minus_live
gemini_veto_0.50,veto_regression_sell,0.5,162,0.9382716049382716,10,0.037037037037037035,0.6,0.0005012295128333266,0.00811991810789989,0.08119918107899891,0.0811991810789989,10,6,0.0,0.0
