variant,n_obs,avg_hold_fraction,mean_policy_return,median_policy_return,cumulative_policy_return,positive_utility_rate,regret_vs_oracle,uplift_vs_sell_all,uplift_vs_sell_50,uplift_vs_hold_all,capture_ratio,hold_fraction_changes,review_months,mean_hold_fraction,defer_rate,sell_all_rate,hold_all_rate,gate_style,threshold,agreement_with_regression_rate,mean_abs_hold_diff_vs_regression,unnecessary_action_rate,action_month_rate
deviate_from_default_50pct_sell,162,0.7067901234567902,0.06652937932642262,0.05535524296039462,10.777759450880465,0.7283950617283951,0.031496213363206994,0.06652937932642262,0.025491422541076142,-0.015546534244270348,0.6786939767563469,17,162,0.7067901234567902,0.5864197530864198,0.0,0.41358024691358025,target_reformulation,0.7,0.9012345679012346,0.04938271604938271,0.0,0.0
actionable_hold_3pct,162,0.6450617283950617,0.06337507725447035,0.05200119684249859,10.266762515224196,0.7283950617283951,0.03465051543515928,0.06337507725447035,0.02233712046912386,-0.01870083631622263,0.6465156242934397,15,162,0.6450617283950617,0.7098765432098766,0.0,0.29012345679012347,target_reformulation,0.7,0.7777777777777778,0.1111111111111111,0.0,0.0
actionable_sell_3pct,162,0.5,0.0410379567853465,0.04615924634855016,6.648148999226132,0.7283950617283951,0.05698763590428313,0.0410379567853465,0.0,-0.0410379567853465,0.41864533189084197,1,162,0.5,1.0,0.0,0.0,target_reformulation,0.7,0.4876543209876543,0.25617283950617287,0.0,0.0
