benchmark,cw_stat,cw_p_value,mean_cw,ce_gain,mse_mse,mse_bias_sq,mse_var_pred,mse_var_pct,mse_bias_pct,version
VOO,1.6276336548676689,0.05356893307247609,0.004982497304336503,-0.017833925759985728,0.02422440219433851,0.00018981264301079484,0.005483780064345082,0.22637421639352973,0.00783559658100277,v60
VXUS,1.8044669104605238,0.037270300770577754,0.007080798906030311,0.09326893286795843,0.021299758517099688,0.00034135845602363513,0.0037101056777399653,0.17418533993056542,0.016026400287570804,v60
VWO,2.297788660205064,0.011455600806955539,0.004140881511576797,0.036460053897559935,0.023700357891155585,0.0008585105916670912,0.005049997204768887,0.21307683318374812,0.03622352859015125,v60
VMBS,1.0408514966788749,0.15021482770981315,0.0045120460077406,0.13085374248610276,0.020255512191389366,0.0006233060977294828,0.006701284637608333,0.3308375801258215,0.030772171636047334,v60
BND,1.7983447126554073,0.03721258040607387,0.004649744631136591,0.10152766450729372,0.017606149304404482,0.0005708032347211923,0.005835846592163124,0.3314663809367552,0.03242067443892436,v60
GLD,-1.3777849174171697,0.9149091205555661,-0.0058660801965798185,-0.05524082834223859,0.04415572134117542,0.004643895844800483,0.019159407062108644,0.43390542562017675,0.1051708748888681,v60
DBC,1.5299678978603557,0.06407247851581911,0.011381919408088545,0.056750710210613786,0.038634020608052676,1.2456834330110478e-06,0.015449900013439646,0.3999040164672726,3.224317359170751e-05,v60
VDE,1.4024813746956206,0.08134841480754484,0.012793963721888839,-0.013634719970698081,0.055484792956494486,8.708516716074697e-05,0.022615539368491137,0.40759887824081703,0.0015695321640477287,v60
POOLED,3.356675567716355,0.0004086604681574687,0.007337974193490495,0.03298733506029532,0.032683305224313446,0.0004658956803139985,0.012548380241532098,0.3839385323916759,0.014254852044994945,v60
