as_of,path_name,consensus,recommendation_mode,sell_pct,mean_predicted,mean_ic,mean_hit_rate,aggregate_oos_r2,aggregate_nw_ic,signal_agrees_with_shadow,mode_agrees_with_shadow,sell_agrees_with_shadow,signal_agrees_with_live,mode_agrees_with_live,sell_agrees_with_live
2013-04-30,shadow_baseline,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.016685843965839837,0.26929069129430583,0.5030286996767217,-0.5173001088579938,0.12118319830208353,True,True,True,True,True,True
2013-04-30,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.008176082934240356,0.2981675819910464,0.3291492429704398,-4.537463021379043,0.04830646212767398,True,True,True,True,True,True
2013-04-30,ensemble_ridge_gbt_v18,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.03607666753253702,0.21830322395456014,0.47463067190734237,-1.3847378480811043,0.09021220605316249,True,True,True,True,True,True
2013-04-30,ensemble_ridge_gbt_v20_best,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.0383933994467438,0.2678262830662766,0.47402307137707284,-2.3197404653754736,0.1004637062059397,True,True,True,True,True,True
2013-05-31,shadow_baseline,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.016685843965839837,0.23255446723029588,0.5101692437629938,-0.428946812637095,0.1039502617450173,True,True,True,True,True,True
2013-05-31,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.010039217968917656,0.05468631510829221,0.3331860706860707,-3.6904024006049667,0.04413039579752173,True,True,True,True,True,True
2013-05-31,ensemble_ridge_gbt_v18,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.021615504878144516,0.002645770769317199,0.47772381756756754,-1.1278670189682076,0.0817514991667651,True,True,True,True,True,True
2013-05-31,ensemble_ridge_gbt_v20_best,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.023821094862015064,0.03427219304056642,0.47238825363825365,-1.8873806319148914,0.09191652779418005,True,True,True,True,True,True
2013-06-28,shadow_baseline,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.016685843965839837,0.17322459357854653,0.5128715728715728,-0.35505844525248365,0.06483807253563424,True,True,True,True,True,True
2013-06-28,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.009973670495794763,-0.08639921420494177,0.333037518037518,-3.0162878042804557,0.030890493074509605,True,True,True,True,True,True
2013-06-28,ensemble_ridge_gbt_v18,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.01868965549709468,-0.01352077711984831,0.4767195767195767,-0.9217316682998515,0.06763628943053987,True,True,True,True,True,True
2013-06-28,ensemble_ridge_gbt_v20_best,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.02100368678789935,0.08197991108885072,0.467005772005772,-1.542624950356541,0.07833738759943389,True,True,True,True,True,True
2013-07-31,shadow_baseline,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.016685843965839837,0.10654329478850824,0.44625894616219697,-0.305875552398283,0.006457073179015291,True,True,True,True,True,True
2013-07-31,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.00368668801906945,0.1441425822545015,0.3887961883317921,-2.572994116886112,0.019202641161067582,True,True,True,True,True,True
2013-07-31,ensemble_ridge_gbt_v18,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.012678632842619848,-0.1753448857574349,0.46919856459330145,-0.7829544211288484,0.05307374728453912,True,True,True,True,True,True
2013-07-31,ensemble_ridge_gbt_v20_best,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.015028248132552373,-0.07223983216331469,0.464347281974991,-1.3132848666762005,0.06350798079529972,True,True,True,True,True,True
2013-08-30,shadow_baseline,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.016685843965839837,0.06021051779558213,0.40680601257812654,-0.27051391183906337,-0.03567623912826572,True,True,True,True,True,True
2013-08-30,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,-0.002553728564409257,0.19143049277546656,0.41647617749566773,-2.2179894797942805,0.00834907292046126,True,True,True,True,True,True
2013-08-30,ensemble_ridge_gbt_v18,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.004497183420048881,-0.07546121128064676,0.4684101131252555,-0.6731491027919796,0.04495715873156784,True,True,True,True,True,True
2013-08-30,ensemble_ridge_gbt_v20_best,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.0060395184629849705,-0.005049645732970842,0.46377509297299396,-1.129445935501022,0.0580357607501125,True,True,True,True,True,True
2013-09-30,shadow_baseline,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.016685843965839837,-0.0070800288384896826,0.378125,-0.24256893970595295,-0.0897421008235358,True,True,True,True,True,True
2013-09-30,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,-0.018358269004779024,0.2548466004853093,0.4668803418803419,-1.9308269187369453,0.005663374959075302,True,True,True,True,True,True
2013-09-30,ensemble_ridge_gbt_v18,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,-0.00331154981827259,-0.08560032039168342,0.446607905982906,-0.5838729381955206,0.038447005737958,True,True,True,True,True,True
2013-09-30,ensemble_ridge_gbt_v20_best,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,-0.001805749924827123,-0.04423124430533448,0.4421741452991453,-0.9815851817922536,0.04989111425407918,True,True,True,True,True,True
2013-10-31,shadow_baseline,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.042421595209595125,-0.06687785673375754,0.35345503089276054,-0.24453103666206766,-0.1412225872088163,True,True,True,False,True,True
2013-10-31,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.03110669140195335,0.17419285042134594,0.4403966318298699,-1.920333009189647,-0.014045305368639334,False,True,True,True,True,True
2013-10-31,ensemble_ridge_gbt_v18,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.07040631845762643,-0.10585419972090956,0.4219185042827346,-0.5882367396142263,0.001694944508690474,True,True,True,False,True,True
2013-10-31,ensemble_ridge_gbt_v20_best,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.07134116615733979,-0.06737631644602943,0.4176724248018654,-0.9834783642265654,0.014732751584849551,True,True,True,False,True,True
2013-11-29,shadow_baseline,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.042421595209595125,-0.1755867607666307,0.333647520242915,-0.24709498502417926,-0.1943453155011741,True,True,True,False,True,True
2013-11-29,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.025890910648346498,0.07380107011818934,0.4210494686234818,-1.9061659480004356,-0.03433134283319811,False,True,True,True,True,True
2013-11-29,ensemble_ridge_gbt_v18,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.06104606526095089,-0.15054018986823195,0.40154984817813766,-0.5918476471739402,-0.03187633826900815,True,True,True,False,True,True
2013-11-29,ensemble_ridge_gbt_v20_best,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.06018856030526051,-0.11629564062388419,0.3974791244939271,-0.9835674993511365,-0.017155212278227326,True,True,True,False,True,True
2013-12-31,shadow_baseline,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.042421595209595125,-0.20392047386839401,0.3171781921781922,-0.24985434090954928,-0.23567968207171033,True,True,True,False,True,True
2013-12-31,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.037473945271561906,0.04366802505842943,0.400716567383234,-1.8977488705000631,-0.053372374920146785,False,True,True,True,True,True
2013-12-31,ensemble_ridge_gbt_v18,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.0757706902569304,-0.1639358021446672,0.3842053008719676,-0.5982958327501937,-0.06576519024712678,True,True,True,False,True,True
2013-12-31,ensemble_ridge_gbt_v20_best,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.07454852295440291,-0.1301972072819171,0.380298713632047,-0.987416833938924,-0.04921537292709124,True,True,True,False,True,True
2014-01-31,shadow_baseline,OUTPERFORM,DEFER-TO-TAX-DEFAULT,0.5,0.042421595209595125,-0.19320129145188059,0.33258672371387576,-0.251904406037194,-0.25598222348388017,True,True,True,False,True,True
