as_of,path_name,consensus,recommendation_mode,sell_pct,mean_predicted,mean_ic,mean_hit_rate,aggregate_oos_r2,aggregate_nw_ic,signal_agrees_with_shadow,mode_agrees_with_shadow,sell_agrees_with_shadow,signal_agrees_with_live,mode_agrees_with_live,sell_agrees_with_live
2013-04-30,shadow_baseline,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.016685843965839837,0.26929069129430583,0.5030286996767217,-0.5173001088579938,0.12118319830208353,True,True,True,True,True,True
2013-04-30,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.0024637705685126897,0.24164269613098602,0.3287684024466823,-2.1132248843739134,0.08356764148811971,True,True,True,True,True,True
2013-04-30,ensemble_ridge_gbt_v18,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.012368639348153973,0.21359443131707478,0.34244412400865176,-1.1691551241207736,0.12051882543685823,True,True,True,True,True,True
2013-04-30,ensemble_ridge_gbt_v20_best,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.033863152231863106,0.20442659722540876,0.5890194664744052,-1.2059464020291686,0.14183199284186512,True,True,True,True,True,True
2013-05-31,shadow_baseline,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.016685843965839837,0.23255446723029588,0.5101692437629938,-0.428946812637095,0.1039502617450173,True,True,True,True,True,True
2013-05-31,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.00306455601768955,0.02318976850234849,0.3327848882536382,-1.7216237499458145,0.07697865956339366,True,True,True,True,True,True
2013-05-31,ensemble_ridge_gbt_v18,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,-0.009146519844025017,-0.24640453032638826,0.3411382536382537,-0.9630177940397722,0.10588688125199562,True,True,True,True,True,True
2013-05-31,ensemble_ridge_gbt_v20_best,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.014063510289129881,-0.2522005569958479,0.5252598752598753,-0.987954770276328,0.12588276975160415,True,True,True,True,True,True
2013-06-28,shadow_baseline,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.016685843965839837,0.17322459357854653,0.5128715728715728,-0.35505844525248365,0.06483807253563424,True,True,True,True,True,True
2013-06-28,live_production_ensemble_reduced,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,0.0003752257858504835,0.2596070147811634,0.3326262626262626,-1.4067045190079726,0.062472800860169174,True,True,True,True,True,True
2013-06-28,ensemble_ridge_gbt_v18,NEUTRAL,DEFER-TO-TAX-DEFAULT,0.5,-0.012395612383228163,0.17742225014477336,0.37772005772005773,-0.7932550339627449,0.08843247154090712,True,True,True,True,True,True
