target_variant,item_type,item_name,benchmark,horizon_months,gate_status,n_obs,ic,hit_rate,mae,oos_r2,nw_ic,nw_p_value,strategy,n_features,model_type,brier_score,accuracy,balanced_accuracy,precision,recall,base_rate,predicted_positive_rate
continuous_relative_return,model,bayesian_ridge,BND,6,FAIL,150,0.27383083692608556,0.58,0.15823799983294629,-1.2720264024847454,0.27383083692608556,0.03616528469734151,,16.0,bayesian_ridge,,,,,,,
continuous_relative_return,model,gbt,BND,6,FAIL,150,0.09783997177203556,0.6466666666666666,0.13139961630800945,-0.36821503226111885,0.09783997177203556,0.3960392277939744,,11.0,gbt,,,,,,,
continuous_relative_return,ensemble,ensemble,BND,6,FAIL,150,0.15232143650828928,0.6333333333333333,0.13426383860074875,-0.460775153791372,0.15232143650828928,0.21739567259176903,,13.0,ensemble,,,,,,,
continuous_relative_return,baseline,historical_mean,BNDX,6,FAIL,78,-0.19784106743970295,0.7307692307692307,0.12106353085525885,-0.10161825437102912,-0.19784106743970295,0.4016381313869995,historical_mean,,,,,,,,,
continuous_relative_return,baseline,last_value,BNDX,6,FAIL,78,-0.20164570335200493,0.6538461538461539,0.17674447151563982,-1.133683211210947,-0.20164570335200493,0.1961629999148234,last_value,,,,,,,,,
continuous_relative_return,baseline,zero,BNDX,6,FAIL,78,,0.0,0.14746826315047865,-0.510992113122871,,8.072526610888572e-12,zero,,,,,,,,,
continuous_relative_return,model,elasticnet,BNDX,6,FAIL,78,0.03879785784011436,0.5641025641025641,0.16649154710171576,-0.977818024737463,0.03879785784011436,0.8106551809086344,,14.0,elasticnet,,,,,,,
continuous_relative_return,model,ridge,BNDX,6,FAIL,78,0.13410639992918474,0.6282051282051282,0.16097905973059798,-0.7987842653771091,0.13410639992918474,0.3218209365717552,,14.0,ridge,,,,,,,
continuous_relative_return,model,bayesian_ridge,BNDX,6,FAIL,78,0.3874732862074634,0.6153846153846154,0.17303107758387695,-1.0852113400751096,0.3874732862074634,0.008946578177869547,,16.0,bayesian_ridge,,,,,,,
continuous_relative_return,model,gbt,BNDX,6,FAIL,78,0.13982573951384655,0.6794871794871795,0.13752220691216516,-0.26737353690837806,0.13982573951384655,0.3531313528440517,,11.0,gbt,,,,,,,
continuous_relative_return,ensemble,ensemble,BNDX,6,FAIL,78,0.2707292707292707,0.6025641025641025,0.14260854153517785,-0.35870537547573966,0.2707292707292707,0.06552702790463709,,13.0,ensemble,,,,,,,
continuous_relative_return,baseline,historical_mean,VCIT,6,FAIL,120,-0.23225689065281893,0.75,0.12549788029042577,-0.16131483112146805,-0.23225689065281893,0.20174775353314084,historical_mean,,,,,,,,,
continuous_relative_return,baseline,last_value,VCIT,6,FAIL,120,-0.20342816576668676,0.65,0.16612293964241212,-0.9664840043400522,-0.20342816576668676,0.1481213393118176,last_value,,,,,,,,,
continuous_relative_return,baseline,zero,VCIT,6,FAIL,120,,0.0,0.1505666802609874,-0.5777522333690261,,5.673927718179019e-17,zero,,,,,,,,,
continuous_relative_return,model,elasticnet,VCIT,6,FAIL,120,0.03986820872850784,0.6,0.1606350265983064,-0.8742863797555187,0.03986820872850784,0.7449900956049266,,14.0,elasticnet,,,,,,,
continuous_relative_return,model,ridge,VCIT,6,FAIL,120,0.07433849572887005,0.6,0.15661388497417442,-0.8627640795384919,0.07433849572887005,0.6086482784452567,,14.0,ridge,,,,,,,
continuous_relative_return,model,bayesian_ridge,VCIT,6,FAIL,120,0.25770539620807,0.5916666666666667,0.1855576401943048,-4.461249209168032,0.25770539620807,0.062159013406595486,,16.0,bayesian_ridge,,,,,,,
continuous_relative_return,model,gbt,VCIT,6,FAIL,120,-0.07165477918624909,0.6583333333333333,0.14507645669159921,-0.47399287672281587,-0.07165477918624909,0.572477934956316,,11.0,gbt,,,,,,,
continuous_relative_return,ensemble,ensemble,VCIT,6,FAIL,120,0.10204875338565177,0.6333333333333333,0.1461990955541929,-0.4897864958219684,0.10204875338565177,0.42756675090652,,13.0,ensemble,,,,,,,
continuous_relative_return,baseline,historical_mean,VMBS,6,FAIL,120,-0.23684612326855636,0.7583333333333333,0.12213513160158834,-0.16170458660999576,-0.23684612326855636,0.2010294318341316,historical_mean,,,,,,,,,
continuous_relative_return,baseline,last_value,VMBS,6,FAIL,120,-0.22153477445059616,0.6583333333333333,0.1679552179822319,-1.0820729879409563,-0.22153477445059616,0.1138760209100871,last_value,,,,,,,,,
continuous_relative_return,baseline,zero,VMBS,6,FAIL,120,,0.0,0.15276029859083723,-0.7111981982299687,,2.532588392264468e-17,zero,,,,,,,,,
continuous_relative_return,model,elasticnet,VMBS,6,FAIL,120,0.11573471233933565,0.65,0.15242954527797842,-0.7775421480462466,0.11573471233933565,0.3342821236680572,,14.0,elasticnet,,,,,,,
continuous_relative_return,model,ridge,VMBS,6,FAIL,120,0.10920897284533647,0.6416666666666667,0.1534146112317328,-0.7362420890965109,0.10920897284533647,0.3987023137843956,,14.0,ridge,,,,,,,
continuous_relative_return,model,bayesian_ridge,VMBS,6,FAIL,120,0.2919091603583582,0.5916666666666667,0.18763263215847284,-3.5809254266758934,0.2919091603583582,0.03531043874196928,,16.0,bayesian_ridge,,,,,,,
continuous_relative_return,model,gbt,VMBS,6,FAIL,120,-0.05820950979039852,0.6833333333333333,0.13953085911225221,-0.4328811527731582,-0.05820950979039852,0.6427425592188432,,11.0,gbt,,,,,,,
continuous_relative_return,ensemble,ensemble,VMBS,6,FAIL,120,0.1273699562469616,0.6416666666666667,0.1480735754701713,-0.5797649948834169,0.1273699562469616,0.2985683898803807,,13.0,ensemble,,,,,,,
continuous_relative_return,baseline,historical_mean,VNQ,6,FAIL,180,0.11437396479006202,0.6444444444444445,0.13270000054882153,-0.09946932138301512,0.11437396479006202,0.4805346561545874,historical_mean,,,,,,,,,
continuous_relative_return,baseline,last_value,VNQ,6,FAIL,180,-0.1179809631396352,0.4444444444444444,0.18622928237023295,-1.0980492376386075,-0.1179809631396352,0.34296086550805477,last_value,,,,,,,,,
continuous_relative_return,baseline,zero,VNQ,6,FAIL,180,,0.0,0.13786408121579755,-0.1875068082208904,,3.293098604560526e-23,zero,,,,,,,,,
continuous_relative_return,model,elasticnet,VNQ,6,FAIL,180,0.25107763059463895,0.5944444444444444,0.1623861615746005,-0.7279712356138182,0.25107763059463895,0.04242712579708037,,14.0,elasticnet,,,,,,,
continuous_relative_return,model,ridge,VNQ,6,FAIL,180,0.20907229647005565,0.5055555555555555,0.1459573978210788,-0.2985097961528336,0.20907229647005565,0.10586906709602383,,14.0,ridge,,,,,,,
continuous_relative_return,model,bayesian_ridge,VNQ,6,FAIL,180,0.29069209955039765,0.6111111111111112,0.20627607778332416,-9.972769985947249,0.29069209955039765,0.03238500275963794,,16.0,bayesian_ridge,,,,,,,
continuous_relative_return,model,gbt,VNQ,6,FAIL,180,0.1438760691707927,0.5722222222222222,0.17220426009426598,-0.9363434552739216,0.1438760691707927,0.2651200063014735,,11.0,gbt,,,,,,,
continuous_relative_return,ensemble,ensemble,VNQ,6,FAIL,180,0.24156095352737225,0.5777777777777777,0.1557164095384625,-0.5969049026278921,0.24156095352737225,0.06660204331667909,,13.0,ensemble,,,,,,,
continuous_relative_return,baseline,historical_mean,GLD,6,FAIL,180,0.06117073913385756,0.6222222222222222,0.15497598574498284,-0.21196983077772225,0.06117073913385756,0.662144986042084,historical_mean,,,,,,,,,
continuous_relative_return,baseline,last_value,GLD,6,FAIL,180,-0.05732903883688064,0.5777777777777777,0.195254741001418,-0.7481384649649965,-0.05732903883688064,0.605056771360666,last_value,,,,,,,,,
continuous_relative_return,baseline,zero,GLD,6,FAIL,180,,0.0,0.15801539162050837,-0.1286118568772856,,3.5614161313990045e-24,zero,,,,,,,,,
continuous_relative_return,model,elasticnet,GLD,6,FAIL,180,0.19473345290442312,0.6,0.17236836315883944,-0.6460493850593165,0.19473345290442312,0.14727434007739967,,14.0,elasticnet,,,,,,,
continuous_relative_return,model,ridge,GLD,6,FAIL,180,0.17092297087358663,0.5444444444444444,0.17643980842762177,-0.4943710578317204,0.17092297087358663,0.20193375252568435,,14.0,ridge,,,,,,,
continuous_relative_return,model,bayesian_ridge,GLD,6,FAIL,180,0.23109149459345452,0.5444444444444444,0.2262179531159224,-3.3537337212025022,0.23109149459345452,0.08918202736867399,,16.0,bayesian_ridge,,,,,,,
continuous_relative_return,model,gbt,GLD,6,FAIL,180,0.05549988374125926,0.5388888888888889,0.18779605262919208,-0.6686570915137946,0.05549988374125926,0.6155053022512387,,11.0,gbt,,,,,,,
continuous_relative_return,ensemble,ensemble,GLD,6,FAIL,180,0.16711832669732604,0.5444444444444444,0.17756255366901594,-0.5452539641074416,0.16711832669732604,0.21958242524538468,,13.0,ensemble,,,,,,,
continuous_relative_return,baseline,historical_mean,DBC,6,FAIL,162,-0.161640847835009,0.6790123456790124,0.16443986049529605,-0.18948213642000455,-0.161640847835009,0.2650857497773196,historical_mean,,,,,,,,,
continuous_relative_return,baseline,last_value,DBC,6,FAIL,162,-0.05897569201780577,0.6049382716049383,0.21389961486693376,-0.9566375592056007,-0.05897569201780577,0.6832801390470584,last_value,,,,,,,,,
continuous_relative_return,baseline,zero,DBC,6,FAIL,162,,0.0,0.182548059321362,-0.34345955104245585,,8.002974423082531e-21,zero,,,,,,,,,
continuous_relative_return,model,elasticnet,DBC,6,FAIL,162,0.12379020768549019,0.5987654320987654,0.17627037160353817,-0.5041225344706037,0.12379020768549019,0.3050793630318326,,14.0,elasticnet,,,,,,,
continuous_relative_return,model,ridge,DBC,6,FAIL,162,-0.09111001028845789,0.5740740740740741,0.20006715572123968,-0.9044734385457696,-0.09111001028845789,0.49454243137603937,,14.0,ridge,,,,,,,
continuous_relative_return,model,bayesian_ridge,DBC,6,FAIL,162,0.12390041224397053,0.5802469135802469,0.6099958436154999,-526.0621657143272,0.12390041224397053,0.3742701989723193,,16.0,bayesian_ridge,,,,,,,
continuous_relative_return,model,gbt,DBC,6,FAIL,162,0.2419742841460496,0.6666666666666666,0.16810958155263264,-0.1888945117490548,0.2419742841460496,0.040689837393765714,,11.0,gbt,,,,,,,
continuous_relative_return,ensemble,ensemble,DBC,6,FAIL,162,0.16146669094121746,0.5740740740740741,0.18247035598944708,-0.7187314105603324,0.16146669094121746,0.1750067759682988,,13.0,ensemble,,,,,,,
binary_outperform,baseline,historical_mean,VTI,6,FAIL,222,-0.06007875309586125,0.5990990990990991,0.49999999999999994,-0.13488924699089622,-0.06007875309586125,0.5828861297992302,historical_mean,,,0.2670195195195195,0.536036036036036,0.5235701613584522,0.6190476190476191,0.5864661654135338,0.5990990990990991,0.5675675675675675
binary_outperform,baseline,last_value,VTI,6,FAIL,222,-0.03489295558907045,0.49099099099099097,0.509009009009009,-1.1633955899002664,-0.03489295558907045,0.7440784687826338,last_value,,,0.509009009009009,0.49099099099099097,0.48225901833234774,0.5833333333333334,0.5263157894736842,0.5990990990990991,0.5405405405405406
binary_outperform,baseline,zero,VTI,6,FAIL,222,,0.4009009009009009,0.5990990990990991,-1.5462974642188971,,6.987743486507005e-42,zero,,,0.5990990990990991,0.4009009009009009,0.5,0.0,0.0,0.5990990990990991,0.0
binary_outperform,model,elasticnet,VTI,6,FAIL,222,-0.0561218423941742,0.5855855855855856,0.5143310934856974,-0.3029199101792599,-0.0561218423941742,0.5913112370044351,,14.0,elasticnet,0.2996374462971016,0.5135135135135135,0.5084903269409479,0.6068376068376068,0.5338345864661654,0.5990990990990991,0.527027027027027
binary_outperform,model,ridge,VTI,6,FAIL,222,-0.02402348682868113,0.581081081081081,0.5189942970315089,-0.4223534981906203,-0.02402348682868113,0.827587804117933,,14.0,ridge,0.30542307982679195,0.49099099099099097,0.48783475542789556,0.5877192982456141,0.5037593984962406,0.5990990990990991,0.5135135135135135
binary_outperform,model,bayesian_ridge,VTI,6,FAIL,222,-0.00021513570294341312,0.481981981981982,0.5778563505356821,-1.0897417331428358,-0.00021513570294341312,0.9982956011613155,,16.0,bayesian_ridge,0.36638492863577193,0.4864864864864865,0.49708541015459995,0.5959595959595959,0.44360902255639095,0.5990990990990991,0.44594594594594594
binary_outperform,model,gbt,VTI,6,FAIL,222,-0.016350533109536106,0.581081081081081,0.49898019584683806,-0.3972464122605759,-0.016350533109536106,0.8693640647042913,,11.0,gbt,0.32243266266100634,0.4774774774774775,0.4691222438117766,0.5714285714285714,0.5112781954887218,0.5990990990990991,0.536036036036036
binary_outperform,ensemble,ensemble,VTI,6,FAIL,222,-0.008677140018717663,0.5990990990990991,0.5101164926025159,-0.31186068690213853,-0.008677140018717663,0.9346602769175814,,13.0,ensemble,0.30421581313166507,0.49099099099099097,0.497127650587142,0.5961538461538461,0.46616541353383456,0.5990990990990991,0.46846846846846846
binary_outperform,baseline,historical_mean,VOO,6,FAIL,108,-0.4133047590952844,0.6851851851851852,0.4722222222222222,-0.21209202622781453,-0.4133047590952844,0.000345034600815862,historical_mean,,,0.2559722222222222,0.6851851851851852,0.5,0.6851851851851852,1.0,0.6851851851851852,1.0
binary_outperform,baseline,last_value,VOO,6,FAIL,108,-0.12254864107746825,0.5555555555555556,0.4444444444444444,-1.1045547932333188,-0.12254864107746825,0.4384759315983765,last_value,,,0.4444444444444444,0.5555555555555556,0.4451510333863275,0.6547619047619048,0.7432432432432432,0.6851851851851852,0.7777777777777778
binary_outperform,baseline,zero,VOO,6,FAIL,108,,0.3148148148148148,0.6851851851851852,-2.244521972901367,,2.6061903918406908e-21,zero,,,0.6851851851851852,0.3148148148148148,0.5,0.0,0.0,0.6851851851851852,0.0
binary_outperform,model,elasticnet,VOO,6,FAIL,108,-0.2861906800344348,0.6574074074074074,0.5061297208386959,-0.5616801837092045,-0.2861906800344348,0.052254311163524664,,14.0,elasticnet,0.3031388757982357,0.5648148148148148,0.4360095389507154,0.651685393258427,0.7837837837837838,0.6851851851851852,0.8240740740740741
binary_outperform,model,ridge,VOO,6,FAIL,108,-0.051158777013519445,0.5370370370370371,0.6038412103909664,-1.722318271422988,-0.051158777013519445,0.7570445830211993,,14.0,ridge,0.38214894367904906,0.5277777777777778,0.4884737678855326,0.676923076923077,0.5945945945945946,0.6851851851851852,0.6018518518518519
binary_outperform,model,bayesian_ridge,VOO,6,FAIL,108,-0.06011156299088536,0.5740740740740741,0.7503067799750122,-10.521877743555528,-0.06011156299088536,0.7303290605301999,,16.0,bayesian_ridge,0.3986968172210955,0.4444444444444444,0.4117647058823529,0.6166666666666667,0.5,0.6851851851851852,0.5555555555555556
binary_outperform,model,gbt,VOO,6,FAIL,108,-0.05499699516906976,0.6574074074074074,0.47258703154864257,-0.44326987887349434,-0.05499699516906976,0.6350066868606505,,11.0,gbt,0.29422889912391403,0.5925925925925926,0.5039745627980922,0.6875,0.7432432432432432,0.6851851851851852,0.7407407407407407
binary_outperform,ensemble,ensemble,VOO,6,FAIL,222,0.30070167124857117,0.6801801801801802,0.42108143107443896,-0.27480378093366165,0.30070167124857117,0.007936090048749274,,13.0,ensemble,0.2564896563586543,0.5765765765765766,0.5750811688311689,0.6081081081081081,0.4090909090909091,0.4954954954954955,0.3333333333333333
binary_outperform,baseline,historical_mean,VGT,6,FAIL,186,-0.1295364484107841,0.5376344086021505,0.5164874551971326,-0.13781318891163696,-0.1295364484107841,0.24696317408487994,historical_mean,,,0.2755197132616487,0.45161290322580644,0.4476744186046512,0.49019607843137253,0.5,0.5376344086021505,0.5483870967741935
binary_outperform,baseline,last_value,VGT,6,FAIL,186,-0.16985118042076236,0.41935483870967744,0.5806451612903226,-1.3978891193402525,-0.16985118042076236,0.11476271561013957,last_value,,,0.5806451612903226,0.41935483870967744,0.41523255813953486,0.46078431372549017,0.47,0.5376344086021505,0.5483870967741935
binary_outperform,baseline,zero,VGT,6,FAIL,186,,0.46236559139784944,0.5376344086021505,-1.2202677030928264,,7.991767864689024e-36,zero,,,0.5376344086021505,0.46236559139784944,0.5,0.0,0.0,0.5376344086021505,0.0
binary_outperform,model,elasticnet,VGT,6,FAIL,186,-0.15257558447507458,0.5161290322580645,0.5335773707675302,-0.31492459878650503,-0.15257558447507458,0.15733541538232565,,14.0,elasticnet,0.3143352842896635,0.41935483870967744,0.41686046511627906,0.45918367346938777,0.45,0.5376344086021505,0.5268817204301075
binary_outperform,model,ridge,VGT,6,FAIL,186,-0.021890779571139583,0.4946236559139785,0.5142071895370357,-0.3089955883539359,-0.021890779571139583,0.8571025934629335,,14.0,ridge,0.3062145613983842,0.46774193548387094,0.4773255813953488,0.5072463768115942,0.35,0.5376344086021505,0.3709677419354839
binary_outperform,model,bayesian_ridge,VGT,6,FAIL,186,0.01787412276909562,0.489247311827957,0.5415366227973972,-0.8212532365629837,0.01787412276909562,0.8694135574831726,,16.0,bayesian_ridge,0.3242363521406573,0.478494623655914,0.4840697674418605,0.5189873417721519,0.41,0.5376344086021505,0.42473118279569894
binary_outperform,model,gbt,VGT,6,FAIL,186,-0.0700913801221719,0.5268817204301075,0.5157492530969557,-0.393150688466281,-0.0700913801221719,0.4929742809825621,,11.0,gbt,0.3366999024163014,0.478494623655914,0.4734883720930233,0.5142857142857142,0.54,0.5376344086021505,0.5645161290322581
binary_outperform,ensemble,ensemble,VGT,6,FAIL,222,0.01388309169532426,0.481981981981982,0.54168150005282,-0.572956664750365,0.01388309169532426,0.8867534139176264,,13.0,ensemble,0.3101415286317148,0.5,0.5022844089091947,0.5384615384615384,0.47058823529411764,0.536036036036036,0.46846846846846846
binary_outperform,baseline,historical_mean,VHT,6,FAIL,186,0.056210194527419016,0.5806451612903226,0.4775985663082436,-0.09588737039552986,0.056210194527419016,0.6740136647290753,historical_mean,,,0.2605465949820788,0.6021505376344086,0.6075498575498576,0.6888888888888889,0.5740740740740741,0.5806451612903226,0.4838709677419355
binary_outperform,baseline,last_value,VHT,6,FAIL,186,0.04040744815847686,0.5376344086021505,0.46236559139784944,-0.9447600616435445,0.04040744815847686,0.7363730637457184,last_value,,,0.46236559139784944,0.5376344086021505,0.51994301994302,0.5964912280701754,0.6296296296296297,0.5806451612903226,0.6129032258064516
binary_outperform,baseline,zero,VHT,6,FAIL,186,,0.41935483870967744,0.5806451612903226,-1.4422568215988703,,8.700253146256166e-32,zero,,,0.5806451612903226,0.41935483870967744,0.5,0.0,0.0,0.5806451612903226,0.0
binary_outperform,model,elasticnet,VHT,6,FAIL,186,0.13131977123740005,0.5483870967741935,0.4729198968518605,-0.24615215306508387,0.13131977123740005,0.2744677037618952,,14.0,elasticnet,0.28492612626499497,0.5752688172043011,0.5897435897435898,0.6835443037974683,0.5,0.5806451612903226,0.42473118279569894
binary_outperform,model,ridge,VHT,6,FAIL,186,0.11850525894000472,0.5591397849462365,0.47517329685725457,-0.23282357811208998,0.11850525894000472,0.34110255800666867,,14.0,ridge,0.29060162109686694,0.5860215053763441,0.5972222222222222,0.6867469879518072,0.5277777777777778,0.5806451612903226,0.44623655913978494
binary_outperform,model,bayesian_ridge,VHT,6,FAIL,186,0.13210089652387513,0.46774193548387094,0.5414718226440847,-0.9349247832417111,0.13210089652387513,0.270417189270118,,16.0,bayesian_ridge,0.3245310996293796,0.5806451612903226,0.5925925925925926,0.6829268292682927,0.5185185185185185,0.5806451612903226,0.44086021505376344
binary_outperform,model,gbt,VHT,6,FAIL,186,0.06371761134856296,0.543010752688172,0.4873632126033957,-0.42795861138142977,0.06371761134856296,0.588275792889945,,11.0,gbt,0.33004493199947726,0.5483870967741935,0.5452279202279202,0.6224489795918368,0.5648148148148148,0.5806451612903226,0.5268817204301075
binary_outperform,ensemble,ensemble,VHT,6,FAIL,222,0.17990112791763754,0.5225225225225225,0.5201117376858014,-0.7486960947635333,0.17990112791763754,0.09050758998277329,,13.0,ensemble,0.29360548038756024,0.5675675675675675,0.5755876288659794,0.6464646464646465,0.512,0.5630630630630631,0.44594594594594594
binary_outperform,baseline,historical_mean,VFH,6,FAIL,186,-0.3412007780344273,0.6075268817204301,0.5021505376344085,-0.17391806638988538,-0.3412007780344273,0.0034545614729565625,historical_mean,,,0.2728494623655914,0.532258064516129,0.44290216995999515,0.5773809523809523,0.8584070796460177,0.6075268817204301,0.9032258064516129
binary_outperform,baseline,last_value,VFH,6,FAIL,186,0.008637193823906543,0.521505376344086,0.478494623655914,-1.058693751895563,0.008637193823906543,0.9379507211246664,last_value,,,0.478494623655914,0.521505376344086,0.5043641653533761,0.6111111111111112,0.584070796460177,0.6075268817204301,0.5806451612903226
binary_outperform,baseline,zero,VFH,6,FAIL,186,,0.3924731182795699,0.6075268817204301,-1.613847123193243,,8.643044609614925e-36,zero,,,0.6075268817204301,0.3924731182795699,0.5,0.0,0.0,0.6075268817204301,0.0
binary_outperform,model,elasticnet,VFH,6,FAIL,186,-0.11959440499877182,0.5806451612903226,0.5175426778573781,-0.49726731694581905,-0.11959440499877182,0.28722390427256017,,14.0,elasticnet,0.3000261720505072,0.4838709677419355,0.41520184264759363,0.5570469798657718,0.7345132743362832,0.6075268817204301,0.8010752688172043
binary_outperform,model,ridge,VFH,6,FAIL,186,0.08766362449732625,0.553763440860215,0.5306522413337188,-0.8581574072425622,0.08766362449732625,0.42897222581103284,,14.0,ridge,0.2965346867892651,0.5053763440860215,0.4716935386107407,0.5867768595041323,0.6283185840707964,0.6075268817204301,0.6505376344086021
binary_outperform,model,bayesian_ridge,VFH,6,FAIL,186,0.06428665796470592,0.5591397849462365,0.7973323878849632,-41.340062371582604,0.06428665796470592,0.5421736761661426,,16.0,bayesian_ridge,0.3223089225504785,0.5268817204301075,0.5015153351921444,0.6086956521739131,0.6194690265486725,0.6075268817204301,0.6182795698924731
binary_outperform,model,gbt,VFH,6,FAIL,186,0.10509626879249227,0.6021505376344086,0.46461098182335103,-0.26110299179442453,0.10509626879249227,0.33519035802434316,,11.0,gbt,0.28589182452236056,0.5645161290322581,0.5421869317493029,0.6403508771929824,0.6460176991150443,0.6075268817204301,0.6129032258064516
binary_outperform,ensemble,ensemble,VFH,6,FAIL,222,0.002409205983450785,0.5855855855855856,0.5373688549168246,-1.0053511611522272,0.002409205983450785,0.9820618407547546,,13.0,ensemble,0.31833211106635717,0.4954954954954955,0.4714998686629892,0.6124031007751938,0.5602836879432624,0.6351351351351351,0.581081081081081
binary_outperform,baseline,historical_mean,VIS,6,FAIL,180,-0.0975471830661007,0.6333333333333333,0.48518518518518516,-0.1376930067222708,-0.0975471830661007,0.43319377360211886,historical_mean,,,0.2571296296296296,0.5666666666666667,0.4856459330143541,0.625,0.7894736842105263,0.6333333333333333,0.8
binary_outperform,baseline,last_value,VIS,6,FAIL,180,-0.02870813397129187,0.5222222222222223,0.4777777777777778,-1.1139704410107738,-0.02870813397129187,0.8196006770237215,last_value,,,0.4777777777777778,0.5222222222222223,0.4856459330143541,0.6228070175438597,0.6228070175438597,0.6333333333333333,0.6333333333333333
binary_outperform,baseline,zero,VIS,6,FAIL,180,,0.36666666666666664,0.6333333333333333,-1.802239886921258,,1.0199555985604453e-33,zero,,,0.6333333333333333,0.36666666666666664,0.5,0.0,0.0,0.6333333333333333,0.0
binary_outperform,model,elasticnet,VIS,6,FAIL,180,-0.034954906272866904,0.6166666666666667,0.4919465912311415,-0.28522104545128335,-0.034954906272866904,0.7334545516740878,,14.0,elasticnet,0.27791096689037326,0.5333333333333333,0.4880382775119617,0.625,0.6578947368421053,0.6333333333333333,0.6666666666666666
binary_outperform,model,ridge,VIS,6,FAIL,180,-0.1215852760469435,0.6277777777777778,0.5107220156879226,-0.35669959977478705,-0.1215852760469435,0.2237714070791682,,14.0,ridge,0.29696702188085666,0.4777777777777778,0.4441786283891547,0.5909090909090909,0.5701754385964912,0.6333333333333333,0.6111111111111112
binary_outperform,model,bayesian_ridge,VIS,6,FAIL,180,-0.010427934259500627,0.5722222222222222,0.6918925403651318,-16.48973165696614,-0.010427934259500627,0.9192882366079564,,16.0,bayesian_ridge,0.3361167389963027,0.46111111111111114,0.4437799043062201,0.5858585858585859,0.5087719298245614,0.6333333333333333,0.55
binary_outperform,model,gbt,VIS,6,FAIL,180,0.013534322389402317,0.6111111111111112,0.5124540389028439,-0.597997086263589,0.013534322389402317,0.9135876547876444,,11.0,gbt,0.3474866187004503,0.48333333333333334,0.48684210526315785,0.6206896551724138,0.47368421052631576,0.6333333333333333,0.48333333333333334
binary_outperform,ensemble,ensemble,VIS,6,FAIL,222,0.01289890591679245,0.5630630630630631,0.5494190422917409,-0.9720033089920461,0.01289890591679245,0.8996652276228679,,13.0,ensemble,0.3166288870895123,0.509009009009009,0.5142339544513458,0.6355140186915887,0.4927536231884058,0.6216216216216216,0.481981981981982
binary_outperform,baseline,historical_mean,VDE,6,FAIL,180,-0.05349244969160888,0.6333333333333333,0.4800000000000001,-0.13570601139851268,-0.05349244969160888,0.6646280428273659,historical_mean,,,0.25687037037037036,0.5777777777777777,0.4976076555023924,0.6319444444444444,0.7982456140350878,0.6333333333333333,0.8
binary_outperform,baseline,last_value,VDE,6,FAIL,180,-0.10354345736623262,0.4777777777777778,0.5222222222222223,-1.3089113633795733,-0.10354345736623262,0.3333134544699632,last_value,,,0.5222222222222223,0.4777777777777778,0.4473684210526315,0.5925925925925926,0.5614035087719298,0.6333333333333333,0.6
binary_outperform,baseline,zero,VDE,6,FAIL,180,,0.36666666666666664,0.6333333333333333,-1.8001691002688438,,2.996005797274717e-36,zero,,,0.6333333333333333,0.36666666666666664,0.5,0.0,0.0,0.6333333333333333,0.0
binary_outperform,model,elasticnet,VDE,6,FAIL,180,0.0693871594373638,0.6333333333333333,0.47757431746076057,-0.2169576767285022,0.0693871594373638,0.5549632081928277,,14.0,elasticnet,0.25371708339520044,0.5777777777777777,0.5039872408293461,0.6357142857142857,0.7807017543859649,0.6333333333333333,0.7777777777777778
binary_outperform,model,ridge,VDE,6,FAIL,180,-0.009540450492734618,0.6222222222222222,0.5115864899832269,-0.553767403228471,-0.009540450492734618,0.9280465205637887,,14.0,ridge,0.3092629803721605,0.5277777777777778,0.483652312599681,0.6218487394957983,0.6491228070175439,0.6333333333333333,0.6611111111111111
binary_outperform,model,bayesian_ridge,VDE,6,FAIL,180,-0.009318579551043114,0.5888888888888889,1.11003610771543,-198.79134672937548,-0.009318579551043114,0.9346271940454481,,16.0,bayesian_ridge,0.33526506454203525,0.5222222222222223,0.4792663476874003,0.6186440677966102,0.6403508771929824,0.6333333333333333,0.6555555555555556
binary_outperform,model,gbt,VDE,6,FAIL,180,-0.11692827199925575,0.6055555555555555,0.5384257882523908,-0.6729841386676301,-0.11692827199925575,0.3212839476160615,,11.0,gbt,0.3647511630030074,0.46111111111111114,0.4533492822966507,0.5913978494623656,0.4824561403508772,0.6333333333333333,0.5166666666666667
binary_outperform,ensemble,ensemble,VDE,6,FAIL,222,0.05934694545743535,0.5495495495495496,0.5477625096477228,-1.5275763409161338,0.05934694545743535,0.606420535753743,,13.0,ensemble,0.3068085408201156,0.527027027027027,0.5282394843962008,0.6306306306306306,0.5223880597014925,0.6036036036036037,0.5
binary_outperform,baseline,historical_mean,VPU,6,FAIL,186,0.06983819057064701,0.6397849462365591,0.45878136200716846,-0.033430515899381064,0.06983819057064701,0.5768796792340922,historical_mean,,,0.23128136200716845,0.6505376344086021,0.5605794556628622,0.6730769230769231,0.8823529411764706,0.6397849462365591,0.8387096774193549
binary_outperform,baseline,last_value,VPU,6,FAIL,186,-0.08655606278408504,0.510752688172043,0.489247311827957,-1.1860953147148972,-0.08655606278408504,0.4085533716831591,last_value,,,0.489247311827957,0.510752688172043,0.4578577699736611,0.6111111111111112,0.6470588235294118,0.6397849462365591,0.6774193548387096
binary_outperform,baseline,zero,VPU,6,FAIL,186,,0.3602150537634409,0.6397849462365591,-1.8587400269348655,,8.579933838464298e-41,zero,,,0.6397849462365591,0.3602150537634409,0.5,0.0,0.0,0.6397849462365591,0.0
