variant,variant_label,benchmark,classifier_raw_prob_actionable_sell,classifier_prob_actionable_sell,classifier_history_obs,classifier_weight,classifier_weighted_contribution,classifier_shadow_tier,is_contextual,benchmark_specific_features,benchmark_specific_prob_actionable_sell,benchmark_specific_tier,feature_set,reporting_only
baseline_shadow,,BND,0.9138889581666138,0.2495957021922227,156,0.17006630419032442,0.042447818613620174,HIGH,False,pb_ratio|npw_per_pif_yoy|mortgage_spread_30y_10y|motor_vehicle_ins_cpi_yoy|combined_ratio_ttm|npw_growth_yoy|roe|credit_spread_hy|excess_bond_premium_proxy|real_yield_change_6m|npw_vs_npe_spread_pct|mom_6m,0.869455497383034,HIGH,,
baseline_shadow,,DBC,0.9400432991631366,0.5532918479757749,168,0.13943703524567055,0.07714937490734032,LOW,True,combined_ratio_ttm|underwriting_margin_ttm|real_yield_change_6m|rate_adequacy_gap_yoy|baa10y_spread|commodity_equity_momentum|npw_per_pif_yoy|real_rate_10y|ppi_auto_ins_yoy|npw_growth_yoy|investment_income_growth_yoy|credit_spread_hy,0.9275200613814079,HIGH,,
baseline_shadow,,GLD,0.8962338607149091,0.4665774873118685,186,0.14176162142347726,0.06614278112102237,LOW,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.4665774873118685,LOW,,
baseline_shadow,,VDE,0.8512636370511472,0.4148233361591106,186,0.12600549652202964,0.05227002044165354,LOW,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.4148233361591106,LOW,,
baseline_shadow,,VGT,0.6637292702198581,0.49747452432578393,192,0.0,0.0,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.49747452432578393,LOW,,
baseline_shadow,,VIG,0.8294389611371228,0.5132426640641717,168,0.0,0.0,LOW,False,pb_ratio|wti_return_3m|monthly_combined_ratio_delta|real_yield_change_6m|baa10y_spread|yield_curvature|npw_per_pif_yoy|vwo_vxus_spread_6m|underwriting_income_3m|combined_ratio_ttm|mom_3m|commodity_equity_momentum,0.5640322644777594,LOW,,
baseline_shadow,,VMBS,0.8530380494641432,0.3194189098815579,120,0.14147954261849818,0.045191241273742105,MODERATE,True,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.3194189098815579,MODERATE,,
baseline_shadow,,VOO,0.7122470890256128,0.483866088247901,114,0.09375,0.04536244577324072,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.483866088247901,LOW,,
baseline_shadow,,VWO,0.8471800789780839,0.3396954899103233,180,0.09375,0.03184645217909281,MODERATE,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.3396954899103233,MODERATE,,
baseline_shadow,,VXUS,0.8015150197660691,0.5482249693442887,108,0.09375,0.05139609087602706,LOW,False,mom_12m|vol_63d|yield_slope|real_yield_change_6m|real_rate_10y|credit_spread_hy|nfci|vix|combined_ratio_ttm|investment_income_growth_yoy|book_value_per_share_growth_yoy|npw_growth_yoy,0.5482249693442887,LOW,,
