benchmark,predicted_relative_return,prediction_std,signal_to_noise,ic,hit_rate,signal,prob_outperform,confidence_tier,calibrated_prob_outperform,ci_lower,ci_upper,ci_width,ci_empirical_coverage,ci_n_calibration,ci_trailing_empirical_coverage,ci_trailing_coverage_gap,ci_trailing_n,classifier_raw_prob_actionable_sell,classifier_prob_actionable_sell,classifier_history_obs,classifier_shadow_tier,classifier_weight,classifier_weighted_contribution,benchmark_role
VOO,-0.011389115049649325,0.0,0.0,-0.09558525791579997,0.543859649122807,NEUTRAL,0.5,LOW,0.6773127959169464,-0.26394424316452003,0.24116601306522137,0.5051102562297414,0.8859649122807017,114,0.6666666666666666,-0.13333333333333341,12,0.7118618341357406,0.48359973687315694,114,LOW,0.09375,0.04533747533185846,Buy candidate
VXUS,0.03325460415198385,0.0,0.0,-0.13623210144529282,0.6064814814814815,NEUTRAL,0.5,LOW,0.6949307024010603,-0.30794823165430657,0.37445743995827424,0.6824056716125808,0.9444444444444444,108,0.5833333333333334,-0.21666666666666667,12,0.8017757744590238,0.5481353657750433,108,LOW,0.09375,0.051387690541410305,Buy candidate
VWO,-0.05112207118307984,0.0,0.0,-0.06843189119777705,0.6222222222222222,NEUTRAL,0.5,LOW,0.8933914524946535,-0.34272793929607936,0.2404837969299197,0.5832117362259991,0.9166666666666666,180,0.5833333333333334,-0.21666666666666667,12,0.8484787701977047,0.33992318343103495,180,MODERATE,0.09375,0.031867798446659525,Buy candidate
VMBS,0.0012713441733080923,0.0,0.0,0.191618283790354,0.7708333333333333,NEUTRAL,0.5,LOW,0.5894241932480231,-0.2184167369175823,0.22095942526419848,0.43937616218178077,0.825,120,0.6666666666666666,-0.13333333333333341,12,0.8523964583767691,0.3191203701699497,120,MODERATE,0.14181212458746578,0.04525513769293911,Forecast only
BND,0.019606947005442573,0.0,0.0,0.29175737961239917,0.6762820512820513,OUTPERFORM,0.5,LOW,0.7139129798956404,-0.19039713437185518,0.22961102838274033,0.4200081627545955,0.8589743589743589,156,0.75,-0.050000000000000044,12,0.9137388800559546,0.24956798569231708,156,HIGH,0.1699471676726181,0.04241337231016977,Buy candidate
GLD,-0.07473150226416826,0.0,0.0,0.17093485793290752,0.6021505376344086,UNDERPERFORM,0.5,LOW,0.49946983434430603,-0.44268983089492425,0.29322682636658776,0.735916657261512,0.956989247311828,186,0.4166666666666667,-0.38333333333333336,12,0.8961299477510539,0.46655889555120394,186,LOW,0.1416884613617314,0.06610601204527884,Forecast only
DBC,-0.14188064643254206,0.0,0.0,0.14376839931681348,0.6964285714285714,UNDERPERFORM,0.5,LOW,0.36957796575456975,-0.5821920226203631,0.29843072975527896,0.880622752375642,0.9880952380952381,168,0.5,-0.30000000000000004,12,0.9399969668710533,0.5533651543703432,168,LOW,0.13936616049438139,0.07712037691597538,Forecast only
VDE,-0.13473241513819215,0.0,0.0,0.05129482901299667,0.6021505376344086,UNDERPERFORM,0.5,LOW,0.4802067493227126,-0.4623680357185044,0.1929032054421201,0.6552712411606245,0.8763440860215054,186,0.4166666666666667,-0.38333333333333336,12,0.8511931752697763,0.4146716419575304,186,LOW,0.12593608588380334,0.0522221235151413,Forecast only
