variant,n_benchmarks,consensus,mean_predicted_return,mean_ic,mean_hit_rate,mean_prob_outperform,confidence_tier,weight_mode,score_col,lambda_mix,top_benchmark,top_benchmark_weight,recommendation_mode,recommended_sell_pct,is_live_path
equal_weight,8,NEUTRAL,-0.04038434247207856,0.10016965422879966,0.6463132992738256,0.5,LOW,equal,,0.0,VOO,0.125,DEFER-TO-TAX-DEFAULT,0.5,False
quality_weighted,8,UNDERPERFORM,-0.04571033730084496,0.12134542217412066,0.6536116374016723,0.5,LOW,shrink_to_equal,nw_ic,0.25,DBC,0.16164438101847284,DEFER-TO-TAX-DEFAULT,0.5,True
