candidate_name,candidate_type,model_type,benchmark,n_features,feature_columns,policy_return_sign,policy_return_neutral_3pct,policy_return_tiered,policy_uplift_vs_sell_50_neutral_3pct,avg_hold_neutral_3pct,n_obs,ic,hit_rate,mae,oos_r2,nw_ic,nw_p_value,strategy
live_production_ensemble,live_ensemble,ensemble,VOO,13,,0.02947636698533833,0.03077597541836657,0.01867936623087898,0.0048456122442700885,0.6157407407407407,108,0.08404546190707556,0.4537037037037037,0.19762661115492192,-1.4652626294530915,0.08404546190707556,0.5517265618162276,
gbt_lean_plus_two,model,gbt,VOO,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,buyback_yield",0.04853147612460419,0.04131893928547225,0.019208181847502528,0.015388576111375766,0.8055555555555556,108,0.06671287267019449,0.6203703703703703,0.1414115471813713,-0.22785152024512856,0.06671287267019449,0.6042738948174649,
baseline_historical_mean,baseline,baseline,VOO,0,,0.017055814216141222,0.019484042540006533,0.006665364977103103,-0.006446320634089951,0.6944444444444444,108,-0.31313990675372155,0.4166666666666667,0.1661429675649001,-0.5115917712132123,-0.31313990675372155,0.03137841234964962,historical_mean
live_production_ensemble,live_ensemble,ensemble,VXUS,13,,0.06602688042461373,0.06168142315562837,0.024225340808369872,0.02238418700514901,0.7777777777777778,108,0.062457724808749414,0.6203703703703703,0.16441987733544666,-0.2909064633165275,0.062457724808749414,0.7135174761275459,
gbt_lean_plus_two,model,gbt,VXUS,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,buyback_yield",0.07956515744916165,0.07853211629436074,0.03918154157010555,0.039234880143881365,0.8981481481481481,108,0.1882064889139021,0.7037037037037037,0.14355780049742753,-0.06533154023831456,0.1882064889139021,0.17947839881500743,
baseline_historical_mean,baseline,baseline,VXUS,0,,0.07859447230095874,0.07859447230095874,0.03929723615047937,0.03929723615047937,1.0,108,-0.3761686155902567,0.7037037037037037,0.14765615964826645,-0.11278975223046794,-0.3761686155902567,0.01761210420579981,historical_mean
live_production_ensemble,live_ensemble,ensemble,VWO,13,,0.058509328478906546,0.061276679238200016,0.02934108576954768,0.02113630715219992,0.7155172413793104,174,0.10817733990147782,0.5459770114942529,0.15295784912488244,-0.3025672535513717,0.10817733990147782,0.3871571405893921,
gbt_lean_plus_two,model,gbt,VWO,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,buyback_yield",0.05657583153238185,0.06050135712643298,0.025567083030576383,0.02036098504043288,0.7528735632183908,174,0.06173356272994482,0.5402298850574713,0.15050132730716634,-0.2792789524982431,0.06173356272994482,0.5970149677075938,
baseline_historical_mean,baseline,baseline,VWO,0,,0.0728512267311783,0.06629872753457247,0.025571163874361737,0.02615835544857238,0.8620689655172413,174,-0.14421049345360057,0.632183908045977,0.14502050646568881,-0.20144206686199073,-0.14421049345360057,0.30386620379028056,historical_mean
live_production_ensemble,live_ensemble,ensemble,VMBS,13,,0.10081884912742488,0.0963980881869259,0.045679086101524075,0.039596068656544754,0.8,120,0.16912285575387176,0.675,0.14158769582956837,-0.4964649484451158,0.16912285575387176,0.18942058140453194,
gbt_lean_plus_two,model,gbt,VMBS,14,"mom_3m,mom_6m,mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,vmt_yoy,pif_growth_yoy,investment_book_yield,buyback_yield",0.10949724511874216,0.10694250328484052,0.05968633056942799,0.050140483754459376,0.925,120,0.07358264853290335,0.7333333333333333,0.13559810257641447,-0.26504359284994505,0.07358264853290335,0.5939918534949098,
baseline_historical_mean,baseline,baseline,VMBS,0,,0.11360403906076227,0.11360403906076227,0.05686623132749132,0.05680201953038114,1.0,120,-0.20392880932476717,0.75,0.12323531713504687,-0.1502628080895121,-0.20392880932476717,0.28240568048713943,historical_mean
live_production_ensemble,live_ensemble,ensemble,BND,13,,0.08151804244281058,0.07972004961108596,0.03690628133230162,0.030105094500003624,0.74,150,0.17145473132139208,0.6466666666666666,0.1312559079313721,-0.3981170248697248,0.17145473132139208,0.16312060713763504,
