candidate_name,candidate_type,model_type,benchmark,n_features,feature_columns,policy_return_sign,policy_return_neutral_3pct,policy_return_tiered,policy_uplift_vs_sell_50_neutral_3pct,avg_hold_neutral_3pct,n_obs,ic,hit_rate,mae,oos_r2,nw_ic,nw_p_value,strategy
ridge_lean_v1,model,ridge,VMBS,13,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy,investment_book_yield",0.11066043143270583,0.1078796861491064,0.05790791743089629,0.05107766661872525,0.7625,120,0.3565386485172581,0.75,7.135894081010463,-130171.17474356828,0.3565386485172581,0.003415720490094518,
baseline_historical_mean,baseline,baseline,VMBS,0,,0.11360403906076227,0.11360403906076227,0.05686623132749132,0.05680201953038114,1.0,120,-0.20392880932476717,0.75,0.12323531713504687,-0.1502628080895121,-0.20392880932476717,0.28240568048713943,historical_mean
live_production_ensemble,live_ensemble,ensemble,BND,13,,0.08151804244281058,0.07972004961108596,0.03690628133230162,0.030105094500003624,0.74,150,0.17145473132139208,0.6466666666666666,0.1312559079313721,-0.3981170248697248,0.17145473132139208,0.16312060713763504,
ridge_lean_v1,model,ridge,BND,13,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy,investment_book_yield",0.09368959310024286,0.09341338577561313,0.047867769565997025,0.04379843066453079,0.76,150,0.4001582292546335,0.7333333333333333,5.9844045309805045,-113236.89490486869,0.4001582292546335,0.00045283929178589484,
baseline_historical_mean,baseline,baseline,BND,0,,0.09922991022216468,0.09915367240042058,0.05054623176914059,0.04953871728933824,0.98,150,-0.008497656200825987,0.7466666666666667,0.11267042251140864,-0.08277969660567464,-0.008497656200825987,0.9617225424806114,historical_mean
live_production_ensemble,live_ensemble,ensemble,GLD,13,,0.034772363540119686,0.040658088846774916,0.02320552507858696,0.010959399355381289,0.5666666666666667,180,0.18360443223556283,0.5722222222222222,0.18143044541907669,-0.6140889693509783,0.18360443223556283,0.1739580285167559,
ridge_lean_v1,model,ridge,GLD,13,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy,investment_book_yield",0.0428210757283979,0.04566519706912917,0.0203896680298586,0.015966507577735548,0.65,180,0.22555222897826063,0.6111111111111112,0.43379799179631295,-266.18839158651787,0.22555222897826063,0.0708001034155684,
baseline_historical_mean,baseline,baseline,GLD,0,,0.04405486911514089,0.044251514049328575,0.017634846247752852,0.014552824557934956,0.7833333333333333,180,0.04827448476072604,0.6222222222222222,0.15661973082026462,-0.2138246908156638,0.04827448476072604,0.730274900498993,historical_mean
live_production_ensemble,live_ensemble,ensemble,DBC,13,,0.08504890962333084,0.08341720905081865,0.04405748903719485,0.0326003650811305,0.8005952380952381,168,0.06644276957496673,0.6428571428571429,0.20190135507810755,-1.1769669803641611,0.06644276957496673,0.5825960461072688,
ridge_lean_v1,model,ridge,DBC,13,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy,investment_book_yield",0.07446254655933063,0.07787751188688444,0.04477387297746126,0.027060667917196312,0.8095238095238095,168,0.022830923107293448,0.6309523809523809,2.2044072351478143,-7901.684056939577,0.022830923107293448,0.8516697114019463,
baseline_historical_mean,baseline,baseline,DBC,0,,0.08634822233219674,0.08984555611661703,0.04468038987359092,0.0390287121469289,0.8928571428571429,168,-0.12099466212557697,0.6607142857142857,0.1662056955128255,-0.19046113276128085,-0.12099466212557697,0.3964323933522501,historical_mean
live_production_ensemble,live_ensemble,ensemble,VDE,13,,0.05439603644401484,0.04938593553620588,0.01890644251588922,0.01742703442003447,0.7055555555555556,180,-0.01742234842639176,0.5944444444444444,0.22584709408917264,-1.0838786376521372,-0.01742234842639176,0.9033833639248374,
ridge_lean_v1,model,ridge,VDE,13,"mom_12m,vol_63d,yield_slope,yield_curvature,real_rate_10y,credit_spread_hy,nfci,vix,combined_ratio_ttm,investment_income_growth_yoy,roe_net_income_ttm,npw_growth_yoy,investment_book_yield",0.049913088846364535,0.04788428503562753,0.019377297499738613,0.01592538391945612,0.7194444444444444,180,0.029017356502772717,0.5833333333333334,0.6298203578705285,-239.02021031052303,0.029017356502772717,0.8329371710249474,
baseline_historical_mean,baseline,baseline,VDE,0,,0.05135584768253136,0.05001722577042585,0.013896332310277463,0.018058324654254436,0.7666666666666667,180,-0.0202955420833861,0.5666666666666667,0.18517115088560934,-0.17446306074327778,-0.0202955420833861,0.8928321633090086,historical_mean
