candidate_name,candidate_type,model_type,n_benchmarks,n_features,mean_ic,mean_hit_rate,mean_oos_r2,mean_mae,mean_policy_return_sign,mean_policy_return_neutral_3pct,mean_policy_return_tiered,mean_policy_uplift_vs_sell_50_neutral_3pct,mean_avg_hold_neutral_3pct,weighted_policy_return,contextual_penalty,diversification_aware_utility,mean_diversification_score,gate_status
ridge_lean_v1,model,ridge,7,12,0.34416509131330436,0.6589272995522996,-0.24135688947362957,0.13583889442495095,0.06985643506118112,0.06803524356524869,0.034078272740079595,0.032287448964614274,0.6425516381766382,0.06917207539789835,0.0,0.06917207539789835,0.41253039107727135,FAIL
ensemble_ridge_gbt,ensemble,ridge+gbt,7,25,0.3125251296662106,0.6535292022792022,-0.06482329415433373,0.12980435258584644,0.0702548910026365,0.06768749365330021,0.034879197236932176,0.0319396990526658,0.6823438135938137,0.06885287929217548,0.0,0.06885287929217548,0.41253039107727135,FAIL
baseline_historical_mean,baseline,baseline,7,0,-0.0726926009218286,0.6679840761090762,-0.12116784083248125,0.12979176894907235,0.06883446817109913,0.06650374455356785,0.02960918626247979,0.030755949952933435,0.8475,0.06781357531897282,0.0,0.06781357531897282,0.41253039107727135,FAIL
elasticnet_lean_v1,model,elasticnet,7,13,0.20386353851037922,0.6321708384208383,-0.36657611587314154,0.14268985287804595,0.06362175637802228,0.06380769023045615,0.03252072543627576,0.02805989562982175,0.6982866554741555,0.06466675760528408,0.0,0.06466675760528408,0.41253039107727135,FAIL
gbt_lean_plus_two,model,gbt,7,13,0.20153083766377627,0.6280957468457469,-0.2757465004226178,0.13992840031075174,0.06515498463819343,0.06358364313760746,0.03446362379405283,0.027835848536973042,0.7325985704110705,0.06452701644146053,0.0,0.06452701644146053,0.41253039107727135,FAIL
live_production_ensemble,live_ensemble,ensemble,7,13,0.18741959658277654,0.601054131054131,-0.344193495228699,0.14455587505856604,0.059024158981148704,0.05768392615483429,0.028016806268701757,0.021936131554199878,0.6737564865689866,0.058598257396838424,0.0,0.058598257396838424,0.41253039107727135,FAIL
